lemma,definition,lila_id,synset_id,sem_type,lexemes_pt,own_pt_gloss,argumentSet
scribo,register formally as a participant or member,lilaLemma:123840,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02471327-v"" target=""_blank"">02471327-v</a></small></small><br>",<small><small>categoria:&ensp;relação social</small></small><br>,"<small><small>lexemas:</small></small>&ensp;inscrever, recrutar, registar, registrar<br>",<small><small>conceito:</small>&ensp;registrar formalmente como um participante ou membro</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
tempus,an indefinitely short time,lilaLemma:127522,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=15246853-n"" target=""_blank"">15246853-n</a></small></small><br>",<small><small>categoria:&ensp;tempo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;instante, minuto, momento, segundo<br>",,
locus,an instant of time,lilaLemma:110019,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=15180528-n"" target=""_blank"">15180528-n</a></small></small><br>",<small><small>categoria:&ensp;tempo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;instante, momento<br>",,
imperium,a message describing how something is to be done,lilaLemma:106532,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=06786629-n"" target=""_blank"">06786629-n</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,<small><small>lexemas:</small></small>&ensp;instrução<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
parum,to an insufficient degree,lilaLemma:116130,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00145854-r"" target=""_blank"">00145854-r</a></small></small><br>",,<small><small>lexemas:</small></small>&ensp;insuficientemente<br>,,<small><small>valências:&ensp;[MAT]</small></small><br>
animus,a person who uses the mind creatively,lilaLemma:89094,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=09621545-n"" target=""_blank"">09621545-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;intelecto, intelectual<br>",,
animus,an important intellectual,lilaLemma:89094,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=10708292-n"" target=""_blank"">10708292-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;intelectual, mente, pensador<br>",<small><small>conceito:</small>&ensp;um intelectual importante</small><br>,
animus,knowledge and intellectual ability,lilaLemma:89094,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05618849-n"" target=""_blank"">05618849-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;inteligência<br>,,
consilium,the ability to comprehend; to understand and profit from experience,lilaLemma:96060,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05617606-n"" target=""_blank"">05617606-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;inteligência<br>,,<small><small>valências:&ensp;[ACT]</small></small><br>
animus,an act of intending; a volition that you intend to carry out,lilaLemma:89094,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00163233-n"" target=""_blank"">00163233-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>lexemas:</small></small>&ensp;intenção<br>,,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT]</small></small><br>"
consilium,an act of intending; a volition that you intend to carry out,lilaLemma:96060,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00163233-n"" target=""_blank"">00163233-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>lexemas:</small></small>&ensp;intenção<br>,,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT]</small></small><br>"
causa,the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior,lilaLemma:93253,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00023773-n"" target=""_blank"">00023773-n</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;intenção, motivação, motivo, necessidade<br>",<small><small>conceito:</small>&ensp;característica psicológica que desperta em um organismo a ação em direção a um objetivo desejado;a razão para uma ação; o que dá sentido e direção a um comportamento</small><br>,<small><small>valências:&ensp;[PAT]</small></small><br>
consilium,a series of steps to be carried out or goals to be accomplished,lilaLemma:96060,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05898568-n"" target=""_blank"">05898568-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;intenção, plano, programa, programação, projecto, projeto<br>",<small><small>conceito:</small>&ensp;Uma série de etapas para serem realizadas ou metas a serem realizadas</small><br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
facio,be of importance or consequence,lilaLemma:102758,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02678663-v"" target=""_blank"">02678663-v</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,<small><small>lexemas:</small></small>&ensp;interessar<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
quaero,have a wish or desire to know something,lilaLemma:121047,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00729378-v"" target=""_blank"">00729378-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;interrogar, perguntar-se, ponderar, questionar<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
iudicium,the work of inquiring into something thoroughly and systematically,lilaLemma:109170,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00633864-n"" target=""_blank"">00633864-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>lexemas:</small></small>&ensp;investigação<br>,<small><small>conceito:</small>&ensp;verificaçaõ minuciosa e sitemática de algo</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
sequor,"be present at (meetings, church services, university), etc.",lilaLemma:124461,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02612762-v"" target=""_blank"">02612762-v</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;ir, ir ver<br>","<small><small>conceito:</small>&ensp;estar presente em (reuniões, cultos, universidade), etc</small><br>","<small><small>valências:&ensp;[ACT,LOC] ou [ACT,PAT]</small></small><br>"
eo,pass by,lilaLemma:101183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02072849-v"" target=""_blank"">02072849-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>lexemas:</small></small>&ensp;ir, passar<br>",,"<small><small>valências:&ensp;[ACT,DIR2] ou [ACT] ou [ACT,PAT] ou [ACT,DIR3] ou [ACT,DIR1,DIR3]</small></small><br>"
sum,pass by,lilaLemma:126689,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02072849-v"" target=""_blank"">02072849-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>lexemas:</small></small>&ensp;ir, passar<br>",,"<small><small>valências:&ensp;[ACT,DIR2] ou [ACT] ou [ACT,PAT] ou [ACT,DIR3] ou [ACT,DIR1,DIR3]</small></small><br>"
eo,move past,lilaLemma:101183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02051694-v"" target=""_blank"">02051694-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>lexemas:</small></small>&ensp;ir, passar de largo<br>",,"<small><small>valências:&ensp;[ACT,DIR2] ou [ACT,PAT] ou [ACT,LOC] ou [ACT,DIR1,DIR3]</small></small><br>"
eo,follow a certain course,lilaLemma:101183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00341560-v"" target=""_blank"">00341560-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>lexemas:</small></small>&ensp;ir, prosseguir<br>",<small><small>conceito:</small>&ensp;seguir um determinado curso</small><br>,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT,DIR3] ou [ACT,DIR3] ou [ACT,DIR1,DIR3]</small></small><br>"
fero,follow a certain course,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00341560-v"" target=""_blank"">00341560-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>lexemas:</small></small>&ensp;ir, prosseguir<br>",<small><small>conceito:</small>&ensp;seguir um determinado curso</small><br>,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT,DIR3] ou [ACT,DIR3] ou [ACT,DIR1,DIR3]</small></small><br>"
peto,follow a certain course,lilaLemma:117549,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00341560-v"" target=""_blank"">00341560-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>lexemas:</small></small>&ensp;ir, prosseguir<br>",<small><small>conceito:</small>&ensp;seguir um determinado curso</small><br>,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT,DIR3] ou [ACT,DIR3] ou [ACT,DIR1,DIR3]</small></small><br>"
mos,a way of acting or behaving,lilaLemma:112831,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=04910135-n"" target=""_blank"">04910135-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;jeito pessoal, maneira pessoal<br>",<small><small>conceito:</small>&ensp;um modo de agir ou se comportar</small><br>,<small><small>valências:&ensp;[ACT]</small></small><br>
mitto,put or send forth,lilaLemma:112499,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01632897-v"" target=""_blank"">01632897-v</a></small></small><br>",<small><small>categoria:&ensp;criação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;jogar, lançar, projetar<br>",,"<small><small>valências:&ensp;[ACT,DIR3,PAT] ou [ACT,PAT,DIR3]</small></small><br>"
primus,being in its early stage,lilaLemma:119498,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01643480-s"" target=""_blank"">01643480-s</a></small></small><br>",,<small><small>lexemas:</small></small>&ensp;jovem<br>,,
iudex,someone chosen to judge and decide a disputed issue,lilaLemma:109161,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=09803429-n"" target=""_blank"">09803429-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;juiz, árbitro<br>",<small><small>conceito:</small>&ensp;Alguém escolhido para julgar e decidir um tema polêmico</small><br>,<small><small>valências:&ensp;[PAT]</small></small><br>
iudex,a public official authorized to decide questions brought before a court of justice,lilaLemma:109161,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=10225219-n"" target=""_blank"">10225219-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;juiz, jurista, magistrado, official de justiça<br>",,
iudex,an authority who is able to estimate worth or quality,lilaLemma:109161,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=10066732-n"" target=""_blank"">10066732-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;julgador, juíza, julgadora, avaliador<br>",,
animus,the cognitive process of reaching a decision or drawing conclusions,lilaLemma:89094,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05789432-n"" target=""_blank"">05789432-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;julgamento<br>,,<small><small>valências:&ensp;[ACT]</small></small><br>
causa,(law) the determination of a person's innocence or guilt by due process of law,lilaLemma:93253,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01195867-n"" target=""_blank"">01195867-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>lexemas:</small></small>&ensp;julgamento<br>,"<small><small>conceito:</small>&ensp;(Lei) a determinação da culpa ou inocência de uma pessoa, atraves do processo legal apropriado</small><br>",
iudicium,(law) the determination of a person's innocence or guilt by due process of law,lilaLemma:109170,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01195867-n"" target=""_blank"">01195867-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>lexemas:</small></small>&ensp;julgamento<br>,"<small><small>conceito:</small>&ensp;(Lei) a determinação da culpa ou inocência de uma pessoa, atraves do processo legal apropriado</small><br>",
periculum,(law) the determination of a person's innocence or guilt by due process of law,lilaLemma:116930,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01195867-n"" target=""_blank"">01195867-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>lexemas:</small></small>&ensp;julgamento<br>,"<small><small>conceito:</small>&ensp;(Lei) a determinação da culpa ou inocência de uma pessoa, atraves do processo legal apropriado</small><br>",
iudicium,(law) the determination by a court of competent jurisdiction on matters submitted to it,lilaLemma:109170,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01187810-n"" target=""_blank"">01187810-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;julgamento, sentença<br>",<small><small>conceito:</small>&ensp;(lei) a determinação por um tribunal com uma jurisdição competente em assuntos que lhe são submetidos</small><br>,
consilium,a body of citizens sworn to give a true verdict according to the evidence presented in a court of law,lilaLemma:96060,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08414119-n"" target=""_blank"">08414119-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;Júri, júri<br>",,
imperium,(law) the right and power to interpret and apply the law,lilaLemma:106532,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05198427-n"" target=""_blank"">05198427-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,<small><small>lexemas:</small></small>&ensp;jurisdição<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
imperium,in law; the territory within which power can be exercised,lilaLemma:106532,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08590369-n"" target=""_blank"">08590369-n</a></small></small><br>",<small><small>categoria:&ensp;lugar</small></small><br>,<small><small>lexemas:</small></small>&ensp;jurisdição<br>,,
iudicium,(law) the right and power to interpret and apply the law,lilaLemma:109170,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05198427-n"" target=""_blank"">05198427-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,<small><small>lexemas:</small></small>&ensp;jurisdição<br>,,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
domus,place where something began and flourished,lilaLemma:100071,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08585158-n"" target=""_blank"">08585158-n</a></small></small><br>",<small><small>categoria:&ensp;lugar</small></small><br>,"<small><small>lexemas:</small></small>&ensp;lar, casa<br>",,
lex,a principle or condition that customarily governs behavior,lilaLemma:110351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05846054-n"" target=""_blank"">05846054-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;lei, norma, regra, regulamento<br>",,
modus,a principle or condition that customarily governs behavior,lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05846054-n"" target=""_blank"">05846054-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;lei, norma, regra, regulamento<br>",,
mos,a principle or condition that customarily governs behavior,lilaLemma:112831,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05846054-n"" target=""_blank"">05846054-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;lei, norma, regra, regulamento<br>",,
refero,go back to something earlier,lilaLemma:122494,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00959524-v"" target=""_blank"">00959524-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;lembrar, retornar<br>",,"<small><small>valências:&ensp;[ACT] ou [ACT,DIR3] ou [ACT,PAT] ou [ACT,PAT,DIR3]</small></small><br>"
accipio,interpret something in a certain way; convey a particular meaning or impression,lilaLemma:87119,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00624476-v"" target=""_blank"">00624476-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;ler<br>,,"<small><small>valências:&ensp;[ACT,EFF,PAT] ou [ACT,PAT]</small></small><br>"
fero,take something or somebody with oneself somewhere,lilaLemma:103126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02077656-v"" target=""_blank"">02077656-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>lexemas:</small></small>&ensp;levar, tirar, transportar, trazer<br>",,"<small><small>valências:&ensp;[ACT,DIR3,PAT] ou [ACT,LOC,PAT] ou [ACT,PAT,DIR3] ou [ACT,ADDR,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,PAT] ou [ACT,DIR1,DIR3,PAT]</small></small><br>"
habeo,take into one's possession,lilaLemma:105044,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02205272-v"" target=""_blank"">02205272-v</a></small></small><br>",<small><small>categoria:&ensp;posse</small></small><br>,"<small><small>lexemas:</small></small>&ensp;levar, tomar<br>",<small><small>conceito:</small>&ensp;levar para a sua posse</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
modus,final or latest limiting point,lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=15268857-n"" target=""_blank"">15268857-n</a></small></small><br>",<small><small>categoria:&ensp;tempo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;limiar, ponto final<br>",,
modus,a principle that limits the extent of something,lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05846355-n"" target=""_blank"">05846355-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;limitação, restrição<br>",,
modus,as far as something can go,lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08593130-n"" target=""_blank"">08593130-n</a></small></small><br>",<small><small>categoria:&ensp;lugar</small></small><br>,<small><small>lexemas:</small></small>&ensp;limite<br>,<small><small>conceito:</small>&ensp;tao longe quanto alguma coisa pode ir</small><br>,
genus,people who are believed to belong to the same genetic stock,lilaLemma:104504,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=07967982-n"" target=""_blank"">07967982-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;linhagem, povo, raça, raças humanas<br>",,
locus,the piece of land on which something is located (or is to be located),lilaLemma:110019,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08651247-n"" target=""_blank"">08651247-n</a></small></small><br>",<small><small>categoria:&ensp;lugar</small></small><br>,"<small><small>lexemas:</small></small>&ensp;locação, lugar, sítio<br>",,
locus,the particular portion of space occupied by something,lilaLemma:110019,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08621598-n"" target=""_blank"">08621598-n</a></small></small><br>",<small><small>categoria:&ensp;lugar</small></small><br>,"<small><small>lexemas:</small></small>&ensp;local, lugar, posição<br>",,"<small><small>valências:&ensp;[ACT,LOC]</small></small><br>"
locus,a point or extent in space,lilaLemma:110019,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00027167-n"" target=""_blank"">00027167-n</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;localização, locação, lugar, ponto<br>",<small><small>conceito:</small>&ensp;um ponto ou extensão no espaço</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
animus,good-natured tolerance of delay or incompetence,lilaLemma:89094,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=04640538-n"" target=""_blank"">04640538-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;longanimidade, paciência<br>",,"<small><small>valências:&ensp;[ACT] ou [ACT,ACMP] ou [ACT,PAT]</small></small><br>"
bonum,benefit,lilaLemma:91351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05159725-n"" target=""_blank"">05159725-n</a></small></small><br>",<small><small>categoria:&ensp;atributo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;lucro, operacionalidade, utilidade, valor<br>",,
locus,the precise location of something; a spatially limited location,lilaLemma:110019,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08620061-n"" target=""_blank"">08620061-n</a></small></small><br>",<small><small>categoria:&ensp;lugar</small></small><br>,<small><small>lexemas:</small></small>&ensp;lugar<br>,,
locus,the post or function properly or customarily occupied or served by another,lilaLemma:110019,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00721431-n"" target=""_blank"">00721431-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;lugar, posição<br>",<small><small>conceito:</small>&ensp;o cargo ou função propriamente ou habitualmente ocupada ou atendida por outro</small><br>,
imperium,the position of magistrate,lilaLemma:106532,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00594738-n"" target=""_blank"">00594738-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,<small><small>lexemas:</small></small>&ensp;magistratura<br>,,
magis,comparative of much; to a greater degree or extent,lilaLemma:111271,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00099712-r"" target=""_blank"">00099712-r</a></small></small><br>",,<small><small>lexemas:</small></small>&ensp;mais<br>,,<small><small>valências:&ensp;[PAT]</small></small><br>
ita,subsequently or soon afterward (often used as sentence connectors),lilaLemma:109126,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00117620-r"" target=""_blank"">00117620-r</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;mais tarde, depois, em seguida<br>",,
itaque,subsequently or soon afterward (often used as sentence connectors),lilaLemma:109129,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00117620-r"" target=""_blank"">00117620-r</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;mais tarde, depois, em seguida<br>",,
uox,expression without words,lilaLemma:130806,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=06880249-n"" target=""_blank"">06880249-n</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;manifestação, reflexão<br>",,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
teneo,supply with necessities and support,lilaLemma:127822,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01184625-v"" target=""_blank"">01184625-v</a></small></small><br>",<small><small>categoria:&ensp;consumo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;manter, sustentar<br>",<small><small>conceito:</small>&ensp;abastecer com necessidades e apoio</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
gero,"have rightfully; of rights, titles, and offices",lilaLemma:104536,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02302220-v"" target=""_blank"">02302220-v</a></small></small><br>",<small><small>categoria:&ensp;posse</small></small><br>,"<small><small>lexemas:</small></small>&ensp;manter, ter<br>","<small><small>conceito:</small>&ensp;ter por direito; diz-de direitos, títulos e escritórios</small><br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
manus,the force of workers available,lilaLemma:111585,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08212347-n"" target=""_blank"">08212347-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;mão-de-obra, homens, força de trabalho<br>",,
manus,the (prehensile) extremity of the superior limb,lilaLemma:111585,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05564590-n"" target=""_blank"">05564590-n</a></small></small><br>",<small><small>categoria:&ensp;corpo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;mão, pata<br>",,
castra,a steady advance,lilaLemma:138599,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00282840-n"" target=""_blank"">00282840-n</a></small></small><br>",<small><small>categoria:&ensp;ação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;marcha, progresso<br>",<small><small>conceito:</small>&ensp;um avanço constante</small><br>,
exercitus,a large gathering of people,lilaLemma:101960,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08182716-n"" target=""_blank"">08182716-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;massa, multidão, povo<br>",,"<small><small>valências:&ensp;[MAT] ou [ACT,PAT] ou [ACT]</small></small><br>"
populus,a large gathering of people,lilaLemma:118463,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08182716-n"" target=""_blank"">08182716-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;massa, multidão, povo<br>",,"<small><small>valências:&ensp;[MAT] ou [ACT,PAT] ou [ACT]</small></small><br>"
modus,musical notation for a repeating pattern of musical beats,lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=06864725-n"" target=""_blank"">06864725-n</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;medição, Metrologia, barra<br>",,
modus,any division of quantity accepted as a standard of measurement or exchange,lilaLemma:112553,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=13583724-n"" target=""_blank"">13583724-n</a></small></small><br>",<small><small>categoria:&ensp;quantidade</small></small><br>,"<small><small>lexemas:</small></small>&ensp;Medida, Medição, unidade, unidade de medida<br>",,
corpus,how much there is or how many there are of something that you can quantify,lilaLemma:96667,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00033615-n"" target=""_blank"">00033615-n</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;medida, quantia, quantidade, quantitativo<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [MAT] ou [ACT,MAT] ou [ACT]</small></small><br>"
