lemma,definition,lila_id,synset_id,sem_type,lexemes_pt,own_pt_gloss,argumentSet
do,place into the hands or custody of,lilaLemma:99970,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02230772-v"" target=""_blank"">02230772-v</a></small></small><br>",<small><small>categoria:&ensp;posse</small></small><br>,"<small><small>lexemas:</small></small>&ensp;ceder, dar, entregar, passar<br>",,"<small><small>valências:&ensp;[ACT,BEN] ou [ACT,PAT,ADDR] ou [ACT,PAT] ou [ACT,LOC,PAT] ou [ACT,ADDR,PAT]</small></small><br>"
ciuitas,a large and densely populated urban area; may include several independent administrative districts,lilaLemma:94400,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08524735-n"" target=""_blank"">08524735-n</a></small></small><br>",<small><small>categoria:&ensp;lugar</small></small><br>,"<small><small>lexemas:</small></small>&ensp;centro urbano, cidade, metrópole, urbe<br>",<small><small>conceito:</small>&ensp;uma grande e populosa área urbana; pode incluir vários distritos administrativos independentes</small><br>,
urbs,a large and densely populated urban area; may include several independent administrative districts,lilaLemma:130822,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08524735-n"" target=""_blank"">08524735-n</a></small></small><br>",<small><small>categoria:&ensp;lugar</small></small><br>,"<small><small>lexemas:</small></small>&ensp;centro urbano, cidade, metrópole, urbe<br>",<small><small>conceito:</small>&ensp;uma grande e populosa área urbana; pode incluir vários distritos administrativos independentes</small><br>,
bonus,free from error; especially conforming to fact or truth,lilaLemma:91782,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00631391-a"" target=""_blank"">00631391-a</a></small></small><br>",,"<small><small>lexemas:</small></small>&ensp;certo, correto, justo<br>",,
dico,utter in a loud voice or announce,lilaLemma:99302,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00738747-v"" target=""_blank"">00738747-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;chamar<br>,<small><small>conceito:</small>&ensp;anunciar ou proferir em voz alta</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
dico,"order, summon, or request for a specific duty or activity, work, role",lilaLemma:99302,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00753881-v"" target=""_blank"">00753881-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,<small><small>lexemas:</small></small>&ensp;chamar<br>,,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,EFF]</small></small><br>"
uoco,"order, summon, or request for a specific duty or activity, work, role",lilaLemma:130729,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00753881-v"" target=""_blank"">00753881-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,<small><small>lexemas:</small></small>&ensp;chamar<br>,,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,EFF]</small></small><br>"
uoco,utter in a loud voice or announce,lilaLemma:130729,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00738747-v"" target=""_blank"">00738747-v</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,<small><small>lexemas:</small></small>&ensp;chamar<br>,<small><small>conceito:</small>&ensp;anunciar ou proferir em voz alta</small><br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
dico,"order, request, or command to come",lilaLemma:99302,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00792471-v"" target=""_blank"">00792471-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;chamar, convocar<br>","<small><small>conceito:</small>&ensp;solicitar, requerer, comandar algo</small><br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,EFF] ou [ACT,INTT,PAT]</small></small><br>"
uoco,"order, request, or command to come",lilaLemma:130729,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00792471-v"" target=""_blank"">00792471-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;chamar, convocar<br>","<small><small>conceito:</small>&ensp;solicitar, requerer, comandar algo</small><br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,EFF] ou [ACT,INTT,PAT]</small></small><br>"
dico,assign a specified (usually proper) proper name to,lilaLemma:99302,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01028748-v"" target=""_blank"">01028748-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;chamar, denominar, nomear<br>",<small><small>conceito:</small>&ensp;atribuir um nome específico (geralmente adequado)</small><br>,"<small><small>valências:&ensp;[ACT,EFF,PAT] ou [ACT,PAT]</small></small><br>"
uoco,assign a specified (usually proper) proper name to,lilaLemma:130729,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01028748-v"" target=""_blank"">01028748-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;chamar, denominar, nomear<br>",<small><small>conceito:</small>&ensp;atribuir um nome específico (geralmente adequado)</small><br>,"<small><small>valências:&ensp;[ACT,EFF,PAT] ou [ACT,PAT]</small></small><br>"
tempus,an opportunity to do something,lilaLemma:127522,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=14485064-n"" target=""_blank"">14485064-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;chance, ocasião, vez<br>",,
fortuna,a possibility due to a favorable combination of circumstances,lilaLemma:103696,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=14483917-n"" target=""_blank"">14483917-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;chance, oportunidade<br>",,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT] ou [ACT,ADDR]</small></small><br>"
locus,a possibility due to a favorable combination of circumstances,lilaLemma:110019,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=14483917-n"" target=""_blank"">14483917-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;chance, oportunidade<br>",,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT] ou [ACT,ADDR]</small></small><br>"
tempus,a possibility due to a favorable combination of circumstances,lilaLemma:127522,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=14483917-n"" target=""_blank"">14483917-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;chance, oportunidade<br>",,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT] ou [ACT,ADDR]</small></small><br>"
pars,an organization to gain political power,lilaLemma:116084,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08256968-n"" target=""_blank"">08256968-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;chapa, legenda, partido, partido político<br>",,<small><small>valências:&ensp;[MAT]</small></small><br>
dominus,directs the work of others,lilaLemma:98084,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=10298647-n"" target=""_blank"">10298647-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;chefe, mestre, patrão<br>",,<small><small>valências:&ensp;[PAT]</small></small><br>
sum,reach a destination; arrive by movement or progress,lilaLemma:126689,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02005948-v"" target=""_blank"">02005948-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>lexemas:</small></small>&ensp;chegar, vir<br>",<small><small>conceito:</small>&ensp;chegar ao destino; chegar por movimento ou por progresso</small><br>,"<small><small>valências:&ensp;[ACT,DIR3] ou [ACT,DIR3,PAT] ou [ACT,PAT] ou [ACT,LOC] ou [ACT,DIR1,DIR3]</small></small><br>"
uenio,reach a destination; arrive by movement or progress,lilaLemma:129790,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02005948-v"" target=""_blank"">02005948-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>lexemas:</small></small>&ensp;chegar, vir<br>",<small><small>conceito:</small>&ensp;chegar ao destino; chegar por movimento ou por progresso</small><br>,"<small><small>valências:&ensp;[ACT,DIR3] ou [ACT,DIR3,PAT] ou [ACT,PAT] ou [ACT,LOC] ou [ACT,DIR1,DIR3]</small></small><br>"
ciuis,a native or naturalized member of a state or other political community,lilaLemma:94399,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=09923673-n"" target=""_blank"">09923673-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;cidadã, cidadão<br>","<small><small>conceito:</small>&ensp;membro, nativo ou naturalizado, de um estado ou de uma outra comunidade política</small><br>",
ciuitas,a native or naturalized member of a state or other political community,lilaLemma:94400,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=09923673-n"" target=""_blank"">09923673-n</a></small></small><br>",<small><small>categoria:&ensp;pessoa</small></small><br>,"<small><small>lexemas:</small></small>&ensp;cidadã, cidadão<br>","<small><small>conceito:</small>&ensp;membro, nativo ou naturalizado, de um estado ou de uma outra comunidade política</small><br>",
ciuitas,the status of a citizen with rights and duties,lilaLemma:94400,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=13953467-n"" target=""_blank"">13953467-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,<small><small>lexemas:</small></small>&ensp;cidadania<br>,,
lex,the collection of rules imposed by authority,lilaLemma:110351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=08441203-n"" target=""_blank"">08441203-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;ciências jurídicas, jurisprudência, lei<br>",,
eo,become widely known and passed on,lilaLemma:101183,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00969873-v"" target=""_blank"">00969873-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;circular, espalhar<br>",<small><small>conceito:</small>&ensp;tornar amplamente conhecido e repassados</small><br>,<small><small>valências:&ensp;[ACT]</small></small><br>
lex,information that should be kept in mind when making a decision,lilaLemma:110351,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=05822746-n"" target=""_blank"">05822746-n</a></small></small><br>",<small><small>categoria:&ensp;cognição</small></small><br>,"<small><small>lexemas:</small></small>&ensp;circunstância, consideração<br>",,
fortuna,your overall circumstances or condition in life (including everything that happens to you),lilaLemma:103696,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=14473222-n"" target=""_blank"">14473222-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;circunstâncias, destino, sina, sorte<br>",,<small><small>valências:&ensp;[ACT] ou [MAT]</small></small><br>
locus,your overall circumstances or condition in life (including everything that happens to you),lilaLemma:110019,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=14473222-n"" target=""_blank"">14473222-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;circunstâncias, destino, sina, sorte<br>",,<small><small>valências:&ensp;[ACT] ou [MAT]</small></small><br>
pars,your overall circumstances or condition in life (including everything that happens to you),lilaLemma:116084,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=14473222-n"" target=""_blank"">14473222-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;circunstâncias, destino, sina, sorte<br>",,<small><small>valências:&ensp;[ACT] ou [MAT]</small></small><br>
tempus,your overall circumstances or condition in life (including everything that happens to you),lilaLemma:127522,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=14473222-n"" target=""_blank"">14473222-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;circunstâncias, destino, sina, sorte<br>",,<small><small>valências:&ensp;[ACT] ou [MAT]</small></small><br>
uoco,"call in an official matter, such as to attend court",lilaLemma:130729,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00791134-v"" target=""_blank"">00791134-v</a></small></small><br>",<small><small>categoria:&ensp;comunicação</small></small><br>,"<small><small>lexemas:</small></small>&ensp;citar, convocar<br>",,"<small><small>valências:&ensp;[ACT,DIR3,PAT] ou [ACT,PAT] ou [ACT,EFF,PAT]</small></small><br>"
genus,"people having the same social, economic, or educational status",lilaLemma:104504,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=07974025-n"" target=""_blank"">07974025-n</a></small></small><br>",<small><small>categoria:&ensp;grupo</small></small><br>,"<small><small>lexemas:</small></small>&ensp;classe, classe social, estrato<br>",,<small><small>valências:&ensp;[MAT]</small></small><br>
locus,the relative position or standing of things or especially persons in a society,lilaLemma:110019,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=13945919-n"" target=""_blank"">13945919-n</a></small></small><br>",<small><small>categoria:&ensp;estado</small></small><br>,"<small><small>lexemas:</small></small>&ensp;classe, condição, estado, posição, status<br>",,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
