lemma,lila_id,label,upostag,lila_uri,upostag_pt,fl_cat_pt,gen_pt,number_pt,grade_pt,wrList,var_key,ipo_desc,ipo_lemmaKey,dcc_semGrp,dcc_freqRank,LogeionURL
metuo,lilaLemma:112260,metuo,VERB,http://lila-erc.eu/data/id/lemma/112260,verbo,3ª conjugação (sem vogal temática),,,,,,,,Emoções,429,https://logeion.uchicago.edu/metuo
metus,lilaLemma:112261,metus,NOUN,http://lila-erc.eu/data/id/lemma/112261,substantivo,4ª declinação (tema em -u-),masculino,,,,,,,Emoções,215,https://logeion.uchicago.edu/metus
meus,lilaLemma:112262,meus,DET,http://lila-erc.eu/data/id/lemma/112262,determinante,1ª classe (tema em -a/o-),,,,"meusmet, meuspte, mius",,,,,41,https://logeion.uchicago.edu/meus
mora,lilaLemma:112289,mora,NOUN,http://lila-erc.eu/data/id/lemma/112289,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Tempo,399,https://logeion.uchicago.edu/mora
miles,lilaLemma:112318,miles,NOUN,http://lila-erc.eu/data/id/lemma/112318,substantivo,3ª declinação (sem vogal temática),masculino,,,meiles,,,,Guerra e Paz,161,https://logeion.uchicago.edu/miles
mille,lilaLemma:112335,mille,NUM,http://lila-erc.eu/data/id/lemma/112335,numeral,indeclinável,,,,"meile, milli",,,,Medidas,247,https://logeion.uchicago.edu/mille
miror,lilaLemma:112442,miror,VERB,http://lila-erc.eu/data/id/lemma/112442,verbo,1ª conjugação depoente (tema em -a-),,,,,,,,Emoções,504,https://logeion.uchicago.edu/miror
misceo,lilaLemma:112447,misceo,VERB,http://lila-erc.eu/data/id/lemma/112447,verbo,2ª conjugação (tema em -e-),,,,,,,,Terra e Água,425,https://logeion.uchicago.edu/misceo
miser,lilaLemma:112452,miser,ADJ,http://lila-erc.eu/data/id/lemma/112452,adjetivo,1ª classe (tema em -a/o-),,,,miserus,,,,Emoções,137,https://logeion.uchicago.edu/miser
mitto,lilaLemma:112499,mitto,VERB,http://lila-erc.eu/data/id/lemma/112499,verbo,3ª conjugação (sem vogal temática),,,,,,,,Verbo diretivo ou promissivo,114,https://logeion.uchicago.edu/mitto
modus,lilaLemma:112553,modus,NOUN,http://lila-erc.eu/data/id/lemma/112553,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Medidas,195,https://logeion.uchicago.edu/modus
mollis,lilaLemma:112607,mollis,ADJ,http://lila-erc.eu/data/id/lemma/112607,adjetivo,2ª classe (tema em -i-),,,,,,,,,356,https://logeion.uchicago.edu/mollis
moneo,lilaLemma:112665,moneo,VERB,http://lila-erc.eu/data/id/lemma/112665,verbo,2ª conjugação (tema em -e-),,,,,,,,"Discurso, Oratória",711,https://logeion.uchicago.edu/moneo
mons,lilaLemma:112727,mons,NOUN,http://lila-erc.eu/data/id/lemma/112727,substantivo,3ª declinação (sem vogal temática),masculino,,,,,,,Geografia,242,https://logeion.uchicago.edu/mons
morbus,lilaLemma:112776,morbus,NOUN,http://lila-erc.eu/data/id/lemma/112776,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Corpo,658,https://logeion.uchicago.edu/morbus
morior,lilaLemma:112796,morior,VERB,http://lila-erc.eu/data/id/lemma/112796,verbo,5ª conjugação depoente (tema em -ĭ- breve),,,,,,,,Vida e Existência,253,https://logeion.uchicago.edu/morior
moror,lilaLemma:112802,moror,VERB,http://lila-erc.eu/data/id/lemma/112802,verbo,1ª conjugação depoente (tema em -a-),,,,,,,,Tempo,581,https://logeion.uchicago.edu/moror
mors,lilaLemma:112807,mors,NOUN,http://lila-erc.eu/data/id/lemma/112807,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Vida e Existência,95,https://logeion.uchicago.edu/mors
mortalis2,lilaLemma:112813,mortalis,ADJ,http://lila-erc.eu/data/id/lemma/112813,adjetivo,2ª classe (tema em -i-),,,,,,,,Vida e Existência,950,https://logeion.uchicago.edu/mortalis
mos,lilaLemma:112831,mos,NOUN,http://lila-erc.eu/data/id/lemma/112831,substantivo,3ª declinação (sem vogal temática),masculino,,,,,,,Sociedade,181,https://logeion.uchicago.edu/mos
moueo,lilaLemma:112848,moueo,VERB,http://lila-erc.eu/data/id/lemma/112848,verbo,2ª conjugação (tema em -e-),,,,,,,,Movimento,192,https://logeion.uchicago.edu/moueo
mox,lilaLemma:112849,mox,ADV,http://lila-erc.eu/data/id/lemma/112849,advérbio,indeclinável,,,,,,,,Tempo,469,https://logeion.uchicago.edu/mox
mulier,lilaLemma:112890,mulier,NOUN,http://lila-erc.eu/data/id/lemma/112890,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Pessoas,961,https://logeion.uchicago.edu/mulier
multitudo,lilaLemma:112987,multitudo,NOUN,http://lila-erc.eu/data/id/lemma/112987,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Medidas,733,https://logeion.uchicago.edu/multitudo
multus,lilaLemma:112998,multus,DET,http://lila-erc.eu/data/id/lemma/112998,determinante,1ª classe (tema em -a/o-),,,,,,,,Medidas,43,https://logeion.uchicago.edu/multus
mundus2,lilaLemma:113021,mundus,ADJ,http://lila-erc.eu/data/id/lemma/113021,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Características pessoais,997,https://logeion.uchicago.edu/mundus
mundus,lilaLemma:113024,mundus,NOUN,http://lila-erc.eu/data/id/lemma/113024,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Terra e Água,350,https://logeion.uchicago.edu/mundus
moenia,lilaLemma:113035,moenia,NOUN,http://lila-erc.eu/data/id/lemma/113035,substantivo,3ª declinação (sem vogal temática),neutro,plural,,,,,,Cidade,593,https://logeion.uchicago.edu/moenia
munus,lilaLemma:113061,munus,NOUN,http://lila-erc.eu/data/id/lemma/113061,substantivo,3ª declinação (sem vogal temática),neutro,,,moenus,,,,Sociedade,276,https://logeion.uchicago.edu/munus
murus,lilaLemma:113105,murus,NOUN,http://lila-erc.eu/data/id/lemma/113105,substantivo,2ª declinação (tema em -o-),masculino,,,"moerus, moirus",,,,Casa,508,https://logeion.uchicago.edu/murus
muto,lilaLemma:113167,muto,VERB,http://lila-erc.eu/data/id/lemma/113167,verbo,1ª conjugação (tema em -a-),,,,,,,,"Fazer, Criar",315,https://logeion.uchicago.edu/muto
modo,lilaLemma:113289,modo,ADV,http://lila-erc.eu/data/id/lemma/113289,advérbio,indeclinável,,,,,,,,Tempo,152,https://logeion.uchicago.edu/modo
nam,lilaLemma:113344,nam,ADV,http://lila-erc.eu/data/id/lemma/113344,advérbio,indeclinável,,,,namque,,,,,61,https://logeion.uchicago.edu/nam
narro,lilaLemma:113381,narro,VERB,http://lila-erc.eu/data/id/lemma/113381,verbo,1ª conjugação (tema em -a-),,,,naro,,,,"Discurso, Oratória",910,https://logeion.uchicago.edu/narro
nascor,lilaLemma:113387,nascor,VERB,http://lila-erc.eu/data/id/lemma/113387,verbo,3ª conjugação depoente (sem vogal temática),,,,gnascor,,,,Vida e Existência,266,https://logeion.uchicago.edu/nascor
natura,lilaLemma:113421,natura,NOUN,http://lila-erc.eu/data/id/lemma/113421,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Vida e Existência,180,https://logeion.uchicago.edu/natura
nauis,lilaLemma:113460,nauis,NOUN,http://lila-erc.eu/data/id/lemma/113460,substantivo,3ª declinação (tema em -i-),feminino,,,nabis,,,,Viagem,353,https://logeion.uchicago.edu/nauis
ne,lilaLemma:113491,ne,SCONJ,http://lila-erc.eu/data/id/lemma/113491,conjunção subordinativa,indeclinável,,,,,,,,,47,https://logeion.uchicago.edu/ne
ne2,lilaLemma:113492,ne,PART,http://lila-erc.eu/data/id/lemma/113492,partícula,indeclinável,,,,nae,,,,,238,https://logeion.uchicago.edu/ne
natus,lilaLemma:113505,natus,NOUN,http://lila-erc.eu/data/id/lemma/113505,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Família,211,https://logeion.uchicago.edu/natus
necessitas,lilaLemma:113509,necessitas,NOUN,http://lila-erc.eu/data/id/lemma/113509,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,"Negócios, Dinheiro",911,https://logeion.uchicago.edu/necessitas
nec,lilaLemma:113512,nec,CCONJ,http://lila-erc.eu/data/id/lemma/113512,conjunção coordenativa,indeclinável,,,,,,,,,19,https://logeion.uchicago.edu/nec
necesse,lilaLemma:113513,necesse,ADV,http://lila-erc.eu/data/id/lemma/113513,advérbio,indeclinável,,,,"necessis, necessum, necessus, necesus",,,,"Negócios, Dinheiro",773,https://logeion.uchicago.edu/necesse
nefas,lilaLemma:113531,nefas,NOUN,http://lila-erc.eu/data/id/lemma/113531,substantivo,indeclinável,neutro,,,,,,,Justiça,541,https://logeion.uchicago.edu/nefas
nego,lilaLemma:113553,nego,VERB,http://lila-erc.eu/data/id/lemma/113553,verbo,1ª conjugação (tema em -a-),,,,,,,,"Discurso, Oratória",294,https://logeion.uchicago.edu/nego
negotium,lilaLemma:113566,negotium,NOUN,http://lila-erc.eu/data/id/lemma/113566,substantivo,2ª declinação (tema em -o-),neutro,,,"negocium, negotiom",,,,"Negócios, Dinheiro",846,https://logeion.uchicago.edu/negotium
nemus,lilaLemma:113577,nemus,NOUN,http://lila-erc.eu/data/id/lemma/113577,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Plantas e Animais,461,https://logeion.uchicago.edu/nemus
nemo,lilaLemma:113605,nemo,PRON,http://lila-erc.eu/data/id/lemma/113605,pronome,3ª declinação (sem vogal temática),,,,,,,,,179,https://logeion.uchicago.edu/nemo
nescio,lilaLemma:113625,nescio,VERB,http://lila-erc.eu/data/id/lemma/113625,verbo,4ª conjugação (tema em -ī- longo),,,,,,,,"Educação, Conhecimento",525,https://logeion.uchicago.edu/nescio
niger,lilaLemma:113672,niger,ADJ,http://lila-erc.eu/data/id/lemma/113672,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Visão,634,https://logeion.uchicago.edu/niger
nimis,lilaLemma:113696,nimis,ADV,http://lila-erc.eu/data/id/lemma/113696,advérbio,indeclinável,,,,,,,,Características pessoais,841,https://logeion.uchicago.edu/nimis
nimius,lilaLemma:113697,nimius,ADJ,http://lila-erc.eu/data/id/lemma/113697,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Características pessoais,502,https://logeion.uchicago.edu/nimius
nisi,lilaLemma:113704,nisi,SCONJ,http://lila-erc.eu/data/id/lemma/113704,conjunção subordinativa,indeclinável,,,,"nesei, nesi, nise, nisei, noisi",,,,,100,https://logeion.uchicago.edu/nisi
nuntius,lilaLemma:113734,nuntius,NOUN,http://lila-erc.eu/data/id/lemma/113734,substantivo,2ª declinação (tema em -o-),masculino,,,"nontius, nuncius",,,,Viagem,919,https://logeion.uchicago.edu/nuntius
nobilis,lilaLemma:113751,nobilis,ADJ,http://lila-erc.eu/data/id/lemma/113751,adjetivo,2ª classe (tema em -i-),,,,gnobilis,,,,Características pessoais,455,https://logeion.uchicago.edu/nobilis
noceo,lilaLemma:113754,noceo,VERB,http://lila-erc.eu/data/id/lemma/113754,verbo,2ª conjugação (tema em -e-),,,,,,,,Violência,509,https://logeion.uchicago.edu/noceo
num,lilaLemma:113791,num,ADV,http://lila-erc.eu/data/id/lemma/113791,advérbio,indeclinável,,,,,,,,,924,https://logeion.uchicago.edu/num
nolo,lilaLemma:113794,nolo,VERB,http://lila-erc.eu/data/id/lemma/113794,verbo,irregular,,,,neuolo,,,,Emoções,458,https://logeion.uchicago.edu/nolo
nomen,lilaLemma:113797,nomen,NOUN,http://lila-erc.eu/data/id/lemma/113797,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Sociedade,135,https://logeion.uchicago.edu/nomen
nosco,lilaLemma:113840,nosco,VERB,http://lila-erc.eu/data/id/lemma/113840,verbo,3ª conjugação (sem vogal temática),,,,gnosco,,,,"Educação, Conhecimento",347,https://logeion.uchicago.edu/nosco
noster,lilaLemma:113882,noster,DET,http://lila-erc.eu/data/id/lemma/113882,determinante,1ª classe (tema em -a/o-),,,,"nostermet, nosterpte",,,,,52,https://logeion.uchicago.edu/noster
nouus,lilaLemma:113900,nouus,ADJ,http://lila-erc.eu/data/id/lemma/113900,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Tempo,139,https://logeion.uchicago.edu/nouus
nox,lilaLemma:113901,nox,NOUN,http://lila-erc.eu/data/id/lemma/113901,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Durações de tempo,119,https://logeion.uchicago.edu/nox
nudus,lilaLemma:113946,nudus,ADJ,http://lila-erc.eu/data/id/lemma/113946,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Corpo,545,https://logeion.uchicago.edu/nudus
numen,lilaLemma:113968,numen,NOUN,http://lila-erc.eu/data/id/lemma/113968,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Religião,452,https://logeion.uchicago.edu/numen
numerus,lilaLemma:113981,numerus,NOUN,http://lila-erc.eu/data/id/lemma/113981,substantivo,2ª declinação (tema em -o-),masculino,,,,,,,Medidas,338,https://logeion.uchicago.edu/numerus
nunc,lilaLemma:113990,nunc,ADV,http://lila-erc.eu/data/id/lemma/113990,advérbio,indeclinável,,,,"nunccine, nuncin, nuncine, nuncne",,,,Tempo,50,https://logeion.uchicago.edu/nunc
nihil,lilaLemma:114071,nihil,PRON,http://lila-erc.eu/data/id/lemma/114071,pronome,2ª declinação (tema em -o-),,,,"nihilum, nil, nilum",,,,Medidas,55,https://logeion.uchicago.edu/nihil
nondum,lilaLemma:114073,nondum,ADV,http://lila-erc.eu/data/id/lemma/114073,advérbio,indeclinável,,,,,,,,,436,https://logeion.uchicago.edu/nondum
nullus,lilaLemma:114081,nullus,DET,http://lila-erc.eu/data/id/lemma/114081,determinante,"1ª classe, pronominal (tema em -a/o-)",,,,,,,,,49,https://logeion.uchicago.edu/nullus
numquam,lilaLemma:114084,numquam,ADV,http://lila-erc.eu/data/id/lemma/114084,advérbio,indeclinável,,,,nunquam,,,,Tempo,251,https://logeion.uchicago.edu/numquam
non,lilaLemma:114108,non,ADV,http://lila-erc.eu/data/id/lemma/114108,advérbio,indeclinável,,,,,,,,,6,https://logeion.uchicago.edu/non
neque,lilaLemma:114120,neque,CCONJ,http://lila-erc.eu/data/id/lemma/114120,conjunção coordenativa,indeclinável,,,,,,,,,72,https://logeion.uchicago.edu/neque
ob,lilaLemma:114173,ob,ADP,http://lila-erc.eu/data/id/lemma/114173,preposição,indeclinável,,,,,,,,Lugar,449,https://logeion.uchicago.edu/ob
occido,lilaLemma:114585,occido,VERB,http://lila-erc.eu/data/id/lemma/114585,verbo,3ª conjugação (sem vogal temática),,,,,,,,Violência,801,https://logeion.uchicago.edu/occido
occupo,lilaLemma:114620,occupo,VERB,http://lila-erc.eu/data/id/lemma/114620,verbo,1ª conjugação (tema em -a-),,,,,,,,Guerra e Paz,472,https://logeion.uchicago.edu/occupo
occurro,lilaLemma:114623,occurro,VERB,http://lila-erc.eu/data/id/lemma/114623,verbo,3ª conjugação (sem vogal temática),,,,obcurro,,,,"Educação, Conhecimento",677,https://logeion.uchicago.edu/occurro
oculus,lilaLemma:114716,oculus,NOUN,http://lila-erc.eu/data/id/lemma/114716,substantivo,2ª declinação (tema em -o-),masculino,,,"oclus, oquulus",,,,Corpo,206,https://logeion.uchicago.edu/oculus
odi,lilaLemma:114724,odi,VERB,http://lila-erc.eu/data/id/lemma/114724,verbo,defectivo,,,,,,,,Emoções,790,https://logeion.uchicago.edu/odi
odium,lilaLemma:114729,odium,NOUN,http://lila-erc.eu/data/id/lemma/114729,substantivo,2ª declinação (tema em -o-),neutro,,,odiom,,,,Emoções,522,https://logeion.uchicago.edu/odium
offero,lilaLemma:114795,offero,VERB,http://lila-erc.eu/data/id/lemma/114795,verbo,irregular,,,,"obfero, ossero",,,,Verbo de transporte,812,https://logeion.uchicago.edu/offero
officium,lilaLemma:114811,officium,NOUN,http://lila-erc.eu/data/id/lemma/114811,substantivo,2ª declinação (tema em -o-),neutro,,,officiom,,,,Cidade,607,https://logeion.uchicago.edu/officium
olim,lilaLemma:114887,olim,ADV,http://lila-erc.eu/data/id/lemma/114887,advérbio,indeclinável,,,,,,,,Tempo,574,https://logeion.uchicago.edu/olim
omnis,lilaLemma:114954,omnis,DET,http://lila-erc.eu/data/id/lemma/114954,determinante,2ª classe (tema em -i-),,,,,,,,Medidas,18,https://logeion.uchicago.edu/omnis
onus,lilaLemma:115001,onus,NOUN,http://lila-erc.eu/data/id/lemma/115001,substantivo,3ª declinação (sem vogal temática),neutro,,,honus,,,,Medidas,842,https://logeion.uchicago.edu/onus
opera,lilaLemma:115016,opera,NOUN,http://lila-erc.eu/data/id/lemma/115016,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,"Negócios, Dinheiro",843,https://logeion.uchicago.edu/opera
oportet,lilaLemma:115098,oportet,VERB,http://lila-erc.eu/data/id/lemma/115098,verbo,2ª conjugação impessoal (tema em -e-),,,,,,,,Sociedade,806,https://logeion.uchicago.edu/oportet
oppidum,lilaLemma:115116,oppidum,NOUN,http://lila-erc.eu/data/id/lemma/115116,substantivo,2ª declinação (tema em -o-),neutro,,,"opidom, opidum, oppedom, oppedum, oppidom, oppodom, oppodum",,,,Cidade,635,https://logeion.uchicago.edu/oppidum
ops,lilaLemma:115146,ops,NOUN,http://lila-erc.eu/data/id/lemma/115146,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,"Negócios, Dinheiro",318,https://logeion.uchicago.edu/ops
opto,lilaLemma:115160,opto,VERB,http://lila-erc.eu/data/id/lemma/115160,verbo,1ª conjugação (tema em -a-),,,,,,,,Características pessoais,417,https://logeion.uchicago.edu/opto
opus,lilaLemma:115170,opus,NOUN,http://lila-erc.eu/data/id/lemma/115170,substantivo,3ª declinação (sem vogal temática),neutro,,,opos,,,,"Negócios, Dinheiro",332,https://logeion.uchicago.edu/opus
oratio,lilaLemma:115179,oratio,NOUN,http://lila-erc.eu/data/id/lemma/115179,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,"Discurso, Oratória",736,https://logeion.uchicago.edu/oratio
orbis,lilaLemma:115196,orbis,NOUN,http://lila-erc.eu/data/id/lemma/115196,substantivo,3ª declinação (tema em -i-),masculino,,,"orbisterrae, orbisterrarum, orbs, urbis",,,,Geografia,322,https://logeion.uchicago.edu/orbis
ordo,lilaLemma:115236,ordo,NOUN,http://lila-erc.eu/data/id/lemma/115236,substantivo,3ª declinação (sem vogal temática),masculino,,,,,,,Guerra e Paz,416,https://logeion.uchicago.edu/ordo
orior,lilaLemma:115264,orior,VERB,http://lila-erc.eu/data/id/lemma/115264,verbo,4ª conjugação depoente (tema em -ī- longo),,,,,,,,Tempo,642,https://logeion.uchicago.edu/orior
oro,lilaLemma:115286,oro,VERB,http://lila-erc.eu/data/id/lemma/115286,verbo,1ª conjugação (tema em -a-),,,,,,,,Religião,755,https://logeion.uchicago.edu/oro
os,lilaLemma:115327,os,NOUN,http://lila-erc.eu/data/id/lemma/115327,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Corpo,147,https://logeion.uchicago.edu/os
os2,lilaLemma:115330,os,NOUN,http://lila-erc.eu/data/id/lemma/115330,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Corpo,696,https://logeion.uchicago.edu/os
ostendo,lilaLemma:115363,ostendo,VERB,http://lila-erc.eu/data/id/lemma/115363,verbo,3ª conjugação (sem vogal temática),,,,,,,,,371,https://logeion.uchicago.edu/ostendo
otium,lilaLemma:115422,otium,NOUN,http://lila-erc.eu/data/id/lemma/115422,substantivo,2ª declinação (tema em -o-),neutro,,,"ocium, otiom",,,,Sociedade,715,https://logeion.uchicago.edu/otium
paene,lilaLemma:115620,paene,ADV,http://lila-erc.eu/data/id/lemma/115620,advérbio,indeclinável,,,,"paenissime, paenissume, pene, penissime, penissume",,,,,944,https://logeion.uchicago.edu/paene
par,lilaLemma:115903,par,ADJ,http://lila-erc.eu/data/id/lemma/115903,adjetivo,2ª classe (sem vogal temática),,,,paris,,,,Medidas,281,https://logeion.uchicago.edu/par
parco,lilaLemma:116001,parco,VERB,http://lila-erc.eu/data/id/lemma/116001,verbo,3ª conjugação (sem vogal temática),,,,,,,,Guerra e Paz,412,https://logeion.uchicago.edu/parco
parens,lilaLemma:116020,parens,NOUN,http://lila-erc.eu/data/id/lemma/116020,substantivo,3ª declinação (sem vogal temática),comum de dois gêneros,,,,,,,Família,190,https://logeion.uchicago.edu/parens
pareo,lilaLemma:116031,pareo,VERB,http://lila-erc.eu/data/id/lemma/116031,verbo,2ª conjugação (tema em -e-),,,,,,,,Verbo diretivo ou promissivo,847,https://logeion.uchicago.edu/pareo
pario,lilaLemma:116052,pario,VERB,http://lila-erc.eu/data/id/lemma/116052,verbo,5ª conjugação (tema em -ĭ- breve),,,,,,,,Vida e Existência,829,https://logeion.uchicago.edu/pario
paro,lilaLemma:116061,paro,VERB,http://lila-erc.eu/data/id/lemma/116061,verbo,1ª conjugação (tema em -a-),,,,,,,,"Fazer, Criar",160,https://logeion.uchicago.edu/paro
pars,lilaLemma:116084,pars,NOUN,http://lila-erc.eu/data/id/lemma/116084,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Medidas,65,https://logeion.uchicago.edu/pars
parum,lilaLemma:116130,parum,ADV,http://lila-erc.eu/data/id/lemma/116130,advérbio,indeclinável,,,,,,,,Medidas,204,https://logeion.uchicago.edu/parum
paruus,lilaLemma:116136,paruus,ADJ,http://lila-erc.eu/data/id/lemma/116136,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Medidas,143,https://logeion.uchicago.edu/paruus
pateo,lilaLemma:116202,pateo,VERB,http://lila-erc.eu/data/id/lemma/116202,verbo,2ª conjugação (tema em -e-),,,,,,,,Geografia,550,https://logeion.uchicago.edu/pateo
pater,lilaLemma:116203,pater,NOUN,http://lila-erc.eu/data/id/lemma/116203,substantivo,3ª declinação (sem vogal temática),masculino,,,,,,,Família,71,https://logeion.uchicago.edu/pater
patior,lilaLemma:116222,patior,VERB,http://lila-erc.eu/data/id/lemma/116222,verbo,5ª conjugação depoente (tema em -ĭ- breve),,,,,,,,Verbo diretivo ou promissivo,185,https://logeion.uchicago.edu/patior
patria,lilaLemma:116250,patria,NOUN,http://lila-erc.eu/data/id/lemma/116250,substantivo,1ª declinação (tema em -a-),feminino,,,,,,,Geografia,342,https://logeion.uchicago.edu/patria
pauci,lilaLemma:116272,pauci,NOUN,http://lila-erc.eu/data/id/lemma/116272,substantivo,2ª declinação (tema em -o-),masculino,plural,,,,,,Medidas,858,https://logeion.uchicago.edu/pauci
paullus,lilaLemma:116294,paullus,ADJ,http://lila-erc.eu/data/id/lemma/116294,adjetivo,1ª classe (tema em -a/o-),,,,paulus,,,,,,https://logeion.uchicago.edu/paullus
pauper,lilaLemma:116301,pauper,ADJ,http://lila-erc.eu/data/id/lemma/116301,adjetivo,2ª classe (sem vogal temática),,,,,,,,"Negócios, Dinheiro",844,https://logeion.uchicago.edu/pauper
pax,lilaLemma:116322,pax,NOUN,http://lila-erc.eu/data/id/lemma/116322,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Guerra e Paz,388,https://logeion.uchicago.edu/pax
pecco,lilaLemma:116332,pecco,VERB,http://lila-erc.eu/data/id/lemma/116332,verbo,1ª conjugação (tema em -a-),,,,,,,,Justiça,792,https://logeion.uchicago.edu/pecco
pectus,lilaLemma:116348,pectus,NOUN,http://lila-erc.eu/data/id/lemma/116348,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Corpo,183,https://logeion.uchicago.edu/pectus
pecunia,lilaLemma:116369,pecunia,NOUN,http://lila-erc.eu/data/id/lemma/116369,substantivo,1ª declinação (tema em -a-),feminino,,,pequnia,,,,"Negócios, Dinheiro",530,https://logeion.uchicago.edu/pecunia
pecus,lilaLemma:116374,pecus,NOUN,http://lila-erc.eu/data/id/lemma/116374,substantivo,3ª declinação (sem vogal temática),neutro,,,,,,,Plantas e Animais,566,https://logeion.uchicago.edu/pecus
pello,lilaLemma:116455,pello,VERB,http://lila-erc.eu/data/id/lemma/116455,verbo,3ª conjugação (sem vogal temática),,,,,,,,Violência,563,https://logeion.uchicago.edu/pello
pendo,lilaLemma:116474,pendo,VERB,http://lila-erc.eu/data/id/lemma/116474,verbo,3ª conjugação (sem vogal temática),,,,,,,,"Negócios, Dinheiro",988,https://logeion.uchicago.edu/pendo
per,lilaLemma:116569,per,ADP,http://lila-erc.eu/data/id/lemma/116569,preposição,indeclinável,,,,,,,,Lugar,30,https://logeion.uchicago.edu/per
perdo,lilaLemma:116738,perdo,VERB,http://lila-erc.eu/data/id/lemma/116738,verbo,3ª conjugação (sem vogal temática),,,,perduo,,,,Violência,488,https://logeion.uchicago.edu/perdo
pereo,lilaLemma:116791,pereo,VERB,http://lila-erc.eu/data/id/lemma/116791,verbo,irregular,,,,perdeo,,,,Violência,268,https://logeion.uchicago.edu/pereo
pergo,lilaLemma:116892,pergo,VERB,http://lila-erc.eu/data/id/lemma/116892,verbo,3ª conjugação (sem vogal temática),,,,,,,,Movimento,821,https://logeion.uchicago.edu/pergo
periculum,lilaLemma:116930,periculum,NOUN,http://lila-erc.eu/data/id/lemma/116930,substantivo,2ª declinação (tema em -o-),neutro,,,"periclom, periclum, periculom",,,,Violência,265,https://logeion.uchicago.edu/periculum
permitto,lilaLemma:117085,permitto,VERB,http://lila-erc.eu/data/id/lemma/117085,verbo,3ª conjugação (sem vogal temática),,,,,,,,Verbo diretivo ou promissivo,702,https://logeion.uchicago.edu/permitto
perpetuus,lilaLemma:117208,perpetuus,ADJ,http://lila-erc.eu/data/id/lemma/117208,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Durações de tempo,891,https://logeion.uchicago.edu/perpetuus
pertineo,lilaLemma:117404,pertineo,VERB,http://lila-erc.eu/data/id/lemma/117404,verbo,2ª conjugação (tema em -e-),,,,,,,,"Educação, Conhecimento",866,https://logeion.uchicago.edu/pertineo
peruenio,lilaLemma:117445,peruenio,VERB,http://lila-erc.eu/data/id/lemma/117445,verbo,4ª conjugação (tema em -ī- longo),,,,,,,,Viagem,409,https://logeion.uchicago.edu/peruenio
pes,lilaLemma:117499,pes,NOUN,http://lila-erc.eu/data/id/lemma/117499,substantivo,3ª declinação (sem vogal temática),masculino,,,,,,,Corpo,199,https://logeion.uchicago.edu/pes
peto,lilaLemma:117549,peto,VERB,http://lila-erc.eu/data/id/lemma/117549,verbo,3ª conjugação (sem vogal temática),,,,,,,,Movimento,83,https://logeion.uchicago.edu/peto
pietas,lilaLemma:117794,pietas,NOUN,http://lila-erc.eu/data/id/lemma/117794,substantivo,3ª declinação (sem vogal temática),feminino,,,,,,,Família,767,https://logeion.uchicago.edu/pietas
pius,lilaLemma:117996,pius,ADJ,http://lila-erc.eu/data/id/lemma/117996,adjetivo,1ª classe (tema em -a/o-),,,,piius,,,,Características pessoais,748,https://logeion.uchicago.edu/pius
placeo,lilaLemma:118010,placeo,VERB,http://lila-erc.eu/data/id/lemma/118010,verbo,2ª conjugação (tema em -e-),,,,,,,,Sociedade,287,https://logeion.uchicago.edu/placeo
puer,lilaLemma:118042,puer,NOUN,http://lila-erc.eu/data/id/lemma/118042,substantivo,2ª declinação (tema em -o-),masculino,,,"por, pouer, puerus",,,,Pessoas,191,https://logeion.uchicago.edu/puer
plenus,lilaLemma:118143,plenus,ADJ,http://lila-erc.eu/data/id/lemma/118143,adjetivo,1ª classe (tema em -a/o-),,,,,,,,Medidas,459,https://logeion.uchicago.edu/plenus
plerusque,lilaLemma:118148,plerusque,DET,http://lila-erc.eu/data/id/lemma/118148,determinante,1ª classe (tema em -a/o-),,,,"plerus, ploerus, ploerusque",plerique,,,Medidas,968,https://logeion.uchicago.edu/plerusque
