lemma,lila_id,entry_id,bibref,pdfurl,clpurl,pubyear,prefix,form_lemma,subClass,senseGroup,ontolex.canonicalForm,rdfs.label,PRE.note,lexinfo.note,skos.note,POS.note,form_pre,form_note
sed,lilaLemma:123994,Cardoso1570.n21895.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Sed</b>,ontolex:Word,Cardoso1570.n21895.sg01,lilaLemma:123994,sed,,coniunctio.,,,,coniunctio.
sed,lilaLemma:123994,Fonseca1798.n27189.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Sed</b>,ontolex:Word,Fonseca1798.n27189.sg01,lilaLemma:123994,sed,,conj.,,,,conj.
seductus,lilaIpoLemma:39886,Fonseca1798.n27211.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Seductus</b> -<b>a</b> -<b>um</b>,ontolex:Word,Fonseca1798.n27211.sg01,lilaIpoLemma:39886,seductus,,Cic. part. de Seduco.,,,,Cic. part. de Seduco.
selectus,lilaIpoLemma:39939,Cardoso1570.n21947.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Selectus</b> -<b>a</b> <b>um</b>,ontolex:Word,Cardoso1570.n21947.sg01,lilaIpoLemma:39939,selectus,,,,,,
semiclausus,lilaLemma:124128,Fonseca1798.n27288.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Semiclusus</b> <small>&</small> -<b>a</b> <small>&</small> -<b>um</b>,ontolex:Word,Fonseca1798.n27288.sg01,lilaLemma:124128,semiclusus,&,,,,&,
semifer,lilaLemma:124154,Cardoso1570.n21993.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Semifer</b> -<b>a</b> <b>um</b>,ontolex:Word,Cardoso1570.n21993.sg01,lilaLemma:124154,semifer,,,,,,
seminex,lilaLemma:124197,Fonseca1798.n27335.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Seminex</b> <small>l</small> -<b>ecis</b> <small>l</small>,ontolex:Word,Fonseca1798.n27335.sg01,lilaLemma:124197,seminex,l.,omn. gen.,,,l.,omn. gen.
semis,lilaLemma:124239,Velez1744.n3097.e10,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Semis</b> <b>semissis</b>,ontolex:Word,Velez1744.n3097.sg10,lilaLemma:124239,semis,vel,quasi Semias,,,vel,quasi Semias
semper,lilaLemma:124294,Faria1994.n28922.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>semper</b>,,Faria1994.n28922.sg01,lilaLemma:124294,,,adv.,,,,adv.
semper,lilaLemma:124294,Cardoso1570.n22052.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Semper</b>,ontolex:Word,Cardoso1570.n22052.sg01,lilaLemma:124294,semper,,aduerb.,,,,aduerb.
semper,lilaLemma:124294,Fonseca1798.n27383.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Semper</b>,ontolex:Word,Fonseca1798.n27383.sg01,lilaLemma:124294,semper,,adv.,,,,adv.
senatus,lilaLemma:124309,Velez1744.n3099.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Senatus</b> -<b>ûs</b>,ontolex:Word,Velez1744.n3099.sg01,lilaLemma:124309,senatus,,,,158. 6.,,
senatus,lilaLemma:124309,Fonseca1798.n27398.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Senatus</b> -<b>us</b> -<b>i</b> <small>l</small>,ontolex:Word,Fonseca1798.n27398.sg01,lilaLemma:124309,senatus,,m.,,,,m.
senatus,lilaLemma:124309,Faria1994.n28939.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>senātus</b> <b>-ūs</b> <br> <small>ou</small> <b>senātus</b> <b>-ī</b>,,Faria1994.n28939.sg01,lilaLemma:124309,,<small>ou</small>,subs. m.,,,,subs. m.
senatus,lilaLemma:124309,Cardoso1570.n22073.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Senatus</b> <b>us</b>,ontolex:Word,Cardoso1570.n22073.sg01,lilaLemma:124309,senatus,,,,,,
seorsum,lilaLemma:124359,Fonseca1798.n27439.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Seorsus</b>,ontolex:Word,Fonseca1798.n27439.sg01,lilaLemma:124359,seorsus,,adv.,,,,adv.
saepes,lilaLemma:123108,Velez1744.n3109.e02,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Sepes</b> -<b>is</b>,ontolex:Word,Velez1744.n3109.sg01,lilaLemma:123108,sepes,vel potiùs,,,,vel potiùs,
Seplasia,lilaLemma:21365,Fonseca1798.n27461.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Seplasia</b> -<b>ae</b>,ontolex:Word,Fonseca1798.n27461.sg01,lilaLemma:21365,seplasia,,f.,,,,f.
sepositus,lilaIpoLemma:40422,Fonseca1798.n27465.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Sepostus</b> -<b>a</b> -<b>um</b>,ontolex:Word,Fonseca1798.n27465.sg01,lilaIpoLemma:40422,sepostus,,Sil. Ital.,v. Sepositus.,,,Sil. Ital. v. Sepositus.
septunx,lilaLemma:124436,Cardoso1570.n22193.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Septunx</b> -<b>cis</b>,ontolex:Word,Cardoso1570.n22193.sg01,lilaLemma:124436,septunx,,,,,,
sequor,lilaLemma:124461,Cardoso1570.n22216.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Sequor</b> -<b>eris</b>,ontolex:Word,Cardoso1570.n22216.sg01,lilaLemma:124461,sequor,,,,,,
sequor,lilaLemma:124461,Velez1744.n3112.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Sequor</b> -<b>eris</b>,ontolex:Word,Velez1744.n3112.sg01,lilaLemma:124461,sequor,,,,197. 24.,,
sequor,lilaLemma:124461,Fonseca1798.n27526.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Sequor</b> -<b>eris</b> -<b>cutus</b> -<b>quutus sum</b> <small>l</small> -<b>equi</b>,ontolex:Word,Fonseca1798.n27526.sg01,lilaLemma:124461,sequor,,,,,,
sequor,lilaLemma:124461,Faria1994.n29068.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,"<b>sequor</b> <b>-ĕris</b> <b>sequī, secūtus sum</b>",,Faria1994.n29068.sg01,lilaLemma:124461,,,v. dep. tr.,,,,v. dep. tr.
secutor,lilaLemma:123991,Cardoso1570.n22219.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Sequutor</b> <b>oris</b>,ontolex:Word,Cardoso1570.n22219.sg01,lilaLemma:123991,sequutor,,,,,,
serperastrum,lilaLemma:124514,Fonseca1798.n27568.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Serperastrum</b> <small>l</small> -<b>i</b> <small>l</small>,ontolex:Word,Fonseca1798.n27568.sg01,lilaLemma:124514,serperastrum,l.,n.,,,l.,n.
serpullum,lilaLemma:124518,Fonseca1798.n27570.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Serpyllum</b> <small>&</small> -<b>i</b> <small>&</small>,ontolex:Word,Fonseca1798.n27570.sg01,lilaLemma:124518,serpyllum,&,n.,,,&,n.
serra,lilaLemma:124520,Cardoso1570.n22271.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Serra</b> -<b>ae</b>,ontolex:Word,Cardoso1570.n22271.sg01,lilaLemma:124520,serra,,,,,,
serta,lilaLemma:127438,Cardoso1570.n22276.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Serta</b>,ontolex:Word,Cardoso1570.n22276.sg01,lilaLemma:127438,serta,,,,,,
sui,lilaLemma:131255,Faria1994.n29164.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>sēsē</b>,,Faria1994.n29164.sg01,lilaLemma:131255,,,acus. e abl. de sui forma reduplicada = sē.,,,,acus. e abl. de sui forma reduplicada = sē.
sestertius,lilaLemma:124628,Fonseca1798.n27656.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Sestertius</b> -<b>ii</b>,ontolex:Word,Fonseca1798.n27656.sg01,lilaLemma:124628,sestertius,,m.,,,,m.
saetiger,lilaLemma:123121,Fonseca1798.n27662.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Setiger</b> -<b>eri</b>,ontolex:Word,Fonseca1798.n27662.sg01,lilaLemma:123121,setiger,,m.,,,,m.
sescentesimus,lilaLemma:124568,Cardoso1570.n22364.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Sexcentessimus</b> -<b>a</b> <b>um</b>,ontolex:Word,Cardoso1570.n22364.sg01,lilaLemma:124568,sexcentessimus,,,,,,
sextantarius,lilaLemma:124664,Cardoso1570.n22371.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Sextantarius</b> -<b>a</b> <b>um</b>,ontolex:Word,Cardoso1570.n22371.sg01,lilaLemma:124664,sextantarius,,,,,,
sextilis,lilaLemma:124670,Cardoso1570.n22374.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Sextilis</b> -<b>e</b>,ontolex:Word,Cardoso1570.n22374.sg01,lilaLemma:124670,sextilis,,,,,,
sexus,lilaLemma:124675,Fonseca1798.n27704.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Sexus</b> -<b>us</b>,ontolex:Word,Fonseca1798.n27704.sg01,lilaLemma:124675,sexus,,m.,,,,m.
sexus,lilaLemma:124675,Cardoso1570.n22379.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Sexus</b> <b>i</b>,ontolex:Word,Cardoso1570.n22379.sg01,lilaLemma:124675,sexus,,,,,,
si,lilaLemma:124676,Cardoso1570.n22380.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Si</b>,ontolex:Word,Cardoso1570.n22380.sg01,lilaLemma:124676,si,,coniunctio,,,,coniunctio
si,lilaLemma:124676,Cardoso1570.n22381.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Si</b>,ontolex:Word,Cardoso1570.n22381.sg01,lilaLemma:124676,si,,,,,,
si,lilaLemma:124676,Velez1744.n3125.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Si</b>,ontolex:Word,Velez1744.n3125.sg01,lilaLemma:124676,si,,,,276. 14.,,
si,lilaLemma:124676,Fonseca1798.n27705.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Si</b>,ontolex:Word,Fonseca1798.n27705.sg01,lilaLemma:124676,si,,conj.,,,,conj.
si,lilaLemma:124676,Faria1994.n29237.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>sī</b>,,Faria1994.n29237.sg01,lilaLemma:124676,,,conj.,"Obs.: Geralmente é empregada no princípio da oração, introduzindo quase sempre uma frase condicional: leva o verbo para o inicativo, se a suposição é considerada real: ou para o subjuntivo, se for considerada irreal ou eventual. Pode ser reforçada por um advérbio, como por exemplo: si modo ‘se ao menos’; si quidem ‘se realmente’; si forte ‘se por acaso’. E empregada com relativa frequência para introduzir uma oração completiva, apresentando ainda a tendência para substituir num nas interrogaçoes completivas. sibi, dat. de sui.",,,"conj. <br> Obs.: Geralmente é empregada no princípio da oração, introduzindo quase sempre uma frase condicional: leva o verbo para o inicativo, se a suposição é considerada real: ou para o subjuntivo, se for considerada irreal ou eventual. Pode ser reforçada por um advérbio, como por exemplo: si modo ‘se ao menos’; si quidem ‘se realmente’; si forte ‘se por acaso’. E empregada com relativa frequência para introduzir uma oração completiva, apresentando ainda a tendência para substituir num nas interrogaçoes completivas. sibi, dat. de sui."
sibilator,lilaLemma:169700,Cardoso1570.n22652.e02,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>sibilator</b> <b>oris</b>,ontolex:Word,Cardoso1570.n22652.sg01,lilaLemma:169700,sibilator,pro,,,,pro,
sic,lilaLemma:124690,Cardoso1570.n22398.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Sic</b>,ontolex:Word,Cardoso1570.n22398.sg01,lilaLemma:124690,sic,,aduerb.,,,,aduerb.
sic,lilaLemma:124690,Velez1744.n3127.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Sic</b>,ontolex:Word,Velez1744.n3127.sg01,lilaLemma:124690,sic,,,,271. 2.,,
sic,lilaLemma:124690,Fonseca1798.n27711.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Sic</b>,ontolex:Word,Fonseca1798.n27711.sg01,lilaLemma:124690,sic,,conj.,Algumas vezes he adverbio.,,,conj. Algumas vezes he adverbio.
sic,lilaLemma:124690,Faria1994.n29246.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>sīc</b>,,Faria1994.n29246.sg01,lilaLemma:124690,,,adv.,,,,adv.
sic,lilaLemma:124690,Velez1744.n3127.e10,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Siccine?</b>,ontolex:Word,Velez1744.n3127.sg10,lilaLemma:124690,siccine,,,,,,
sic,lilaLemma:124690,Fonseca1798.n27721.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Siccine</b>,ontolex:Word,Fonseca1798.n27721.sg01,lilaLemma:124690,siccine,,adv.,,,,adv.
sic,lilaLemma:124690,Faria1994.n29259.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>sīccĭne</b> <br> <b>sīcĭne</b> <br> <small>ou</small> <b>sīcin</b>,,Faria1994.n29259.sg01,lilaLemma:124690,,<small>ou</small>,adv.,,,,adv.
sicut,lilaLemma:124723,Cardoso1570.n22424.e02,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>sicuti</b>,ontolex:MultiwordExpression,Cardoso1570.n22424.sg01,lilaLemma:124723,sicuti,siue,,,,siue,
sum,lilaLemma:126689,Fonseca1798.n27751.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Siem</b> -<b>es</b> -<b>et</b>,ontolex:Word,Fonseca1798.n27751.sg01,lilaLemma:126689,sum,,"Plaut. por Sim, sis, sit.",,,,"Plaut. por Sim, sis, sit."
sum,lilaLemma:126689,Faria1994.n29296.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,"<b>siem</b> <b>sies, siet</b>",,Faria1994.n29296.sg01,lilaLemma:126689,,,"= sim, sis, sit, v. sum.",,,,"= sim, sis, sit, v. sum."
sigillum,lilaLemma:124743,Cardoso1570.n22446.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Sigillum</b> <b>i</b>,ontolex:Word,Cardoso1570.n22446.sg01,lilaLemma:124743,sigillum,,,,,,
signum,lilaLemma:124767,Cardoso1570.n22466.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Signum</b> <b>i</b>,ontolex:Word,Cardoso1570.n22466.sg01,lilaLemma:124767,signum,,,,,,
signum,lilaLemma:124767,Cardoso1570.n22467.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Signum</b> <b>i</b>,ontolex:Word,Cardoso1570.n22467.sg01,lilaLemma:124767,signum,,,,,,
simulac,lilaLemma:140015,Velez1744.n3144.e11,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Simulatque</b>,ontolex:Word,Velez1744.n3144.sg10,lilaLemma:140015,simulatque,vel,,,,vel,
si,lilaLemma:124676,Fonseca1798.n27855.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Sin</b>,ontolex:Word,Fonseca1798.n27855.sg01,lilaLemma:124676,sin,,conj.,,,,conj.
