lemma,lila_id,entry_id,bibref,pdfurl,clpurl,pubyear,prefix,form_lemma,subClass,senseGroup,ontolex.canonicalForm,rdfs.label,PRE.note,lexinfo.note,skos.note,POS.note,form_pre,form_note
neruus,lilaLemma:113623,Cardoso1570.n14944.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Neruus</b> <b>i</b>,ontolex:Word,Cardoso1570.n14944.sg01,lilaLemma:113623,neruus,,,,,,
nesapius,lilaLemma:113624,Fonseca1798.n19236.e02,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nesapus</b> <small>l</small> -<b>a</b> <small>l</small> -<b>um</b>,ontolex:Word,Fonseca1798.n19236.sg01,lilaLemma:113624,nesapus,l.,,,,l.,
neue,lilaLemma:114069,Cardoso1570.n14963.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Neu</b>,ontolex:Word,Cardoso1570.n14963.sg01,lilaLemma:114069,neu,,coniunctio.,,,,coniunctio.
neue,lilaLemma:114069,Fonseca1798.n19243.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Neve</b>,ontolex:Word,Fonseca1798.n19243.sg01,lilaLemma:114069,neue,,conj.,,,,conj.
nihil,lilaLemma:114071,Cardoso1570.n15004.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Nihil</b>,ontolex:Word,Cardoso1570.n15004.sg01,lilaLemma:114071,nihil,,indeclinabile.,,,,indeclinabile.
nihil,lilaLemma:114071,Velez1744.n2246.e02,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Nihil</b>,ontolex:Word,Velez1744.n2246.sg01,lilaLemma:114071,nihil,,,,,,
nihil,lilaLemma:114071,Fonseca1798.n19288.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nihil</b>,ontolex:Word,Fonseca1798.n19288.sg01,lilaLemma:114071,nihil,,indec. n.,,,,indec. n.
nihil,lilaLemma:114071,Faria1994.n20513.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nihil</b> <br> <small>ou</small> <b>nīl</b>,,Faria1994.n20513.sg01,lilaLemma:114071,,<small>ou</small>,n. indecl. É usado como subs. e adv.,,,,n. indecl. É usado como subs. e adv.
nihil,lilaLemma:114071,Velez1744.n2247.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Nihili</b>,ontolex:Word,Velez1744.n2247.sg01,lilaLemma:114071,nihili,,,,121. fin.,,
nihil,lilaLemma:114071,Faria1994.n20515.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nihĭlī</b>,,Faria1994.n20515.sg01,lilaLemma:114071,,,gen. de nihĭlum.,,,,gen. de nihĭlum.
nihil,lilaLemma:114071,Velez1744.n2246.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Nihilum</b> -<b>i</b>,ontolex:Word,Velez1744.n2246.sg01,lilaLemma:114071,nihilum,,,,162. 22. 321. 3.,,
nihil,lilaLemma:114071,Fonseca1798.n19291.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nihilum</b> -<b>i</b>,ontolex:Word,Fonseca1798.n19291.sg01,lilaLemma:114071,nihilum,,n.,,,,n.
nihil,lilaLemma:114071,Faria1994.n20517.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nihĭlum</b> <b>-ī</b>,,Faria1994.n20517.sg01,lilaLemma:114071,,,subs. n. e adv.,,,,subs. n. e adv.
nihil,lilaLemma:114071,Cardoso1570.n15004.e02,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>nihilum</b> <b>i</b>,ontolex:Word,Cardoso1570.n15004.sg01,lilaLemma:114071,nihilum,siue,indeclinabile.,,,siue,indeclinabile.
nihil,lilaLemma:114071,Velez1744.n2246.e03,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Nil</b>,ontolex:Word,Velez1744.n2246.sg01,lilaLemma:114071,nil,vel,per Apocopen,,,vel,per Apocopen
nihil,lilaLemma:114071,Fonseca1798.n19292.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nil</b>,ontolex:Word,Fonseca1798.n19292.sg01,lilaLemma:114071,nil,,adv.,,,,adv.
nihil,lilaLemma:114071,Faria1994.n20518.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nīl</b>,,Faria1994.n20518.sg01,lilaLemma:114071,,,,v. nihil Cíc. Tusc. 3. 66.,,,v. nihil Cíc. Tusc. 3. 66.
nihil,lilaLemma:114071,Fonseca1798.n19294.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nilum</b> -<b>i</b>,ontolex:Word,Fonseca1798.n19294.sg01,lilaLemma:114071,nilum,,n.,,,,n.
nihil,lilaLemma:114071,Faria1994.n20522.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nilum</b> <b>-ī</b>,,Faria1994.n20522.sg01,lilaLemma:114071,,,,v. nihìlum.,,,v. nihìlum.
nimie,lilaIpoLemma:28778,Velez1744.n2249.e03,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Nimiùm</b>,ontolex:Word,Velez1744.n2249.sg01,lilaIpoLemma:28778,nimium,,,,,,
ningo,lilaLemma:113699,Velez1744.n2250.e02,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Ninguo</b> -<b>is</b>,ontolex:Word,Velez1744.n2250.sg01,lilaLemma:113699,ninguo,vel,,,,vel,
ningo,lilaLemma:113699,Cardoso1570.n15050.e02,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>ninguo</b> <b>is</b> <b>ninxi</b>,ontolex:Word,Cardoso1570.n15050.sg01,lilaLemma:113699,ninguo,siue,,,,siue,
nisi,lilaLemma:113704,Faria1994.n20554.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nisi</b>,,Faria1994.n20554.sg01,lilaLemma:113704,,,conj.,,,,conj.
nisi,lilaLemma:113704,Cardoso1570.n15055.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Nisi</b>,ontolex:Word,Cardoso1570.n15055.sg01,lilaLemma:113704,nisi,,conjunctio,,,,conjunctio
nisi,lilaLemma:113704,Velez1744.n2245.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Nisi</b>,ontolex:Word,Velez1744.n2245.sg01,lilaLemma:113704,nisi,,,,275. 2. 276. 14.,,
nisi,lilaLemma:113704,Fonseca1798.n19311.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nisi</b>,ontolex:Word,Fonseca1798.n19311.sg01,lilaLemma:113704,nisi,,conj.,,,,conj.
nos,lilaIpoLemma:110487,Faria1994.n20594.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nōbis</b>,,Faria1994.n20594.sg01,lilaIpoLemma:110487,,,dat. e abl. de nos.,,,,dat. e abl. de nos.
nos,lilaIpoLemma:110487,Cardoso1570.n15091.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Nobiscum</b>,ontolex:MultiwordExpression,Cardoso1570.n15091.sg01,lilaIpoLemma:110487,nobiscum,,,,,,
nos,lilaIpoLemma:110487,Faria1994.n20595.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nōbīscum</b>,,Faria1994.n20595.sg01,lilaIpoLemma:110487,,,= cum nobis.,,,,= cum nobis.
noma,lilaLemma:169341,Cardoso1570.n15130.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Noma</b> -<b>ae</b>,ontolex:Word,Cardoso1570.n15130.sg01,lilaLemma:169341,noma,,,,,,
nomen,lilaLemma:113797,Fonseca1798.n19378.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nomen</b> -<b>inis</b>,ontolex:Word,Fonseca1798.n19378.sg01,lilaLemma:113797,nomen,,n.,,,,n.
nomen,lilaLemma:113797,Faria1994.n20624.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nōmen</b> <b>-ĭnis</b>,,Faria1994.n20624.sg01,lilaLemma:113797,,,subs. n.,,,,subs. n.
nomen,lilaLemma:113797,Cardoso1570.n15131.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Nomen</b> <b>inis</b>,ontolex:Word,Cardoso1570.n15131.sg01,lilaLemma:113797,nomen,,,,,,
non,lilaLemma:114108,Cardoso1570.n15143.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Non</b>,ontolex:Word,Cardoso1570.n15143.sg01,lilaLemma:114108,non,,aduerb. negandi.,,,,aduerb. negandi.
non,lilaLemma:114108,Velez1744.n2258.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Non</b>,ontolex:Word,Velez1744.n2258.sg01,lilaLemma:114108,non,,,,230. 29.,,
non,lilaLemma:114108,Fonseca1798.n19392.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Non</b>,ontolex:Word,Fonseca1798.n19392.sg01,lilaLemma:114108,non,,adv.,,,,adv.
non,lilaLemma:114108,Faria1994.n20637.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nōn</b>,,Faria1994.n20637.sg01,lilaLemma:114108,,,adv. de negação,"Obs.: Notem-se as expressões: a non ita, non tam Cíc. Verr. 4, 109 ""não assim exatamente""; b non tam... quam Cíc. C. M. 27 ""não tanto quanto, i. e., menos ... que""; c non fere quisquam Cíc. Verr. 5. 182 “quase ninguém”. Non é por excelência a negação do indicativo e da oração principal. Seu uso nas proibições não é permitido pela prosa clássica, mas frequente em poesia.",,,"adv. de negação <br> Obs.: Notem-se as expressões: a non ita, non tam Cíc. Verr. 4, 109 ""não assim exatamente""; b non tam... quam Cíc. C. M. 27 ""não tanto quanto, i. e., menos ... que""; c non fere quisquam Cíc. Verr. 5. 182 “quase ninguém”. Non é por excelência a negação do indicativo e da oração principal. Seu uso nas proibições não é permitido pela prosa clássica, mas frequente em poesia."
nongeni,lilaLemma:114109,Cardoso1570.n15232.e02,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>nongeni</b> -<b>ae</b> -<b>a</b>,ontolex:Word,Cardoso1570.n15232.sg01,lilaLemma:114109,nongeni,siue,,,,siue,
nongeni,lilaLemma:114109,Cardoso1570.n15233.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Nongenteni</b> -<b>ae</b> -<b>a</b>,ontolex:Word,Cardoso1570.n15233.sg01,lilaLemma:114109,nongenteni,,,,,,
nos,lilaIpoLemma:110487,Faria1994.n20671.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nōs</b> <b>nostrum ou nostrī</b>,,Faria1994.n20671.sg01,lilaIpoLemma:110487,,,pron. pess.,"Obs.: 1 Nostri é geralmente um gen. objetivo: miserere nostri “tem compaixão de nós”. 2 Nostrum é geralmente um gen. partitivo como: quis nostrum “qual de nós”. 3 Por vezes, emprega-se nos por ego Verg. Buc. 1, 4.",,,"pron. pess. <br> Obs.: 1 Nostri é geralmente um gen. objetivo: miserere nostri “tem compaixão de nós”. 2 Nostrum é geralmente um gen. partitivo como: quis nostrum “qual de nós”. 3 Por vezes, emprega-se nos por ego Verg. Buc. 1, 4."
nos,lilaIpoLemma:110487,Fonseca1798.n19416.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nos</b> <b>nostrum</b> <b>nostri</b> <small>l</small>,ontolex:Word,Fonseca1798.n19416.sg01,lilaIpoLemma:110487,nos,,plur. de Ego.,,,,plur. de Ego.
nos,lilaIpoLemma:110487,Faria1994.n20674.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nosmet</b>,,Faria1994.n20674.sg01,lilaIpoLemma:110487,,,pron. pess.,,,,pron. pess.
nos,lilaIpoLemma:110487,Fonseca1798.n19420.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nosmet</b>,ontolex:Word,Fonseca1798.n19420.sg01,lilaIpoLemma:110487,nosmet,,,,&,,
noster,lilaLemma:113882,Velez1744.n2263.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Noster</b> -<b>a</b> -<b>um</b>,ontolex:Word,Velez1744.n2263.sg01,lilaLemma:113882,noster,,,,169. 4. 257. 13.,,
noster,lilaLemma:113882,Cardoso1570.n15251.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Noster</b> -<b>a</b> <b>um</b>,ontolex:Word,Cardoso1570.n15251.sg01,lilaLemma:113882,noster,,,,,,
noster,lilaLemma:113882,Fonseca1798.n19423.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Noster</b> -<b>tra</b> -<b>trum</b>,ontolex:Word,Fonseca1798.n19423.sg01,lilaLemma:113882,noster,,,,,,
noster,lilaLemma:113882,Faria1994.n20676.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>noster</b> <b>-tra</b> <b>-trum</b>,,Faria1994.n20676.sg01,lilaLemma:113882,,,pron. poss.,,,,pron. poss.
nos,lilaIpoLemma:110487,Faria1994.n20682.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nostrōrum</b>,,Faria1994.n20682.sg01,lilaIpoLemma:110487,,,,v. nos e noster.,,,v. nos e noster.
noster,lilaLemma:113882,Faria1994.n20682.e02,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nostrōrum</b>,,Faria1994.n20682.sg02,lilaLemma:113882,,,,v. nos e noster.,,,v. nos e noster.
nos,lilaIpoLemma:110487,Faria1994.n20683.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nostrum</b>,,Faria1994.n20683.sg01,lilaIpoLemma:110487,,,gen. de nos e de noster.,,,,gen. de nos e de noster.
noster,lilaLemma:113882,Faria1994.n20683.e02,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nostrum</b>,,Faria1994.n20683.sg02,lilaLemma:113882,,,gen. de nos e de noster.,,,,gen. de nos e de noster.
nothus,lilaLemma:113853,Fonseca1798.n19434.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Nothus</b> -<b>a</b> -<b>um</b>,ontolex:Word,Fonseca1798.n19434.sg01,lilaLemma:113853,nothus,,,,,,
noualis,lilaLemma:113868,Cardoso1570.n15275.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Noualis</b> <b>is</b>,ontolex:Word,Cardoso1570.n15275.sg01,lilaLemma:113868,noualis,,,,,,
nouus,lilaLemma:113900,Cardoso1570.n15315.e01,"CARDOSO, Jerônimo. Dictionarium latino lusitanicum & vice versa lusitanico latinum. Coimbra: João de Barreira,1570.",http://purl.pt/14265,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=5&Edicao=5,1570,Cardoso,<b>Nouus</b> -<b>a</b> <b>um</b>,ontolex:Word,Cardoso1570.n15315.sg01,lilaLemma:113900,nouus,,,,,,
nouus,lilaLemma:113900,Velez1744.n2269.e01,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Novus</b> -<b>a</b> -<b>um</b>,ontolex:Word,Velez1744.n2269.sg01,lilaLemma:113900,nouus,,,,213. 25.,,
nouus,lilaLemma:113900,Fonseca1798.n19478.e01,"FONSECA, Pedro José. Parvum lexicum latinum lusitana interpretatione adjecta. Lisboa: Typographia Regia, 1798.",http://books.google.it/books?id=xZtEAAAAcAAJ,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=16&Edicao=17,1798,Fonseca,<b>Novus</b> -<b>a</b> -<b>um</b> <small>Varr</small> -<b>vior</b> <small>Cic</small> -<b>vissimus</b>,ontolex:Word,Fonseca1798.n19478.sg01,lilaLemma:113900,nouus,,,,,,
nouus,lilaLemma:113900,Faria1994.n20735.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>novus</b> <b>-a</b> <b>-um</b>,,Faria1994.n20735.sg01,lilaLemma:113900,,,adj.,,,,adj.
noxa,lilaLemma:113902,Velez1744.n2271.e20,"VELEZ, António. ‘Index totius artis.’ In: Emmanuelis Alvari S. J. De Institutione Grammatica Libri Tres. Eborae: Typographia Academiae, 1744. pp. 366–661.",http://purl.pt/14821,http://clp.dlc.ua.pt/DICIweb/default.asp?url=Obras&Livro=8&Edicao=9,1744,Velez,<b>Noxa</b>,ontolex:Word,Velez1744.n2271.sg20,lilaLemma:113902,noxa,,,,,,
nullus,lilaLemma:114081,Faria1994.n20777.e01,"FARIA, Ernesto. Dicionário Escolar Latino-Português. 6.ed.. ed. Rio de Janeiro: MEC-FAE, 1994.",https://archive.org/details/DicionarioEscolarLatinoPortuguesDoMecPorErnestoFaria1962,,1962,Faria,<b>nūllae</b>,,Faria1994.n20777.sg01,lilaLemma:114081,,,gen. e dat. f. de nūllus.,,,,gen. e dat. f. de nūllus.
