lemma,lila_id,source,entry_id,senseGroup,sense_prefix,sense_predef,sense_def,sense_posdef
consulo,lilaLemma:96186,Velez,Velez1744.n0838.e01,Velez1744.n0838.sg01,2,,"pedir conselho, consultar",accus.
posco,lilaLemma:118550,Faria,Faria1994.n24648.e01,Faria1994.n24648.sg01,2,II-Daí,Pedir em casamento,Plaut. Trin. 450.
posco,lilaLemma:118550,Cardoso,Cardoso1570.n18338.e01,Cardoso1570.n18338.sg01,1,,pedir ho justo,
peto,lilaLemma:117549,Velez,Velez1744.n2568.e01,Velez1744.n2568.sg01,1,,"pedir humildemente, e com rogos","aliquid ab, vel ex aliquo, sed saepe omittitur, accus. subsequente Ut. Habet & accus. cum abl. instrumenti, pro cujus diversitate diversa significat"
rogo,lilaLemma:122853,Faria,Faria1994.n27815.e01,Faria1994.n27815.sg01,2,I-Daí,"Pedir perguntando, rogar, solicitar","Cíc. Fam. 13, 5. 3; Hor. O. 2, 16, 1; Cíc. Verr. 4. 63."
posco,lilaLemma:118550,Velez,Velez1744.n2651.e01,Velez1744.n2651.sg01,1,,"pedir, ou demandar cousa devida, e justa",
uolo,lilaLemma:130745,Saraiva,Saraiva1910.xVolo,Saraiva1910.xVolo.sg01,6,,"pedir, requerer, exigir.",
peto,lilaLemma:117549,Faria,Faria1994.n23702.e01,Faria1994.n23702.sg01,3,II-Sent. figurado:,"Pedir, solicitar, declamar","Cíc. Tusc. 5, 5; Cíc. At. 1, 16, 7; Cíc. Fam. 5, 15, 4."
precor,lilaLemma:119429,Faria,Faria1994.n25372.e01,Faria1994.n25372.sg01,1,I-Sent. próprio,"Pedir, suplicar, invocar","Cíc, Cat. 2, 29; Cíc. Nat. 3, 84: Cíc. Q. Fr. 1, 3, 9."
peto,lilaLemma:117549,Fonseca,Fonseca1798.n22343.e01,Fonseca1798.n22343.sg01,1,Cic.,pedir.,
posco,lilaLemma:118550,Fonseca,Fonseca1798.n23083.e01,Fonseca1798.n23083.sg01,1,Cic.,pedir.,
exigo,lilaLemma:102038,Fonseca,Fonseca1798.n10917.e01,Fonseca1798.n10917.sg01,2,,pedir.,
lapis,lilaLemma:109911,Faria,Faria1994.n17585.e01,Faria1994.n17585.sg01,1,I-Sent. próprio,Pedra,Cíc. Mil. 41.
saxum,lilaLemma:123551,Faria,Faria1994.n28444.e01,Faria1994.n28444.sg01,1,I-Sent. próprio,Pedra,Cés. B. Gal. 2. 29. 3.
lapis,lilaLemma:109911,Faria,Faria1994.n17585.e01,Faria1994.n17585.sg01,3,"I-Daí, objeto de pedra ou que faz lembrar uma pedra.","Pedra funerária, monumento fúnebre","Tib. I, 3. 54."
saxum,lilaLemma:123551,Faria,Faria1994.n28444.e01,Faria1994.n28444.sg01,2,II-Sent. particular,"Pedra grande, rochedo, penedo","Cíc. Tusc. 1, 107."
lapis,lilaLemma:109911,Fonseca,Fonseca1798.n16662.e01,Fonseca1798.n16662.sg01,2,Scrib. Larg.,pedra na bexiga.,
lapis,lilaLemma:109911,Faria,Faria1994.n17585.e01,Faria1994.n17585.sg01,8,III-Por extensão:,"Pedra preciosa, pérola",Hor. O. 3. 24.48.
lapis,lilaLemma:109911,Fonseca,Fonseca1798.n16662.e01,Fonseca1798.n16662.sg01,1,Cic.,pedra.,
uestigium,lilaLemma:130026,Faria,Faria1994.n33695.e01,Faria1994.n33695.sg01,2,I-Daí:,"Pegada do homem ou dos animais, rasto, pista, vestígio","Cíc. Phil.3, 31."
equus,lilaLemma:101076,Faria,Faria1994.n11247.e01,Faria1994.n11247.sg01,6,III-Sents. diversos:,Pégaso,constelação Cíc. Nat. 2. 111.
corrumpo,lilaLemma:96706,Fonseca,Fonseca1798.n07011.e01,Fonseca1798.n07011.sg01,2,,"peitar, subornar.",
pectus,lilaLemma:116348,Faria,Faria1994.n22594.e01,Faria1994.n22594.sg01,1,I-Sent. próprio,"Peito do homem ou dos animais, seio","Verg. En. 9, 347."
pectus,lilaLemma:116348,Fonseca,Fonseca1798.n21220.e01,Fonseca1798.n21220.sg01,1,Cic.,peito.,
frons,lilaLemma:103845,Fonseca,Fonseca1798.n12316.e01,Fonseca1798.n12316.sg01,4,Petr.,"pejo, vergonha.",
primum,lilaIpoLemma:35374,Faria,Faria1994.n25425.e01,Faria1994.n25425.sg01,2,,Pela primeira vez,Cíc. Clu. 8.
iterum,lilaLemma:109138,Faria,Faria1994.n17090.e01,Faria1994.n17090.sg01,1,,"Pela segunda vez, de novo, novamente",Cíc. Div. I. 77.
tergum,lilaLemma:127889,Faria,Faria1994.n31535.e01,Faria1994.n31535.sg01,1,I-Sent. próprio,"Pele que cobre as costas, couro, pele","PIín. H. Nat. 8, 30."
pugno,lilaLemma:120417,Cardoso,Cardoso1570.n19482.e01,Cardoso1570.n19482.sg01,1,,pelejar,
pugno,lilaLemma:120417,Velez,Velez1744.n2821.e01,Velez1744.n2821.sg01,1,,"pelejar, contender",
fere,lilaLemma:103104,Velez,Velez1744.n1336.e01,Velez1744.n1336.sg01,1,,pella maior parte,
tergum,lilaLemma:127889,Fonseca,Fonseca1798.n30059.e01,Fonseca1798.n30059.sg01,2,Virg.,"pelle, couro.",
finis,lilaLemma:103321,Velez,Velez1744.n1355.e01,Velez1744.n1355.sg01,2,"saepiùs in plur. Fines, ium","pellos limites, ou termos das terras",
rursus,lilaLemma:122295,Velez,Velez1744.n3012.e01,Velez1744.n3012.sg01,2,,pelo contrario,
rursus,lilaLemma:122295,Faria,Faria1994.n27962.e01,Faria1994.n27962.sg01,2,II-Sent. figurado,"Pelo contrário, inversamente, em revide","Cíc. Tusc. 1, 40."
qua,lilaIpoLemma:110471,Faria,Faria1994.n26358.e01,Faria1994.n26358.sg01,3,I-Sent. próprio,Pelo meio que,"Verg. En. 11, 293."
at,lilaLemma:87415,Faria,Faria1994.n03256.e01,Faria1994.n03256.sg01,2,,"Pelo menos, ao menos:",
certe,lilaIpoLemma:6308,Faria,Faria1994.n05491.e01,Faria1994.n05491.sg01,2,,"Pelo menos, em todo caso","Cíc. Fin. 4, 7."
pro,lilaLemma:118468,Faria,Faria1994.n25463.e01,Faria1994.n25463.sg01,6,II-Daí,"Pelo preço de, por:",
qua,lilaIpoLemma:110471,Faria,Faria1994.n26666.e01,Faria1994.n26666.sg01,1,,"Pelo que, é por isso que, porque","Cíc. Lae. 86; Cíc. Fin. 3, 4."
qua,lilaIpoLemma:110471,Fonseca,Fonseca1798.n25116.e01,Fonseca1798.n25116.sg01,4,Nep.,"pelo que, por cuja causa.",
quare,lilaLemma:121343,Faria,Faria1994.n26495.e01,Faria1994.n26495.sg01,1,,"Pelo que, por isso, pela qual razão, porque","Cés. B. Gal. 5, 31, 5; Cíc. Amer. 94; Cíc. Plane. 14."
qua2,lilaIpoLemma:110467,Faria,Faria1994.n26550.e01,Faria1994.n26550.sg01,2,I-Adv. interr.:,Pelo quê? por quê? graças a quê?,Cíc. Ac. 2. 48.
regio,lilaLemma:121675,Velez,Velez1744.n2936.e01,Velez1744.n2936.sg01,2,"ponitur item, praecipuè in plur.","pelo termo, ou limite",
locus,lilaLemma:110019,Velez,Velez1744.n1998.e01,Velez1744.n1998.sg01,2,"in pl. loca, & interdum loci, orum:","pelos lugares, donde se tiraõ os argumentos",
supplicium,lilaLemma:127036,Faria,Faria1994.n30936.e01,Faria1994.n30936.sg01,3,II-Por extensão,"Pena de morte, pena capital, suplício, pena, castigo","Cés. B. Gal. 6, 17, 5."
poena,lilaLemma:118263,Fonseca,Fonseca1798.n22859.e01,Fonseca1798.n22859.sg01,1,Cic.,"pena, castigo.",
pretium,lilaLemma:119455,Fonseca,Fonseca1798.n23827.e01,Fonseca1798.n23827.sg01,4,Hor.,"pena, castigo.",
poena,lilaLemma:118263,Faria,Faria1994.n24382.e01,Faria1994.n24382.sg01,4,II-Daí,"Pena, sofrimento, dor","Plín. H. Nat. 9, 13."
cornu,lilaLemma:96624,Faria,Faria1994.n07870.e01,Faria1994.n07870.sg01,11,"II-Daí, todo objeto feito de chifre. ou em forma de chifre","Penacho, cumeeira de um capacete","T. Lív. 27, 33, 2."
mons,lilaLemma:112727,Faria,Faria1994.n19785.e01,Faria1994.n19785.sg01,3,II-Sent. poético:,"Penedo, rochedo","Verg. En. 6, 390."
acies,lilaLemma:87231,Faria,Faria1994.n00416.e01,Faria1994.n00416.sg01,7,II-e também:,"Penetração da inteligência, brilho da inteligência","Cíc. De Or. I, 151."
acies,lilaLemma:87231,Faria,Faria1994.n00416.e01,Faria1994.n00416.sg01,3,II-Sent. figurado:,"Penetração, faculdade de penetração do olhar","Cíc. Fin. 4, 65."
acer,lilaLemma:87184,Faria,Faria1994.n00340.e01,Faria1994.n00340.sg01,2,"I-Donde, em sentido físico",Penetrante,"referente ao frio Hor. O. 1, 4, 1."
intro,lilaLemma:108752,Fonseca,Fonseca1798.n16009.e01,Fonseca1798.n16009.sg01,3,Mart.,"penetrar, atravessar, traspassar.",
subeo,lilaLemma:126085,Faria,Faria1994.n30290.e01,Faria1994.n30290.sg01,4,I-Donde:,"Penetrar, entrar","Ov. Met. 4, 601; Ov. Met. 1, 121."
accedo,lilaLemma:87084,Faria,Faria1994.n00245.e01,Faria1994.n00245.sg01,5,II-Empregos especiais:,"Penetrar, misturar-se",com acus. de movimento Cíc. R. Amer. 92.
aeger,lilaLemma:87761,Faria,Faria1994.n00913.e01,Faria1994.n00913.sg01,4,II-Sent. figutado:,"Penoso doloroso, angustiante",Verg. En. 5. 432:
grauis,lilaLemma:104903,Faria,Faria1994.n13918.e01,Faria1994.n13918.sg01,10,II-Em particular:,"Penoso, custoso, insuportável, triste, funesto, pernicioso, doentio",cic. C. m. 4.
sensus,lilaLemma:124355,Fonseca,Fonseca1798.n27424.e01,Fonseca1798.n27424.sg01,3,,"pensamento, conceito.",
sensus,lilaLemma:124355,Faria,Faria1994.n28969.e01,Faria1994.n28969.sg01,6,III-Donde:,"Pensamento, idéia","Quinl. 1, 8, 1."
sententia,lilaLemma:124342,Faria,Faria1994.n28970.e01,Faria1994.n28970.sg01,4,III-Sent. figurado:,"Pensamento, idéia, frase","Cíc. De Or. 3, 16."
beneficium,lilaLemma:91483,Fonseca,Fonseca1798.n03193.e01,Fonseca1798.n03193.sg01,2,,pensão paga á custa do público.,
reor,lilaLemma:122641,Faria,Faria1994.n27315.e01,Faria1994.n27315.sg01,2,"II-Donde, por enfraquecimento de sentido","Pensar, avaliar, julgar, ser de opinião","Sal. C. Cal. 48, 5; Cíc. Tusc. 1, 94; Verg. En. 10, 608."
cogito,lilaLemma:97288,Faria,Faria1994.n06311.e01,Faria1994.n06311.sg01,1,"Especializado no sent. de «agitar pensamento», daí:","pensar, cogitar, refletir, ponderar","Cíc. Tusc. 5, 111."
duco,lilaLemma:100196,Faria,Faria1994.n10454.e01,Faria1994.n10454.sg01,6,III-Sent. poético:,"Pensar, julgar, estimar",Cíc. Flac. 66; Cíc. Pomp. 17.
credo,lilaLemma:96881,Faria,Faria1994.n08087.e01,Faria1994.n08087.sg01,4,II-Sent. figurado:,"Pensar, julgar, supor","Cíc. Cat. 1, 5."
exspecto,lilaLemma:102335,Faria,Faria1994.n11954.e01,Faria1994.n11954.sg01,1,,Pentear com cuidado,"Quint. 1, 7, 4."
uestis,lilaLemma:130034,Fonseca,Fonseca1798.n31575.e01,Fonseca1798.n31575.sg01,2,Lucr.,penugem da barba.,
fames,lilaLemma:102875,Faria,Faria1994.n12428.e01,Faria1994.n12428.sg01,2,I-Daí:,"Penúria, falta de víveres, indigência","Cíc. At. 5, 21, 8."
paruus,lilaLemma:116136,Faria,Faria1994.n22415.e01,Faria1994.n22415.sg01,1,I-Sent. próprio,Pequeno,"Cíc. Leg. 1, 17."
breuis,lilaLemma:91883,Faria,Faria1994.n04303.e01,Faria1994.n04303.sg01,6,II-Sent. figurado:,Pequeno,"Ov. Trist. 5, 2, 70."
mensa,lilaLemma:112039,Faria,Faria1994.n19307.e01,Faria1994.n19307.sg01,8,II-Sent. figurado:,Pequeno altar num túmulo,"Cíc. Leg. 2, 66."
leuis,lilaLemma:110327,Fonseca,Fonseca1798.n17005.e01,Fonseca1798.n17005.sg01,5,Virg.,"pequeno, de pouca conta.",
pauper,lilaLemma:116301,Faria,Faria1994.n22544.e01,Faria1994.n22544.sg01,2,II-Sent. figurado,"Pequeno, estéril, pouco abundante","Ov. P. 4. 2, 20."
paruus,lilaLemma:116136,Fonseca,Fonseca1798.n21052.e01,Fonseca1798.n21052.sg01,1,,pequeno.,
per,lilaLemma:116569,Velez,Velez1744.n2523.e01,Velez1744.n2523.sg01,1,,"per, ou por",
illa,lilaIpoLemma:19401,Cardoso,Cardoso1570.n09566.e01,Cardoso1570.n09566.sg01,1,,pera aquella parte,
illa,lilaIpoLemma:19401,Cardoso,Cardoso1570.n09571.e01,Cardoso1570.n09571.sg01,1,,pera aquella parte,
ea,lilaIpoLemma:110466,Cardoso,Cardoso1570.n06811.e01,Cardoso1570.n06811.sg01,1,,pera aquelle lugar,
qua,lilaIpoLemma:110471,Cardoso,Cardoso1570.n19979.e01,Cardoso1570.n19979.sg01,1,,pera onde,
hinc,lilaLemma:105454,Cardoso,Cardoso1570.n09380.e01,Cardoso1570.n09380.sg01,1,,pera qua,
sentio,lilaLemma:124353,Faria,Faria1994.n28976.e01,Faria1994.n28976.sg01,2,B-Tr.:,Perceber,"pelos sentidos ou pela inteligência Cíc. Cal. 2, 27; Cés. B. Gal. 5, 33, 1: Cíc. Arch. 1."
uideo,lilaLemma:130163,Faria,Faria1994.n33827.e01,Faria1994.n33827.sg01,3,II-Por extensão:,Perceber,"Cíc. At. 2, 2, 2; Cíc. Br. 1; Cíc. De Or. 1, 116."
uideo,lilaLemma:130163,Saraiva,Saraiva1910.xVideo,Saraiva1910.xVideo.sg01,3,,"perceber por um sentido qualquer, reconhecer, certificar-se;",
audio,lilaLemma:90641,Fonseca,Fonseca1798.n02826.e01,Fonseca1798.n02826.sg01,3,Ter.,perceber.,
permitto,lilaLemma:117085,Fonseca,Fonseca1798.n21900.e01,Fonseca1798.n21900.sg01,4,Sisen. apud Non.,percipitar.,
curro,lilaLemma:97348,Faria,Faria1994.n08441.e01,Faria1994.n08441.sg01,2,Tr.:,percorrer,"Cíc. Agr. 2, 44."
transeo,lilaLemma:128591,Faria,Faria1994.n32243.e01,Faria1994.n32243.sg01,3,II-Sent. figurado,Percorrer,sents. próprio e figurado Cíc. Amer. 91.
iter,lilaLemma:109132,Faria,Faria1994.n17086.e01,Faria1994.n17086.sg01,1,I-Sent. próprio,"Percurso, caminho percorrido, marcha, viagem:",
gratia,lilaLemma:104869,Faria,Faria1994.n13884.e01,Faria1994.n13884.sg01,8,III-Sents.diversos:,"Perdão, graça, licença","Sal. B. Jug. 104, 5."
pax,lilaLemma:116322,Fonseca,Fonseca1798.n21200.e01,Fonseca1798.n21200.sg01,3,Virg.,perdão.,
gratia,lilaLemma:104869,Fonseca,Fonseca1798.n13015.e01,Fonseca1798.n13015.sg01,6,Plaut.,perdão.,
amitto,lilaLemma:88724,Cardoso,Cardoso1570.n01275.e01,Cardoso1570.n01275.sg01,1,,perder,
perdo,lilaLemma:116738,Velez,Velez1744.n2532.e01,Velez1744.n2532.sg01,1,,perder,accus.
amitto,lilaLemma:88724,Faria,Faria1994.n01890.e01,Faria1994.n01890.sg01,2,"II-Daí, em sentido figurado",Perder involuntariamente,Cíc. Caec. 15.
frango,lilaLemma:103738,Fonseca,Fonseca1798.n12222.e01,Fonseca1798.n12222.sg01,3,Frangi. pass. Cic.,"perder o animo, ou a paciencia.",
amitto,lilaLemma:88724,Faria,Faria1994.n01890.e01,Faria1994.n01890.sg01,3,"II-Daí, em sentido figurado","Perder voluntariamente, abandonar, renunciar",Cíc. Verr. Pr. 13.
perdo,lilaLemma:116738,Faria,Faria1994.n22952.e01,Faria1994.n22952.sg01,1,I-Sent. próprio,"Perder, dar ou gastar inutilmente","Cíc. Fam. 5, 16, 3: Cíc. C. M. :21."
perdo,lilaLemma:116738,Fonseca,Fonseca1798.n21580.e01,Fonseca1798.n21580.sg01,1,Cic.,"perder, fazer huma perda.",
amitto,lilaLemma:88724,Fonseca,Fonseca1798.n01535.e01,Fonseca1798.n01535.sg01,1,Cic.,perder.,
perdo,lilaLemma:116738,Fonseca,Fonseca1798.n21600.e01,Fonseca1798.n21600.sg01,1,Ter.,perder.,
perdo,lilaLemma:116738,Cardoso,Cardoso1570.n17252.e01,Cardoso1570.n17252.sg01,1,,perder. ou destroir,
parco,lilaLemma:116001,Velez,Velez1744.n2467.e01,Velez1744.n2467.sg01,2,,perdoar,dat.
dono,lilaLemma:100087,Faria,Faria1994.n10359.e01,Faria1994.n10359.sg01,3,I-Daí:,Perdoar,"T. Lív. 8, 35. 5."
concedo,lilaLemma:95456,Faria,Faria1994.n06849.e01,Faria1994.n06849.sg01,10,,"Perdoar, desculpar","Cíc. Verr. 1, 128."
parco,lilaLemma:116001,Fonseca,Fonseca1798.n20954.e01,Fonseca1798.n20954.sg01,3,,perdoar.,
parco,lilaLemma:116001,Cardoso,Cardoso1570.n16767.e01,Cardoso1570.n16767.sg01,1,,perdoar. ou poupar,
pereo,lilaLemma:116791,Velez,Velez1744.n2535.e01,Velez1744.n2535.sg01,1,,"perecer, acabar, morrer",Neutr. absol.
pereo,lilaLemma:116791,Faria,Faria1994.n23004.e01,Faria1994.n23004.sg01,2,I-Daí:,"Perecer, morrer",Cíc. Dej. 25; Cíc. Cat. 2. 21; Ov. Her. 17. 83.
pereo,lilaLemma:116791,Fonseca,Fonseca1798.n21562.e01,Fonseca1798.n21562.sg01,1,* Plaut.,perecer.,
pereo,lilaLemma:116791,Cardoso,Cardoso1570.n17289.e01,Cardoso1570.n17289.sg01,1,,perecer. ou morrer,
iustus,lilaLemma:109268,Fonseca,Fonseca1798.n16422.e01,Fonseca1798.n16422.sg01,3,,"perfeito, inteiro.",
interrogo,lilaLemma:108627,Velez,Velez1744.n1812.e01,Velez1744.n1812.sg01,1,,perguntar,duos accus. vel aliquem de aliqua re.
quaero,lilaLemma:121047,Velez,Velez1744.n2845.e01,Velez1744.n2845.sg01,2,,perguntar,"aliquid ab, vel ex alio;"
interrogo,lilaLemma:108627,Fonseca,Fonseca1798.n15908.e01,Fonseca1798.n15908.sg01,1,Cic.,perguntar.,
rogo,lilaLemma:122853,Fonseca,Fonseca1798.n26260.e01,Fonseca1798.n26260.sg01,2,,perguntar.,
tempestas,lilaLemma:127774,Fonseca,Fonseca1798.n29957.e01,Fonseca1798.n29957.sg01,5,,"perigo, calamidade, infortunio, perturbação.",
periculum,lilaLemma:116930,Fonseca,Fonseca1798.n21766.e01,Fonseca1798.n21766.sg01,1,Cic.,"perigo, risco.",
flamma,lilaLemma:103402,Fonseca,Fonseca1798.n11916.e01,Fonseca1798.n11916.sg01,2,,perigo.,
dubius,lilaLemma:100177,Fonseca,Fonseca1798.n09469.e01,Fonseca1798.n09469.sg01,3,Ter.,perigoso.,
orbis,lilaLemma:115196,Faria,Faria1994.n21758.e01,Faria1994.n21758.sg01,17,V,Período,na língua retórica:
aetas,lilaLemma:87955,Faria,Faria1994.n01117.e01,Faria1994.n01117.sg01,3,I-Daí,"Período da vida, época, tempo","Verg. Buc. 9, 51."
maneo,lilaLemma:111485,Fonseca,Fonseca1798.n17786.e01,Fonseca1798.n17786.sg01,1,Cic.,"permanecer, ficar, persistir.",
sto,lilaLemma:124554,Fonseca,Fonseca1798.n28586.e01,Fonseca1798.n28586.sg01,2,,"permanecer, persistir, durar no mesmo estado, na mesma opiniaõ, & c.",
proprius,lilaLemma:119990,Faria,Faria1994.n25832.e01,Faria1994.n25832.sg01,2,II-Daí,"Permanente, duradouro, sólido, estável",Cíc. Pomp. 48.
proprius,lilaLemma:119990,Fonseca,Fonseca1798.n24271.e01,Fonseca1798.n24271.sg01,2,,"permanente, firme.",
potestas,lilaLemma:118652,Fonseca,Fonseca1798.n23178.e01,Fonseca1798.n23178.sg01,4,,"permissão, faculdade, licença.",
pax,lilaLemma:116322,Faria,Faria1994.n22577.e01,Faria1994.n22577.sg01,4,II-Sent. figurado:,"Permissão, indulgência",Ter. Eun. 467.
permitto,lilaLemma:117085,Faria,Faria1994.n23243.e01,Faria1994.n23243.sg01,3,II-Sent. figurado:,"Permitir, conceder, autorizar","Cíc. F am. 6, 8, 1: Cíc. Verr. 5, 22."
patior,lilaLemma:116222,Faria,Faria1994.n22483.e01,Faria1994.n22483.sg01,2,II-Daí,"Permitir, consentir, admitir","Cíc. De Or. 3, 143."
permitto,lilaLemma:117085,Cardoso,Cardoso1570.n17409.e01,Cardoso1570.n17409.sg01,1,,permitir. ou cõsentir,
fero,lilaLemma:103126,Saraiva,Saraiva1910.xFero,Saraiva1910.xFero.sg01,7,,"permittir, admittir, comportar, supportar;",
permitto,lilaLemma:117085,Fonseca,Fonseca1798.n21900.e01,Fonseca1798.n21900.sg01,2,Cic.,"permittir, conceder, deixar fazer.",
permitto,lilaLemma:117085,Velez,Velez1744.n2551.e01,Velez1744.n2551.sg01,1,,"permittir, conceder, entregar, cometter",aliquid alicui:
sino,lilaLemma:124907,Velez,Velez1744.n3153.e01,Velez1744.n3153.sg01,1,,"permittir, deixar",accus.
patior,lilaLemma:116222,Fonseca,Fonseca1798.n21123.e01,Fonseca1798.n21123.sg01,2,,"permittir, deixar fazer.",
maneo,lilaLemma:111485,Fonseca,Fonseca1798.n17786.e01,Fonseca1798.n17786.sg01,2,,"pernoitar, passar a noite fóra.",
perpetuus,lilaLemma:117208,Fonseca,Fonseca1798.n22009.e01,Fonseca1798.n22009.sg01,1,Cic.,"perpetuo, contínuo, sem interrupção.",
perpetuus,lilaLemma:117208,Faria,Faria1994.n23344.e01,Faria1994.n23344.sg01,2,I-Daí,"Perpétuo, eterno:",
aeternus,lilaLemma:87961,Faria,Faria1994.n01123.e01,Faria1994.n01123.sg01,2,Daí,"Perpétuo, que dura para sernpre","Ov. Trist. 1, 3, 63."
agito,lilaLemma:88103,Faria,Faria1994.n01279.e01,Faria1994.n01279.sg01,2,I-Daí,"Perseguir sent. físico e moral, não deixar em repouso, excitar, inquietar, atormentar, censurar:",
exerceo,lilaLemma:101981,Faria,Faria1994.n11821.e01,Faria1994.n11821.sg01,1,I-Sent. próprio,"Perseguir, andar à caça, acossar.","Dig. 7, 1, 62."
ago,lilaLemma:88140,Saraiva,Saraiva1910.xAgo,Saraiva1910.xAgo.sg01,2,,"perseguir, expulsar, lançar fóra;",
sequor,lilaLemma:124461,Faria,Faria1994.n29068.e01,Faria1994.n29068.sg01,3,II-Sent. figurado:,"Perseguir, ir no encalço de, ir buscar",Cés. B. Gal. 1. 22. 5.
premo,lilaLemma:119437,Fonseca,Fonseca1798.n23811.e01,Fonseca1798.n23811.sg01,2,Cic.,"perseguir, vexar, opprimir, molestar.",
maneo,lilaLemma:111485,Faria,Faria1994.n18850.e01,Faria1994.n18850.sg01,3,A-Intr.-Sent. figurado:,"Persistir, perseverar, durar","Cíc. At. 9. 2, 1."
sto,lilaLemma:124554,Faria,Faria1994.n30072.e01,Faria1994.n30072.sg01,6,II-Daí:,"Persistir, perseverar, manter-se","Cíc. Fin. 1, 47; Cíc. Of. 1, 32."
uir,lilaLemma:130300,Faria,Faria1994.n33945.e01,Faria1994.n33945.sg01,8,II-Daí:,"Personagem, varão, homem ilustre",Cíc. C. M. 77.
spes,lilaLemma:125336,Faria,Faria1994.n29800.e01,Faria1994.n29800.sg01,3,Daí:,"Perspectiva, espera","T. Lív. 21, 6, 5."
pertineo,lilaLemma:117404,Cardoso,Cardoso1570.n17548.e01,Cardoso1570.n17548.sg01,1,,pertencer,
conuenio,lilaLemma:96424,Fonseca,Fonseca1798.n06787.e01,Fonseca1798.n06787.sg01,2,,"pertencer, ser proprio.",
desidero,lilaLemma:98900,Fonseca,Fonseca1798.n08441.e01,Fonseca1798.n08441.sg01,3,Ulp.,pertender em juizo.,
conor,lilaLemma:95962,Fonseca,Fonseca1798.n06359.e01,Fonseca1798.n06359.sg01,1,Cic.,"pertender, esforçar-se, fazer diligencia.",
tendo,lilaLemma:127805,Fonseca,Fonseca1798.n29978.e01,Fonseca1798.n29978.sg01,6,Virg.,"pertender, procurar.",
prope2,lilaLemma:119920,Velez,Velez1744.n2788.e01,Velez1744.n2788.sg01,1,,perto,
propter,lilaLemma:119992,Faria,Faria1994.n25833.e01,Faria1994.n25833.sg01,1,I-Sent. próprio,"Perto de, ao lado de, ao longo de:",
ad,lilaLemma:87344,Faria,Faria1994.n00519.e01,Faria1994.n00519.sg01,4,I-Indica a proximidade em seus vários aspectos:,"perto de, junto de, em casa de, diante de, na frente de, do lado de",sem idéia de movimento:
prope2,lilaLemma:119920,Faria,Faria1994.n25780.e01,Faria1994.n25780.sg01,1,,Perto de:,
prope2,lilaLemma:119920,Fonseca,Fonseca1798.n24217.e01,Fonseca1798.n24217.sg01,1,Virg.,"perto, ao pé.",
prope,lilaLemma:119921,Faria,Faria1994.n25781.e01,Faria1994.n25781.sg01,1,I-Sent. próprio,"Perto, junto","referindo-se ao tempo e ao espaço Ter. Ad. 307; Cíc. Verr. 5, 6."
apud,lilaLemma:89686,Velez,Velez1744.n0347.e01,Velez1744.n0347.sg01,1,,"perto, junto, ante, em, entre, etc",
circa,lilaLemma:94032,Velez,Velez1744.n0667.e01,Velez1744.n0667.sg01,1,,"perto, junto, pouco mais, ou menos, ao redor, acerca",
prope,lilaLemma:119921,Velez,Velez1744.n2788.e10,Velez1744.n2788.sg10,1,,"perto, ou quasi",
sub,lilaLemma:125956,Fonseca,Fonseca1798.n28770.e01,Fonseca1798.n28770.sg01,5,,perto.,
turbo,lilaLemma:129250,Faria,Faria1994.n32702.e01,Faria1994.n32702.sg01,4,B-Intr:,"Perturbar-se, agitar-se","Cíc. Fin. 1, 34."
misceo,lilaLemma:112447,Faria,Faria1994.n19607.e01,Faria1994.n19607.sg01,2,II-Sent. figurado,"Perturbar, confundir, agitar","Cíc. Agr. 2, 91."
moueo,lilaLemma:112848,Faria,Faria1994.n19884.e01,Faria1994.n19884.sg01,5,II-Sent. figurado:,"Perturbar, irritar, encolerizar","T. Lív. 25, 26, 7."
turbo,lilaLemma:129250,Faria,Faria1994.n32702.e01,Faria1994.n32702.sg01,1,A-Tr.-Sent. próprio:,"Perturbar, pôr em desordem, agitar","sents. físico e moral Cíc. Clu. 138; Ov. Met. 4, 474; T. Lív. 3, 66, 2; Cíc. Nat. 1, 33."
moueo,lilaLemma:112848,Fonseca,Fonseca1798.n18698.e01,Fonseca1798.n18698.sg01,2,,perturbar.,
pes,lilaLemma:117499,Fonseca,Fonseca1798.n22304.e01,Fonseca1798.n22304.sg01,6,,pes.,
grauis,lilaLemma:104903,Faria,Faria1994.n13918.e01,Faria1994.n13918.sg01,2,II-Sent. figurado,Pesado,Cíc. C. M. 4.
grauis,lilaLemma:104903,Faria,Faria1994.n13918.e01,Faria1994.n13918.sg01,1,I-Sent. próprio,"Pesado, grave, prenhe","Cés. B. Gal. 5, 8, 3."
tardus,lilaLemma:127658,Faria,Faria1994.n31254.e01,Faria1994.n31254.sg01,5,III-Sent. poético:,"Pesado, que amortece","Hor. Sal. 2, 2, 88."
pendo,lilaLemma:116474,Velez,Velez1744.n2519.e01,Velez1744.n2519.sg01,1,,pesar,Act.
pendo,lilaLemma:116474,Faria,Faria1994.n22738.e01,Faria1994.n22738.sg01,2,"A-Tr.-Donde, por especialização do sentido:","Pesar o dinheiro, pagar",Cíc. Prov. 5: Cés. B. Gal. 5. 22. 4
tenebrae,lilaLemma:127807,Faria,Faria1994.n31454.e01,Faria1994.n31454.sg01,11,III-Sent. figurado:,"Pesar, tristeza, desgraça","Cíc. Tusc. 3, 72."
