lemma,lila_id,source,entry_id,senseGroup,sense_prefix,sense_predef,sense_def,sense_posdef
defero,lilaLemma:98252,Faria,Faria1994.n08922.e01,Faria1994.n08922.sg01,3,II-Por especialização de sentido:,"Delatar, denunciar, revelar, acusar",Cíc. Clu. 143; Cíc. Amer. 64.
hinc,lilaLemma:105454,Faria,Faria1994.n14447.e01,Faria1994.n14447.sg01,4,Donde:,Dele,= ex hoc homine Ter. Ad. 361;
consilium,lilaLemma:96060,Faria,Faria1994.n07368.e01,Faria1994.n07368.sg01,2,"I-Daí, em sent. abstrato","Deliberação, resolução tomada","Cíc. Verr. 5, 103."
consulo,lilaLemma:96186,Faria,Faria1994.n07480.e01,Faria1994.n07480.sg01,4,II-Sent. figurado:,"Deliberar a respeito de alguma coisa, examinar","Cíc. Fam. 10, 22, 2; Cés. B. Gal. 7, 83, 1."
cogito,lilaLemma:97288,Fonseca,Fonseca1798.n05314.e01,Fonseca1798.n05314.sg01,2,,"deliberar, determinar.",
propono,lilaLemma:119973,Fonseca,Fonseca1798.n24259.e01,Fonseca1798.n24259.sg01,4,Cic.,"deliberar, fazer proposito.",
tener,lilaLemma:127823,Faria,Faria1994.n31463.e01,Faria1994.n31463.sg01,2,II-Sent. particular,"Delicado, doce, brando","Verg. Buc. 10, 49."
appello,lilaLemma:89580,Faria,Faria1994.n02484.e01,Faria1994.n02484.sg01,5,I-Na língua jurídica:,"Demandar, litigar",Cíc. Dej. 3.
quaero,lilaLemma:121047,Faria,Faria1994.n26424.e01,Faria1994.n26424.sg01,6,II-Na língua jurídica,"demandar, perseguir judicialmente",Cíc. Caec. 97.
nimis,lilaLemma:113696,Cardoso,Cardoso1570.n15045.e01,Cardoso1570.n15045.sg01,1,,demasiadamente,
nimis,lilaLemma:113696,Velez,Velez1744.n2249.e01,Velez1744.n2249.sg01,1,,demasiadamente,
liber,lilaLemma:110381,Faria,Faria1994.n17985.e01,Faria1994.n17985.sg01,4,II-Por extensão:,"Demasiadamente livre, licencioso, desregrado","Cíc. At. l, 13. I."
nimis,lilaLemma:113696,Fonseca,Fonseca1798.n19305.e01,Fonseca1798.n19305.sg01,1,Cic.,demaziadamente.,
nimius,lilaLemma:113697,Fonseca,Fonseca1798.n19307.e01,Fonseca1798.n19307.sg01,1,Cic.,"demaziado, excessivo, superfluo, muito grande, & c.",
probo,lilaLemma:119564,Faria,Faria1994.n25481.e01,Faria1994.n25481.sg01,4,II-Sent. figurado:,"Demonstrar, provar, fazer reconhecer, fazer aceitar","Cíc. Tusc, 5, 1; Cíc. De Or. 2, 115."
mora,lilaLemma:112289,Fonseca,Fonseca1798.n18630.e01,Fonseca1798.n18630.sg01,1,Cic.,"demora, dilação, tardança, detença.",
mora,lilaLemma:112289,Faria,Faria1994.n19814.e01,Faria1994.n19814.sg01,1,I-Sent. próprio,"Demora, tardança:",
spatium,lilaLemma:125271,Faria,Faria1994.n29755.e01,Faria1994.n29755.sg01,3,I-Daí,"Demora, vagar, dilação","Cés. B. Civ. 1, 3, 7."
moror,lilaLemma:112802,Fonseca,Fonseca1798.n18659.e01,Fonseca1798.n18659.sg01,2,,"demorar-se, dilatar-se.",
contineo,lilaLemma:96292,Fonseca,Fonseca1798.n06691.e01,Fonseca1798.n06691.sg01,4,,"demorar, deter.",
habeo,lilaLemma:105044,Fonseca,Fonseca1798.n13130.e01,Fonseca1798.n13130.sg01,5,Sall.,"demorar, retardar, deter.",
indico,lilaLemma:107327,Cardoso,Cardoso1570.n10162.e01,Cardoso1570.n10162.sg01,1,,demostrar. ou descobrir,
accedo,lilaLemma:87084,Velez,Velez1744.n0045.e01,Velez1744.n0045.sg01,2,algumas vezes,"denota semelhança, ou igualdade",
cornu,lilaLemma:96624,Faria,Faria1994.n07870.e01,Faria1994.n07870.sg01,4,"II-Daí, todo objeto feito de chifre. ou em forma de chifre",Dente do elefante,"Plín. H. Nat. 8, 7."
cornu,lilaLemma:96624,Fonseca,Fonseca1798.n06947.e01,Fonseca1798.n06947.sg01,7,Plin.,dente do elefante.,
intra,lilaLemma:108726,Velez,Velez1744.n1817.e01,Velez1744.n1817.sg01,1,,dentro,
mox,lilaLemma:112849,Faria,Faria1994.n19886.e01,Faria1994.n19886.sg01,1,,"Dentro em breve, em pouco tempo, sem demora","Cíc. Fin. 5, 60."
intra,lilaLemma:108726,Fonseca,Fonseca1798.n15991.e01,Fonseca1798.n15991.sg01,1,Cic.,"dentro, para dentro, entre, em, menos.",
indico,lilaLemma:107327,Fonseca,Fonseca1798.n14821.e01,Fonseca1798.n14821.sg01,2,,"denunciar, delatar o crime, principalmente proprio.",
deus,lilaLemma:99132,Velez,Velez1744.n1028.e01,Velez1744.n1028.sg01,1,,deos,à dando paecipué dictus
numen,lilaLemma:113968,Fonseca,Fonseca1798.n19534.e01,Fonseca1798.n19534.sg01,3,,"deos, divindade.",
deus,lilaLemma:99132,Fonseca,Fonseca1798.n08645.e01,Fonseca1798.n08645.sg01,1,Cic.,deos.,"Os Poetas Latinos á imitação dos Gregos denominão Dei tanto os machos, como as femeas. Toma-se tambem por tudo que he excellente, v. gr. Plato Philosophorum Deus. Cic. Platão o mais admiravel entre os Filosofos."
deus,lilaLemma:99132,Cardoso,Cardoso1570.n05824.e01,Cardoso1570.n05824.sg01,1,,deos. ou deosa,
caelestis,lilaLemma:92214,Fonseca,Fonseca1798.n03612.e01,Fonseca1798.n03612.sg01,2,Caelestes. Cic.,deoses do Ceo.,
superi,lilaLemma:83429,Fonseca,Fonseca1798.n29417.e01,Fonseca1798.n29417.sg01,1,Virg.,deozes do Ceo.,
doleo,lilaLemma:100021,Faria,Faria1994.n10290.e01,Faria1994.n10290.sg01,4,Tr.:,"Deplorar, lamentar",Cíc. Sest. 145.
postea,lilaLemma:118575,Cardoso,Cardoso1570.n18354.e01,Cardoso1570.n18354.sg01,1,,depois,
deinde,lilaLemma:98386,Faria,Faria1994.n09015.e01,Faria1994.n09015.sg01,1,I-Sent. próprio,Depois,"com ideia de lugar T. Lív. 22, 4, 2."
deinde,lilaLemma:98386,Faria,Faria1994.n09015.e01,Faria1994.n09015.sg01,2,I-Daí,Depois,"com ideia de tempo Cés. B. Gal. 4, 35, 3."
post,lilaLemma:118572,Faria,Faria1994.n24670.e01,Faria1994.n24670.sg01,3,B-Sent. temporal:,"Depois de, a partir de:",
post,lilaLemma:118572,Faria,Faria1994.n24670.e01,Faria1994.n24670.sg01,2,A-Sent. local.-Sent. figurado:,Depois de:,
postea,lilaLemma:118575,Velez,Velez1744.n2655.e01,Velez1744.n2655.sg01,1,,depois disso,
tum,lilaLemma:129198,Velez,Velez1744.n3470.e01,Velez1744.n3470.sg01,6,"tum, vel Tum verò non praecedente Cùm pro Deinde",depois disso,
tum,lilaLemma:129198,Faria,Faria1994.n32658.e01,Faria1994.n32658.sg01,2,II-Daí:,"Depois disso, depois","Cés. B. Gal. 5, 26, 4."
deinde,lilaLemma:98386,Velez,Velez1744.n0988.e01,Velez1744.n0988.sg01,1,,depois disto,
postea,lilaLemma:118575,Fonseca,Fonseca1798.n23105.e01,Fonseca1798.n23105.sg01,1,Cic.,"depois disto, depois.",
deinde,lilaLemma:98386,Fonseca,Fonseca1798.n07994.e01,Fonseca1798.n07994.sg01,1,Cic.,depois disto.,
mox,lilaLemma:112849,Fonseca,Fonseca1798.n18699.e01,Fonseca1798.n18699.sg01,3,Ter.,depois disto.,
inde,lilaLemma:107259,Fonseca,Fonseca1798.n14770.e01,Fonseca1798.n14770.sg01,4,Cic.,depois disto.,
postquam,lilaLemma:120753,Velez,Velez1744.n2664.e01,Velez1744.n2664.sg01,1,,depois que,
postquam,lilaLemma:120753,Faria,Faria1994.n24708.e01,Faria1994.n24708.sg01,1,,Depois que,Cíc. Clu. 177.
quoniam,lilaLemma:121289,Faria,Faria1994.n26687.e01,Faria1994.n26687.sg01,1,,Depois que,Plaut. As. 711.
ut2,lilaLemma:130905,Velez,Velez1744.n3609.e10,Velez1744.n3609.sg10,1,,"depois que, como, assim como, praza a Deos",
ubi,lilaLemma:129639,Velez,Velez1744.n3513.e01,Velez1744.n3513.sg01,2,significat item Ubi,"depois que, ou tanto que",
postquam,lilaLemma:120753,Fonseca,Fonseca1798.n23140.e01,Fonseca1798.n23140.sg01,1,Cic.,depois que.,
ubi,lilaLemma:129639,Fonseca,Fonseca1798.n31232.e01,Fonseca1798.n31232.sg01,3,,depois que.,
post,lilaLemma:118572,Velez,Velez1744.n2654.e10,Velez1744.n2654.sg10,1,,"depois, ou detraz",accus.
mox,lilaLemma:112849,Fonseca,Fonseca1798.n18699.e01,Fonseca1798.n18699.sg01,2,,"depois, pouco depois.",
deinde,lilaLemma:98386,Fonseca,Fonseca1798.n07992.e01,Fonseca1798.n07992.sg01,1,Cic.,depois.,
post,lilaLemma:118572,Fonseca,Fonseca1798.n23103.e01,Fonseca1798.n23103.sg01,1,Cic.,depois.,
tum,lilaLemma:129198,Fonseca,Fonseca1798.n30943.e01,Fonseca1798.n30943.sg01,2,,depois.,
post,lilaLemma:118572,Cardoso,Cardoso1570.n18350.e01,Cardoso1570.n18350.sg01,1,,depois. ou detras,
defero,lilaLemma:98252,Faria,Faria1994.n08922.e01,Faria1994.n08922.sg01,2,II-Sent. figurado,"Depositar alguma coisa nas mãos de alguém, conceder, conferir, oferecer, confiar","Cés. B. Gal. 7, 4, 6."
credo,lilaLemma:96881,Faria,Faria1994.n08087.e01,Faria1994.n08087.sg01,1,I-Sent. próprio,"Depositar confiança em, confiar em, fiar-se, crer em",Cíc. Mur. 50.
supplicium,lilaLemma:127036,Fonseca,Fonseca1798.n29560.e01,Fonseca1798.n29560.sg01,1,Cic.,"deprecaçaõ, rogativa pública.",
proficiscor,lilaLemma:119713,Fonseca,Fonseca1798.n24036.e01,Fonseca1798.n24036.sg01,2,,"derivar-se, descender, trazer origem.",
effundo,lilaLemma:100687,Cardoso,Cardoso1570.n06599.e01,Cardoso1570.n06599.sg01,1,,derramar,
fundo,lilaLemma:104012,Cardoso,Cardoso1570.n08535.e01,Cardoso1570.n08535.sg01,1,,derramar,
fundo,lilaLemma:104012,Fonseca,Fonseca1798.n12461.e01,Fonseca1798.n12461.sg01,2,Virg.,"derramar, espalhar, entornar.",
fundo,lilaLemma:104012,Velez,Velez1744.n1425.e01,Velez1744.n1425.sg01,1,,"derramar, espalhar, estender",
effundo,lilaLemma:100687,Faria,Faria1994.n10764.e01,Faria1994.n10764.sg01,1,I-Sent. próprio,"Derramar, espalhar, verter espalhando",Cíc. Planc. 101.
fundo,lilaLemma:104012,Faria,Faria1994.n13317.e01,Faria1994.n13317.sg01,1,I-Sent. próprio,"Derramar. espalhar especialmente se tratando de líquido, fundir","Verg. En. 3, 348; Plín. H. Nat. 34, 5; Verg. En: 3, 152."
spargo,lilaLemma:125240,Cardoso,Cardoso1570.n22900.e01,Cardoso1570.n22900.sg01,1,,derramar. ou espargir,
fundo,lilaLemma:104012,Fonseca,Fonseca1798.n12461.e01,Fonseca1798.n12461.sg01,4,Plin.,desagoar.,
turpis,lilaLemma:129288,Faria,Faria1994.n32741.e01,Faria1994.n32741.sg01,2,I-Daí,Desagradável ao ouvido,Cíc. Or. 158.
desero,lilaLemma:98882,Fonseca,Fonseca1798.n08427.e01,Fonseca1798.n08427.sg01,1,Cic.,desamparar.,
laboro,lilaLemma:109625,Faria,Faria1994.n17362.e01,Faria1994.n17362.sg01,3,A-Intr.-Sent figurado:,"Desaparecer, eclipsar-se tratando-se da lua, sucumbir",Cíc. Tusc. 1. 92.
soluo,lilaLemma:125108,Velez,Velez1744.n3178.e01,Velez1744.n3178.sg01,1,,"desatar, desfazer, quebrar, soltar, alargar",accus.
soluo,lilaLemma:125108,Faria,Faria1994.n29621.e01,Faria1994.n29621.sg01,1,I-Sent. próprio,"Desatar, desligar, desprender; soltar","Cíc. Verr. 5, 12; Ov. Met. 11, 682."
soluo,lilaLemma:125108,Fonseca,Fonseca1798.n28064.e01,Fonseca1798.n28064.sg01,1,Virg.,desatar.,
soluo,lilaLemma:125108,Cardoso,Cardoso1570.n22795.e01,Cardoso1570.n22795.sg01,1,,desatar. ou pagar,
fundo,lilaLemma:104012,Fonseca,Fonseca1798.n12461.e01,Fonseca1798.n12461.sg01,3,Caes.,"desbaratar, destroçar.",
puto,lilaLemma:120610,Faria,Faria1994.n26280.e01,Faria1994.n26280.sg01,2,"I-Daí, nas línguas técnicas","Desbastar, podar, cortar",Verg. G. 2. 407.
fluo,lilaLemma:103519,Velez,Velez1744.n1368.e01,Velez1744.n1368.sg01,2,interdùm Fluere pro Deficere,"descahir, desfallecer",
quiesco,lilaLemma:121174,Velez,Velez1744.n2879.e10,Velez1744.n2879.sg10,1,,"descançar, aquietar-se, sossegar, deixar; permitir",sine casu.
quiesco,lilaLemma:121174,Fonseca,Fonseca1798.n25031.e01,Fonseca1798.n25031.sg01,1,Cic.,"descançar, socegar, repousar, estar ocioso, dormir.",
os,lilaLemma:115327,Faria,Faria1994.n21873.e01,Faria1994.n21873.sg01,5,II-Donde:,"Descaramento, imprudência","Sent. pejorativo Cíc. Verr. 4, 66."
genus,lilaLemma:104504,Fonseca,Fonseca1798.n12736.e01,Fonseca1798.n12736.sg01,4,,"descendencia, filhos.",
bonus,lilaLemma:91782,Fonseca,Fonseca1798.n03390.e01,Fonseca1798.n03390.sg01,3,Cic.,descendente de huma illustre familia.,
gens,lilaLemma:104490,Faria,Faria1994.n13611.e01,Faria1994.n13611.sg01,4,III-Sent. poético:,"Descendente, filho","Verg. En. 10, 228."
descendo,lilaLemma:98862,Faria,Faria1994.n09388.e01,Faria1994.n09388.sg01,3,II-Sent. figurado:,"Descender, vir de","Plín. H. Nat. 22, 111; Varr. R. Rust. 2, 1, 5."
descendo,lilaLemma:98862,Cardoso,Cardoso1570.n05663.e01,Cardoso1570.n05663.sg01,1,,descer,neut. absol.
descendo,lilaLemma:98862,Velez,Velez1744.n1010.e01,Velez1744.n1010.sg01,1,,descer,
descendo,lilaLemma:98862,Faria,Faria1994.n09388.e01,Faria1994.n09388.sg01,1,I-Sent. próprio,Descer,"Cíc. Vat. 26: Cés. B. Civ. 3, 98, 1."
descendo,lilaLemma:98862,Fonseca,Fonseca1798.n08412.e01,Fonseca1798.n08412.sg01,1,Cic.,descer.,
nudus,lilaLemma:113946,Faria,Faria1994.n20769.e01,Faria1994.n20769.sg01,3,II-Sent. figurado:,"Descoberto, posto à mostra, vazio","Verg. En. 12, 306; Cíc. Cat. 1, 16."
aperio,lilaLemma:89397,Faria,Faria1994.n02417.e01,Faria1994.n02417.sg01,2,I-Donde:,"Descobrir sentido fisico e moral, mostrar, desvendar:",
reperio,lilaLemma:122659,Faria,Faria1994.n27341.e01,Faria1994.n27341.sg01,3,II-Sent. figurado:,"Descobrir, encontrar, imaginar, inventar",Cíc. Verr. 3. 110.
reperio,lilaLemma:122659,Faria,Faria1994.n27341.e01,Faria1994.n27341.sg01,2,I-Daí,"Descobrir, procurar","Cés. B. Gal. 1, 53, 2: Plaut. Ep. 109."
nescio,lilaLemma:113625,Fonseca,Fonseca1798.n19237.e01,Fonseca1798.n19237.sg01,2,Plaut.,desconhecer.,
condo,lilaLemma:95677,Faria,Faria1994.n07022.e01,Faria1994.n07022.sg01,4,II-Sent. figurado,"Descrever, contar. celebrar",Ov.Trist. 2. 336.
dico,lilaLemma:99302,Saraiva,Saraiva1910.xDico,Saraiva1910.xDico.sg01,4,,"descrever, expôr, contar, referir, compôr, annunciar, predizer;",
tango,lilaLemma:127620,Fonseca,Fonseca1798.n29833.e01,Fonseca1798.n29833.sg01,4,,"descrever, fazer mençaõ, tocar levemente.",
prodo,lilaLemma:119676,Fonseca,Fonseca1798.n24007.e01,Fonseca1798.n24007.sg01,1,Cic.,"descubrir, revelar, manifestar, declarar, dar a conhecer.",
iam,lilaLemma:106025,Faria,Faria1994.n17144.e01,Faria1994.n17144.sg01,2,I-Donde,"Desde agora, daqui por diante, a partir deste momento",Plaut. Aul. 820.
inde,lilaLemma:107259,Faria,Faria1994.n15674.e01,Faria1994.n15674.sg01,2,,"Desde então, a partir desse momento",sent. temporal Cíc. Nat. 2. 124.
ille,lilaLemma:106221,Faria,Faria1994.n14953.e01,Faria1994.n14953.sg01,2,II-Sent. poético,Desde então:,
ab,lilaLemma:86824,Faria,Faria1994.n00003.e01,Faria1994.n00003.sg01,9,IV-Sent. temporal:,"Desde, depois de:",
inde,lilaLemma:107259,Fonseca,Fonseca1798.n14770.e01,Fonseca1798.n14770.sg01,3,,desde.,
ardeo,lilaLemma:89900,Faria,Faria1994.n02734.e01,Faria1994.n02734.sg01,3,II-Sent. figurado,"Desejar ardentemente, morrer por, estar ansioso por","Cés. B. Gal. 6, 34, 7."
precor,lilaLemma:119429,Faria,Faria1994.n25372.e01,Faria1994.n25372.sg01,2,II-Daí,Desejar bem ou mal,Cíc. Pis. 43; Cíc. Piso 33.
desidero,lilaLemma:98900,Cardoso,Cardoso1570.n05688.e01,Cardoso1570.n05688.sg01,1,,desejar o que falta,
opto,lilaLemma:115160,Fonseca,Fonseca1798.n20443.e01,Fonseca1798.n20443.sg01,1,Cic.,"desejar, querer.",
cupio,lilaLemma:97287,Faria,Faria1994.n08386.e01,Faria1994.n08386.sg01,1,I-Sent. próprio,"Desejar, ter vontade de, desejar ardentemente, cobiçar","Cíc. At. 14, 20, 4; Cíc. Cat. 1, 4."
desidero,lilaLemma:98900,Fonseca,Fonseca1798.n08441.e01,Fonseca1798.n08441.sg01,1,Cic.,desejar.,
peto,lilaLemma:117549,Fonseca,Fonseca1798.n22343.e01,Fonseca1798.n22343.sg01,5,Virg.,desejar.,
opto,lilaLemma:115160,Cardoso,Cardoso1570.n16271.e01,Cardoso1570.n16271.sg01,1,,desejar. ou escolher,
fames,lilaLemma:102875,Fonseca,Fonseca1798.n11503.e01,Fonseca1798.n11503.sg01,3,,"desejo ardente, cubiça.",
impetus,lilaLemma:106560,Faria,Faria1994.n15248.e01,Faria1994.n15248.sg01,6,II-Sent. figurado:,"Desejo ardente, paixão","Q. Cúrc. 5, 12, 1."
gloria,lilaLemma:104703,Faria,Faria1994.n13747.e01,Faria1994.n13747.sg01,5,II-Em sent. figurado:,"Desejo de glória, emulação, vaidade","Cíc. Tusc. 2, 46."
libido,lilaLemma:110407,Faria,Faria1994.n18013.e01,Faria1994.n18013.sg01,2,"II-Daí, em sent. particular","Desejo sensual, erótico, luxúria, sensualidade",Cíc. Tusc. 4. 72.
furor,lilaLemma:104076,Faria,Faria1994.n13360.e01,Faria1994.n13360.sg01,4,II-Sent. figurado:,Desejo violento,Estác. Theb. 8. 596.
fames,lilaLemma:102875,Faria,Faria1994.n12428.e01,Faria1994.n12428.sg01,3,II-Sent. figurado:,"Desejo violento, avidez, paixão","Verg. En. 3, 57."
libido,lilaLemma:110407,Faria,Faria1994.n18013.e01,Faria1994.n18013.sg01,1,I-Sent. próprio,"Desejo, vontade",Cíc. Tusc. 4. 44.
amor,lilaLemma:88717,Faria,Faria1994.n01914.e01,Faria1994.n01914.sg01,5,I-Donde,"Desejo, vontade","sent. poético sem sent. erótico Verg. En. 2, 10."
cupido,lilaLemma:97286,Faria,Faria1994.n08380.e01,Faria1994.n08380.sg01,1,I-Sent. próprio,"Desejo, vontade, paixão","T. Lív. 1, 6, 3."
uotum,lilaLemma:131097,Fonseca,Fonseca1798.n32217.e01,Fonseca1798.n32217.sg01,2,Liv.,desejo.,
egredior,lilaLemma:100715,Faria,Faria1994.n10797.e01,Faria1994.n10797.sg01,2,A-Intr.-Daí:,Desembarcar,"Cés. B. Gal. 4, 26, 2."
exeo,lilaLemma:101980,Faria,Faria1994.n11819.e01,Faria1994.n11819.sg01,2,I-Intr.-Daí:,"Desembarcar, sair do porto, expatriar-se:",
egredior,lilaLemma:100715,Fonseca,Fonseca1798.n09824.e01,Fonseca1798.n09824.sg01,2,Caes.,desembarcar.,
desero,lilaLemma:98882,Cardoso,Cardoso1570.n05675.e01,Cardoso1570.n05675.sg01,1,,desemparar,actõ.
sustineo,lilaLemma:127147,Faria,Faria1994.n31029.e01,Faria1994.n31029.sg01,3,II-Donde:,"Desempenhar um cargo, um papel, administrar","Cíc. De Or. 2, 102; Cíc. Caecil. 27."
facio,lilaLemma:102758,Saraiva,Saraiva1910.xFacio,Saraiva1910.xFacio.sg01,1,,"desempenhar, cumprir;",
forma,lilaLemma:103630,Faria,Faria1994.n12997.e01,Faria1994.n12997.sg01,6,I-Forma dada a um objetivo:,"Desenho, modelo, planta","Cíc. Fam. 2, 8, 1."
plenus,lilaLemma:118143,Faria,Faria1994.n24296.e01,Faria1994.n24296.sg01,3,"II-Daí, em sent. particular","Desenvolvido, grosso, corpulento, espesso",Ov. A. Am. 2. 661.
desero,lilaLemma:98882,Faria,Faria1994.n09405.e01,Faria1994.n09405.sg01,1,Termo da língua militar:,Desertar,"usado intransitivamente C. Nep. Eum. 5, 1."
deficio,lilaLemma:98257,Cardoso,Cardoso1570.n05381.e01,Cardoso1570.n05381.sg01,1,,desfalecer,cũ dtõ.
desum,lilaLemma:98996,Cardoso,Cardoso1570.n05742.e01,Cardoso1570.n05742.sg01,1,,desfalecer,neutro.
deficio,lilaLemma:98257,Fonseca,Fonseca1798.n07883.e01,Fonseca1798.n07883.sg01,2,,desfalecer.,
deficio,lilaLemma:98257,Velez,Velez1744.n0976.e01,Velez1744.n0976.sg01,1,,"desfallecer, ou carecer",abl.
casus,lilaLemma:97835,Faria,Faria1994.n05151.e01,Faria1994.n05151.sg01,4,I-Daí:,"Desgraça, desventura","Cés. B. Gal. 3, 22, 2."
labor,lilaLemma:109621,Faria,Faria1994.n17357.e01,Faria1994.n17357.sg01,6,III-Sent. figurado:,"Desgraça, desventura, infelicidade",Cíc. Q. Fr. 1. 4. 4.
fortuna,lilaLemma:103696,Fonseca,Fonseca1798.n12178.e01,Fonseca1798.n12178.sg01,3,,desgraça.,
ferus,lilaLemma:103755,Fonseca,Fonseca1798.n11731.e01,Fonseca1798.n11731.sg01,2,,"deshumano, cruel.",
consilium,lilaLemma:96060,Fonseca,Fonseca1798.n06489.e01,Fonseca1798.n06489.sg01,2,,"designio, projecto, deliberação.",
malus,lilaLemma:111418,Faria,Faria1994.n18807.e01,Faria1994.n18807.sg01,2,II-Sent. moral,"Desonesto, depravado, mau","Cíc. Phil. 3, 183."
turba,lilaLemma:129235,Faria,Faria1994.n32688.e01,Faria1994.n32688.sg01,3,II-Sent. particular:,"Desordem, algazarra, ruído, gritaria",na língua dos cômicos Plaut. Pers. 726.
dimitto,lilaLemma:99509,Cardoso,Cardoso1570.n06016.e01,Cardoso1570.n06016.sg01,1,,despedir,
onus,lilaLemma:115001,Faria,Faria1994.n21585.e01,Faria1994.n21585.sg01,6,II-No plural:,Despesas,Suet. Dom. 12
deinde,lilaLemma:98386,Cardoso,Cardoso1570.n05465.e01,Cardoso1570.n05465.sg01,1,,despois,
nudus,lilaLemma:113946,Fonseca,Fonseca1798.n19516.e01,Fonseca1798.n19516.sg01,2,,"despojado, privado, destituido.",
deduco,lilaLemma:98210,Faria,Faria1994.n08894.e01,Faria1994.n08894.sg01,8,II-Sent. figurado,"Despojar juridicamente, desapontar, esbulhar",Cíc. Caec. 20.
praemium,lilaLemma:119037,Fonseca,Fonseca1798.n23496.e01,Fonseca1798.n23496.sg01,2,Virg.,despojo.,
praemium,lilaLemma:119037,Faria,Faria1994.n25048.e01,Faria1994.n25048.sg01,2,II-Daí. em sent. próprio,"Despojos, presa","Verg. En. 11, 78."
superbus,lilaLemma:126757,Faria,Faria1994.n30791.e01,Faria1994.n30791.sg01,5,III-Sent. figurado:,"Despótico, tirânico, injusto","Cíc. Rep. 2, 39."
contemno,lilaLemma:96226,Cardoso,Cardoso1570.n04774.e01,Cardoso1570.n04774.sg01,1,,despresar,
contemno,lilaLemma:96226,Velez,Velez1744.n0841.e01,Velez1744.n0841.sg01,1,,despresar,Act.
contemno,lilaLemma:96226,Faria,Faria1994.n07526.e01,Faria1994.n07526.sg01,1,,"Desprezar, não dar importância, desdenhar, menosprezar",Cíc. Caecil. 39.
contemno,lilaLemma:96226,Fonseca,Fonseca1798.n06637.e01,Fonseca1798.n06637.sg01,1,Cic.,"desprezar, ter em pouco.",
exilium,lilaLemma:102045,Fonseca,Fonseca1798.n10926.e01,Fonseca1798.n10926.sg01,1,Cic.,desterro.,
fuga,lilaLemma:103915,Fonseca,Fonseca1798.n12379.e01,Fonseca1798.n12379.sg01,2,,desterro.,
uoco,lilaLemma:130729,Faria,Faria1994.n34099.e01,Faria1994.n34099.sg01,9,II-Na língua militar:,"Destinar a, levar a",Cíc. Cal. 1. 12.
fatum,lilaLemma:103575,Faria,Faria1994.n12519.e01,Faria1994.n12519.sg01,1,I-Sent. próprio,Destino. fado,Cíc. Fat. 28.
fero,lilaLemma:103126,Saraiva,Saraiva1910.xFero,Saraiva1910.xFero.sg01,4,,"destruir, acabar com, levar, matar;",
premo,lilaLemma:119437,Faria,Faria1994.n23129.e01,Faria1994.n23129.sg01,1,I-Sent. próprio,"Destruir, aniquilar",Cíc. Tusc. 1. 89: Cíc. Planc. 101.
uerto,lilaLemma:129966,Faria,Faria1994.n33638.e01,Faria1994.n33638.sg01,4,A-Tr.-Sent. figurado:,"Déstruir, arrasar, derrubar","Verg. En. 5. 810; Tác. Hist. 1, 2."
tollo,lilaLemma:128357,Faria,Faria1994.n32059.e01,Faria1994.n32059.sg01,4,II-Sent. figurado:,"Destruir, dar cabo de, suprimir, fazer desaparecer, abolir","Cíc. Of. 1, 35; Cíc. Nat. 3, 81; Cic. Phil. 1, 3; Cíc. De Or. 1, 247."
interficio,lilaLemma:108471,Fonseca,Fonseca1798.n15782.e01,Fonseca1798.n15782.sg01,2,Virg.,destruir.,
uerto,lilaLemma:129966,Fonseca,Fonseca1798.n31521.e01,Fonseca1798.n31521.sg01,3,,destruir.,
consumo,lilaLemma:96194,Faria,Faria1994.n07496.e01,Faria1994.n07496.sg01,3,II-Sent. figurado,"Destruir. dar cabo, enfraquecer, debi1itar","Cíc. Leg. 1, 2."
fluo,lilaLemma:103519,Faria,Faria1994.n12924.e01,Faria1994.n12924.sg01,6,II-Sent. figurado:,"Desvanecer-se, enfraquecer-se, amolecer-se","Cíc. Tusc. 2, 52."
uentus,lilaLemma:129820,Faria,Faria1994.n33506.e01,Faria1994.n33506.sg01,5,II-Sent. figurado,"Desventura, calamidade",Cíc. Sull. 41.
error,lilaLemma:102627,Fonseca,Fonseca1798.n10418.e01,Fonseca1798.n10418.sg01,1,Liv.,desvio do caminho.,
teneo,lilaLemma:127822,Faria,Faria1994.n31462.e01,Faria1994.n31462.sg01,5,A-Tr.-Donde:,"Deter no espírito, lembrar-se","Cíc. Cal. 3, 19; Hor. A. Poét. 336."
moror,lilaLemma:112802,Fonseca,Fonseca1798.n18659.e01,Fonseca1798.n18659.sg01,1,Cic.,"deter, demorar.",
teneo,lilaLemma:127822,Fonseca,Fonseca1798.n29988.e01,Fonseca1798.n29988.sg01,3,Cic.,"deter, demorar.",
premo,lilaLemma:119437,Faria,Faria1994.n25378.e01,Faria1994.n25378.sg01,8,II-Daí:,"Deter, fazer parar, suspender","Tác. An. 15, 64; Verg.En, 6, 197. Verg. En. 9, 324."
statuo,lilaLemma:125614,Fonseca,Fonseca1798.n28483.e01,Fonseca1798.n28483.sg01,2,Plaut.,"deter, fazer parar.",
claudo,lilaLemma:97555,Faria,Faria1994.n06080.e01,Faria1994.n06080.sg01,3,Daí:,"Deter, suspender, impedir, cortar","Ov. Met. 6, 572."
auctoritas,lilaLemma:90620,Fonseca,Fonseca1798.n02806.e01,Fonseca1798.n02806.sg01,2,No plur.,"determinações do Senado, principalmente as que o povo desapprova.",
