"lemma","Prosa histórica_Freq","Prosa histórica_NormFreq","Prosa filosófica_Freq","Prosa filosófica_NormFreq","Prosa oratória_Freq","Prosa oratória_NormFreq","Prosa epistolográfica_Freq","Prosa epistolográfica_NormFreq","Poesia lírica_Freq","Poesia lírica_NormFreq","Poesia didática_Freq","Poesia didática_NormFreq","Poesia trágica_Freq","Poesia trágica_NormFreq","Poesia épica_Freq","Poesia épica_NormFreq","Prosa ficcional_Freq","Prosa ficcional_NormFreq","genre_DP"
"alte",1,0.243433384454344,6,0.988451590583351,2,0.192025193705414,0,0,1,0.84125515268781,0,0,2,1.73731758165393,2,3.86100386100386,0,0,0.476241893161312
"alter",38,9.25046860926508,88,14.4972899952225,100,9.60125968527071,34,9.00924772781473,10,8.4125515268781,11,9.33073203834083,2,1.73731758165393,1,1.93050193050193,0,0,0.0994505113323769
"altitudo",14,3.40806738236082,3,0.494225795291676,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,1,2.24668613794653,0.631652469683903
"altum",3,0.730300153363032,6,0.988451590583351,2,0.192025193705414,0,0,0,0,0,0,5,4.34329395413482,6,11.5830115830116,0,0,0.504458938533139
"altus",8,1.94746707563475,10,1.64741931763892,5,0.480062984263535,1,0.264977874347492,9,7.57129637419029,10,8.48248367121893,26,22.585128561501,10,19.3050193050193,0,0,0.556274422969736
"aluta",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"ambactus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"ambarri",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"ambiani",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"ambiguus",1,0.243433384454344,0,0,0,0,0,0,1,0.84125515268781,1,0.848248367121893,1,0.868658790826963,1,1.93050193050193,0,0,0.717679234360864
"ambiliati",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Ambiorix",16,3.89493415126951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"ambitio",8,1.94746707563475,10,1.64741931763892,1,0.0960125968527071,4,1.05991149738997,4,3.36502061075124,1,0.848248367121893,0,0,0,0,0,0,0.403750896908396
"ambitiose",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"ambitiosus",1,0.243433384454344,7,1.15319352234724,1,0.0960125968527071,1,0.264977874347492,1,0.84125515268781,0,0,0,0,0,0,0,0,0.475660025316687
"ambitus",4,0.973733537817376,1,0.164741931763892,10,0.960125968527071,5,1.32488937173746,0,0,0,0,2,1.73731758165393,0,0,0,0,0.280406573263196
"ambiuareti",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"amentia",1,0.243433384454344,1,0.164741931763892,17,1.63221414649602,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.488973139543348
"amicitia",32,7.78986830253901,196,32.2894186257228,24,2.30430232446497,8,2.11982299477994,2,1.68251030537562,0,0,0,0,0,0,0,0,0.537682959456235
"amicus",22,5.35553445799557,133,21.9106769245976,84,8.06505813562739,35,9.27422560216222,29,24.3963994279465,4,3.39299346848757,2,1.73731758165393,1,1.93050193050193,0,0,0.27096794320525
"amicus2",1,0.243433384454344,5,0.823709658819459,25,2.40031492131768,5,1.32488937173746,5,4.20627576343905,0,0,0,0,1,1.93050193050193,0,0,0.317908819801426
"amitto",20,4.86866768908688,24,3.9538063623334,35,3.36044088984475,9,2.38480086912743,1,0.84125515268781,6,5.08949020273136,1,0.868658790826963,3,5.79150579150579,0,0,0.123732375594652
"amo",2,0.486866768908688,33,5.43648374820843,11,1.05613856537978,61,16.163650335197,11,9.25380667956591,8,6.78598693697515,0,0,0,0,0,0,0.473533162405606
"amoenus",1,0.243433384454344,2,0.329483863527784,1,0.0960125968527071,2,0.529955748694984,1,0.84125515268781,0,0,0,0,0,0,0,0,0.332322325479824
"amolior",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"amor",5,1.21716692227172,22,3.62432249880562,20,1.92025193705414,27,7.15440260738228,16,13.460082443005,12,10.1789804054627,7,6.08061153578874,9,17.3745173745174,0,0,0.330951633834713
"amoueo",1,0.243433384454344,2,0.329483863527784,1,0.0960125968527071,1,0.264977874347492,2,1.68251030537562,0,0,0,0,0,0,0,0,0.332322325479824
"ample",22,5.35553445799557,3,0.494225795291676,14,1.3441763559379,4,1.05991149738997,3,2.52376545806343,0,0,1,0.868658790826963,1,1.93050193050193,1,2.24668613794653,0.334039635799483
"amplexor",1,0.243433384454344,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"amplifico",2,0.486866768908688,2,0.329483863527784,4,0.384050387410828,0,0,0,0,0,0,0,0,0,0,0,0,0.286171838982845
"amplitudo",2,0.486866768908688,0,0,12,1.15215116223248,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"amplius",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"amplus",12,2.92120061345213,11,1.81216124940281,68,6.52885658598408,5,1.32488937173746,1,0.84125515268781,0,0,0,0,1,1.93050193050193,0,0,0.332850690563756
"an",16,3.89493415126951,74,12.190902950528,140,13.441763559379,18,4.76960173825486,10,8.4125515268781,5,4.24124183560947,13,11.2925642807505,2,3.86100386100386,3,6.74005841383959,0.196489486322196
"an2",1,0.243433384454344,24,3.9538063623334,6,0.576075581116242,5,1.32488937173746,4,3.36502061075124,2,1.69649673424379,0,0,0,0,0,0,0.421808652609613
"Anartes",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"anceps",3,0.730300153363032,4,0.658967727055567,2,0.192025193705414,0,0,0,0,0,0,2,1.73731758165393,0,0,0,0,0.425476326502702
"Ancharia",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"ancora",6,1.46060030672606,0,0,0,0,1,0.264977874347492,0,0,1,0.848248367121893,0,0,1,1.93050193050193,0,0,0.687676372727206
"Andecumborius",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Andes",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"ango",1,0.243433384454344,6,0.988451590583351,2,0.192025193705414,6,1.58986724608495,0,0,0,0,0,0,0,0,0,0,0.458776183659109
"angustia",6,1.46060030672606,1,0.164741931763892,2,0.192025193705414,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.457607343036698
"angustum",1,0.243433384454344,1,0.164741931763892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647198699439497
"angustus",5,1.21716692227172,5,0.823709658819459,4,0.384050387410828,0,0,1,0.84125515268781,1,0.848248367121893,1,0.868658790826963,0,0,0,0,0.289931972594924
"anima",9,2.1909004600891,8,1.31793545411113,5,0.480062984263535,0,0,5,4.20627576343905,2,1.69649673424379,7,6.08061153578874,1,1.93050193050193,1,2.24668613794653,0.360263085831921
"animaduerto",16,3.89493415126951,3,0.494225795291676,11,1.05613856537978,7,1.85484512043244,0,0,1,0.848248367121893,0,0,0,0,0,0,0.332055328187744
"animal",3,0.730300153363032,47,7.74287079290292,0,0,0,0,1,0.84125515268781,2,1.69649673424379,0,0,0,0,0,0,0.676383809232988
"animus",91,22.1524379853453,268,44.150837712723,198,19.010494176836,77,20.4032963247569,13,10.9363169849415,19,16.116718975316,30,26.0597637248089,13,25.0965250965251,0,0,0.170377646059744
"Annius",2,0.486866768908688,0,0,8,0.768100774821657,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.405671391670955
"annona",1,0.243433384454344,0,0,2,0.192025193705414,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.365765309836355
"annus",38,9.25046860926508,50,8.23709658819459,65,6.24081879542596,15,3.97466811521238,6,5.04753091612686,4,3.39299346848757,5,4.34329395413482,5,9.65250965250965,2,4.49337227589306,0.118716884171704
"annuus",2,0.486866768908688,0,0,0,0,4,1.05991149738997,0,0,0,0,0,0,0,0,0,0,0.726792170293007
"ante",17,4.13836753572385,34,5.60122567997232,52,4.99265503634077,13,3.4447123665174,4,3.36502061075124,4,3.39299346848757,7,6.08061153578874,6,11.5830115830116,3,6.74005841383959,0.0838476763573214
"ante2",30,7.30300153363032,37,6.095451475264,67,6.43284398913137,50,13.2488937173746,4,3.36502061075124,3,2.54474510136568,3,2.60597637248089,2,3.86100386100386,0,0,0.13495543559913
"antea",11,2.67776722899778,1,0.164741931763892,41,3.93651647096099,24,6.35946898433981,0,0,0,0,0,0,0,0,0,0,0.352778296849342
"antecapio",3,0.730300153363032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"antecedo",5,1.21716692227172,10,1.64741931763892,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.584698699439497
"antehac",1,0.243433384454344,1,0.164741931763892,0,0,0,0,1,0.84125515268781,1,0.848248367121893,0,0,0,0,0,0,0.565130281360597
"antemna",3,0.730300153363032,0,0,0,0,0,0,1,0.84125515268781,0,0,2,1.73731758165393,0,0,0,0,0.776499093559245
"antepono",1,0.243433384454344,8,1.31793545411113,11,1.05613856537978,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.292200859582511
"antequam",2,0.486866768908688,17,2.80061283998616,10,0.960125968527071,11,2.91475661782241,1,0.84125515268781,0,0,2,1.73731758165393,0,0,0,0,0.316546411145146
"antiqui",1,0.243433384454344,3,0.494225795291676,1,0.0960125968527071,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.439327974413991
"antiquitus",6,1.46060030672606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"antiquus",5,1.21716692227172,8,1.31793545411113,27,2.59234011502309,2,0.529955748694984,1,0.84125515268781,2,1.69649673424379,2,1.73731758165393,5,9.65250965250965,0,0,0.236402255449643
"antistius",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Antonius",15,3.65150076681516,0,0,168,16.1301162712548,10,2.64977874347492,1,0.84125515268781,0,0,0,0,0,0,0,0,0.504952520986647
"anulus",1,0.243433384454344,1,0.164741931763892,9,0.864113371674364,0,0,0,0,0,0,0,0,0,0,0,0,0.457154957725166
"anxius",2,0.486866768908688,4,0.658967727055567,0,0,1,0.264977874347492,0,0,2,1.69649673424379,0,0,0,0,0,0,0.495223228608326
"aperio",8,1.94746707563475,2,0.329483863527784,10,0.960125968527071,3,0.794933623042476,1,0.84125515268781,1,0.848248367121893,3,2.60597637248089,2,3.86100386100386,2,4.49337227589306,0.253069094876443
"aperte",1,0.243433384454344,4,0.658967727055567,13,1.24816375908519,11,2.91475661782241,1,0.84125515268781,0,0,0,0,0,0,0,0,0.308157966799658
"apertus",14,3.40806738236082,3,0.494225795291676,9,0.864113371674364,0,0,1,0.84125515268781,4,3.39299346848757,1,0.868658790826963,3,5.79150579150579,0,0,0.398787483838317
"Apollo",2,0.486866768908688,4,0.658967727055567,5,0.480062984263535,0,0,7,5.88878606881467,2,1.69649673424379,0,0,0,0,0,0,0.3679315819211
"appello",32,7.78986830253901,13,2.14164511293059,58,5.56873061745701,13,3.4447123665174,3,2.52376545806343,0,0,0,0,0,0,0,0,0.252883003588449
"appello2",1,0.243433384454344,0,0,2,0.192025193705414,0,0,1,0.84125515268781,0,0,1,0.868658790826963,1,1.93050193050193,0,0,0.425210260747591
"appeto",5,1.21716692227172,16,2.63587090822227,7,0.672088177968949,0,0,0,0,1,0.848248367121893,2,1.73731758165393,0,0,0,0,0.349229992191851
"applico",1,0.243433384454344,5,0.823709658819459,0,0,0,0,0,0,0,0,0,0,1,1.93050193050193,1,2.24668613794653,0.631207299361159
"apprehendo",1,0.243433384454344,1,0.164741931763892,0,0,0,0,0,0,0,0,0,0,0,0,2,4.49337227589306,0.631770141876176
"approbo",2,0.486866768908688,4,0.658967727055567,5,0.480062984263535,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.202838505649512
"appropinquo",8,1.94746707563475,2,0.329483863527784,4,0.384050387410828,0,0,0,0,0,0,0,0,0,0,1,2.24668613794653,0.442178785473377
"aprilis",2,0.486866768908688,0,0,0,0,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.726792170293007
"aptus",1,0.243433384454344,6,0.988451590583351,4,0.384050387410828,1,0.264977874347492,3,2.52376545806343,2,1.69649673424379,0,0,0,0,0,0,0.354581761853311
"apud",60,14.6060030672606,55,9.06080624701405,123,11.809549412883,45,11.9240043456371,0,0,1,0.848248367121893,0,0,0,0,0,0,0.168582211244806
"Apulia",5,1.21716692227172,0,0,3,0.288037790558121,2,0.529955748694984,1,0.84125515268781,0,0,0,0,0,0,0,0,0.412860839206895
"aqua",3,0.730300153363032,16,2.63587090822227,8,0.768100774821657,4,1.05991149738997,7,5.88878606881467,11,9.33073203834083,4,3.47463516330785,2,3.86100386100386,2,4.49337227589306,0.371076795426802
"aquatio",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"aquila",4,0.973733537817376,0,0,4,0.384050387410828,0,0,1,0.84125515268781,9,7.63423530409704,0,0,0,0,0,0,0.553316702735575
"Aquileia",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Aquinus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"aquitani",3,0.730300153363032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Aquitania",7,1.70403369118041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"aquitanus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"ara",3,0.730300153363032,1,0.164741931763892,9,0.864113371674364,0,0,1,0.84125515268781,3,2.54474510136568,19,16.5045170257123,5,9.65250965250965,0,0,0.559812535048859
"Arar",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Araris",4,0.973733537817376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"arbiter",1,0.243433384454344,2,0.329483863527784,2,0.192025193705414,0,0,1,0.84125515268781,0,0,1,0.868658790826963,0,0,0,0,0.280376164247758
"arbitrium",3,0.730300153363032,13,2.14164511293059,4,0.384050387410828,2,0.529955748694984,0,0,1,0.848248367121893,2,1.73731758165393,0,0,0,0,0.349687165284186
"arbitror",33,8.03330168699335,15,2.47112897645838,110,10.5613856537978,28,7.41938048172978,0,0,0,0,0,0,0,0,0,0,0.285120148546033
"arbor",5,1.21716692227172,15,2.47112897645838,1,0.0960125968527071,0,0,5,4.20627576343905,7,5.93773856985325,4,3.47463516330785,1,1.93050193050193,0,0,0.49176851088486
"arcanum",1,0.243433384454344,0,0,0,0,0,0,2,1.68251030537562,0,0,2,1.73731758165393,1,1.93050193050193,0,0,0.758543594080925
"arcesso",11,2.67776722899778,6,0.988451590583351,20,1.92025193705414,7,1.85484512043244,0,0,0,0,1,0.868658790826963,0,0,0,0,0.2102097542808
"arcte",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"ardens",1,0.243433384454344,2,0.329483863527784,1,0.0960125968527071,0,0,2,1.68251030537562,0,0,0,0,2,3.86100386100386,0,0,0.48043179856564
"ardeo",1,0.243433384454344,1,0.164741931763892,10,0.960125968527071,2,0.529955748694984,2,1.68251030537562,4,3.39299346848757,3,2.60597637248089,3,5.79150579150579,0,0,0.34519887702136
"Arduenna",3,0.730300153363032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"arduus",3,0.730300153363032,1,0.164741931763892,1,0.0960125968527071,0,0,3,2.52376545806343,2,1.69649673424379,1,0.868658790826963,0,0,0,0,0.553816552021002
"argentarius2",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"argentum",2,0.486866768908688,12,1.9769031811667,40,3.84050387410828,1,0.264977874347492,3,2.52376545806343,0,0,0,0,3,5.79150579150579,0,0,0.333911942361926
"Aricia",3,0.730300153363032,0,0,2,0.192025193705414,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.483069951344525
"aridum",3,0.730300153363032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"aries",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Ariouistus",44,10.7110689159911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"arma",75,18.2575038340758,10,1.64741931763892,102,9.79328487897612,2,0.529955748694984,5,4.20627576343905,1,0.848248367121893,11,9.55524669909659,17,32.8185328185328,0,0,0.358003303193874
"armamentum",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"armati",2,0.486866768908688,0,0,7,0.672088177968949,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"armatura",2,0.486866768908688,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.524274009703364
"armatus",12,2.92120061345213,3,0.494225795291676,22,2.11227713075956,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.391317324685309
"armo",4,0.973733537817376,2,0.329483863527784,8,0.768100774821657,1,0.264977874347492,0,0,0,0,5,4.34329395413482,0,0,0,0,0.306676291461432
"aro",1,0.243433384454344,1,0.164741931763892,0,0,0,0,2,1.68251030537562,1,0.848248367121893,0,0,0,0,0,0,0.575538924957798
"arretinus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"arrigo",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,2,3.86100386100386,0,0,0.839651843558378
"arroganter",1,0.243433384454344,1,0.164741931763892,2,0.192025193705414,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.165765309836355
"arrogantia",3,0.730300153363032,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.607607343036698
"ars",14,3.40806738236082,32,5.27174181644454,26,2.49632751817038,1,0.264977874347492,4,3.36502061075124,7,5.93773856985325,4,3.47463516330785,2,3.86100386100386,0,0,0.207270590763663
"articulus",1,0.243433384454344,4,0.658967727055567,1,0.0960125968527071,1,0.264977874347492,0,0,0,0,0,0,0,0,0,0,0.373526383838664
"artificium",1,0.243433384454344,2,0.329483863527784,11,1.05613856537978,0,0,0,0,0,0,0,0,0,0,0,0,0.424687425257634
"artus2",1,0.243433384454344,2,0.329483863527784,0,0,0,0,1,0.84125515268781,1,0.848248367121893,4,3.47463516330785,1,1.93050193050193,0,0,0.560071891324166
"aruerni",3,0.730300153363032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"arx",1,0.243433384454344,1,0.164741931763892,3,0.288037790558121,0,0,1,0.84125515268781,4,3.39299346848757,7,6.08061153578874,7,13.5135135135135,0,0,0.651738557990833
"ascendo",4,0.973733537817376,5,0.823709658819459,4,0.384050387410828,1,0.264977874347492,0,0,0,0,0,0,1,1.93050193050193,11,24.7135475174118,0.439607901379672
"ascensus",2,0.486866768908688,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.524274009703364
"ascisco",6,1.46060030672606,1,0.164741931763892,4,0.384050387410828,0,0,0,0,0,0,0,0,0,0,0,0,0.405671391670955
"Asia",4,0.973733537817376,3,0.494225795291676,43,4.1285416646664,18,4.76960173825486,2,1.68251030537562,0,0,3,2.60597637248089,1,1.93050193050193,0,0,0.333118640545909
"asper",8,1.94746707563475,9,1.48267738587503,2,0.192025193705414,2,0.529955748694984,5,4.20627576343905,3,2.54474510136568,1,0.868658790826963,3,5.79150579150579,0,0,0.395659630367126
"aspernor",2,0.486866768908688,4,0.658967727055567,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.397198699439497
"assentatio",1,0.243433384454344,7,1.15319352234724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664591356402799
"assentior",1,0.243433384454344,4,0.658967727055567,14,1.3441763559379,0,0,0,0,0,0,0,0,0,0,0,0,0.375932916998779
"assentor",1,0.243433384454344,4,0.658967727055567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647198699439497
"assequor",2,0.486866768908688,6,0.988451590583351,11,1.05613856537978,6,1.58986724608495,0,0,1,0.848248367121893,0,0,0,0,0,0,0.182364707817842
"asseuero",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"assido",2,0.486866768908688,0,0,0,0,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.726792170293007
"assiduus",1,0.243433384454344,9,1.48267738587503,2,0.192025193705414,2,0.529955748694984,1,0.84125515268781,0,0,1,0.868658790826963,0,0,0,0,0.395983106925346
"assisto",2,0.486866768908688,1,0.164741931763892,1,0.0960125968527071,0,0,1,0.84125515268781,0,0,0,0,0,0,0,0,0.416403284677858
"assuefacio",5,1.21716692227172,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.690940676370031
"assuesco",1,0.243433384454344,7,1.15319352234724,0,0,0,0,0,0,3,2.54474510136568,2,1.73731758165393,0,0,0,0,0.631899728641048
"assumo",2,0.486866768908688,3,0.494225795291676,1,0.0960125968527071,1,0.264977874347492,1,0.84125515268781,0,0,0,0,0,0,2,4.49337227589306,0.390566083517337
"astutia",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"at",33,8.03330168699335,53,8.73132238348627,104,9.98531007268154,15,3.97466811521238,39,32.8089509548246,17,14.4202222410722,14,12.1612230715775,12,23.1660231660232,5,11.2334306897326,0.142588539240297
"Athenienses",4,0.973733537817376,2,0.329483863527784,3,0.288037790558121,0,0,0,0,0,0,0,0,0,0,0,0,0.313865366106164
"atia",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"atius",1,0.243433384454344,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"atque",576,140.217629445702,261,42.9976441903758,1128,108.302209249854,145,38.4217917803863,112,94.2205771010347,19,16.116718975316,57,49.5135510771369,36,69.4980694980695,3,6.74005841383959,0.232441036972597
"Atrebas",3,0.730300153363032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"Atrebates",4,0.973733537817376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"atrocitas",1,0.243433384454344,0,0,8,0.768100774821657,0,0,0,0,0,0,0,0,0,0,0,0,0.527862028432237
"atrociter",1,0.243433384454344,0,0,1,0.0960125968527071,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"atrox",4,0.973733537817376,0,0,6,0.576075581116242,0,0,1,0.84125515268781,0,0,0,0,1,1.93050193050193,0,0,0.437420924742886
"attendo",1,0.243433384454344,6,0.988451590583351,14,1.3441763559379,1,0.264977874347492,0,0,2,1.69649673424379,0,0,0,0,0,0,0.304366802892753
"attente",1,0.243433384454344,0,0,2,0.192025193705414,0,0,0,0,0,0,0,0,0,0,0,0,0.496580482580046
"attero",2,0.486866768908688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"attingo",9,2.1909004600891,4,0.658967727055567,21,2.01626453390685,5,1.32488937173746,0,0,1,0.848248367121893,0,0,1,1.93050193050193,0,0,0.234722544077336
"attribuo",5,1.21716692227172,3,0.494225795291676,4,0.384050387410828,2,0.529955748694984,0,0,0,0,0,0,0,0,0,0,0.230669240981521
"auaritia",13,3.16463399790647,6,0.988451590583351,12,1.15215116223248,0,0,2,1.68251030537562,0,0,0,0,0,0,1,2.24668613794653,0.271562962408655
"aucetus",1,0.243433384454344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857607343036698
"auctor",7,1.70403369118041,9,1.48267738587503,33,3.16841569613933,11,2.91475661782241,5,4.20627576343905,5,4.24124183560947,5,4.34329395413482,0,0,0,0,0.17285202426881
