lemma,collocate,pos,LogL,LR,MI,LogDice
uentus,aequor,substantivo,28.4,8.3,6.3,11.3
uerbum,semino,verbo,26.7,8.1,5.9,10.5
uerbum,audio,verbo,31,4.2,3.5,10.5
uerbum,iacto,verbo,17.1,5.6,4.4,10.3
uerbum,amplus,adjetivo,13.6,4.7,3.8,10.1
uerbum,multus,determinante,17.1,2.8,2.6,9.7
uerbum,quidam,determinante,6.2,2.7,2.5,9.5
uerbum,quidem,advérbio,6.4,2.3,2.2,9.3
uerbum,facio,verbo,6.6,1.8,1.9,9.1
uere,loquor,verbo,18.1,5.8,4.6,10.3
uere,qua,advérbio,16.8,3.8,3.2,9.1
uere,possum,verbo,5.8,2.6,2.4,8.3
uere,ut,conj.subord.,6.4,2.3,2.2,8.1
uereor,ne,conj.subord.,207.2,5.7,4.5,11.1
uereor,quod,conj.subord.,13.9,3.3,2.8,9.4
uereor,enim,advérbio,12.2,3,2.7,9.2
uereor,iam,advérbio,7,2.9,2.6,9.1
uereor,sed,conj.coord.,10.8,2.5,2.3,8.9
uereor,non,advérbio,8.6,1.8,1.8,8.4
uero,immo,advérbio,96.7,7.5,5.6,11.3
uero,nunc,advérbio,87.8,4.4,3.7,11.1
uero,postea,advérbio,37.4,5.3,4.3,10.7
uero,iam,advérbio,52.2,3.5,3.1,10.6
uero,tum,advérbio,43.3,3.8,3.3,10.6
uero,ego,pronome,69.8,2.6,2.5,10.2
uero,multo,advérbio,16.1,4.3,3.6,10.1
uero,posteaquam,conj.subord.,18.4,5.9,4.7,10
uero,Marcus,nome próprio,9.8,3,2.8,9.8
uero,tam,advérbio,7.4,2.2,2.2,9.6
uero,quintus,substantivo,6.7,2.9,2.7,9.6
uero,ille,determinante,16.2,1.6,1.8,9.6
uero,quis,pronome,13.9,1.6,1.8,9.5
uero,iudex,substantivo,5.4,2.5,2.4,9.5
uero,si,conj.subord.,8.9,1.5,1.7,9.4
uero,quod,conj.subord.,5.6,1.7,1.8,9.4
uero,hic,determinante,12.4,1.3,1.6,9.4
uerto,tergum,substantivo,92.2,10,7.2,12.3
uerto,retro,advérbio,31.1,9,6.7,11.5
uerus,similis,adjetivo,50,6.6,5.1,11.2
uerus,bonum,substantivo,30.3,5.1,4.1,10.6
uerus,amicitia,substantivo,28.5,4.8,4,10.5
uerus,ille,determinante,20.8,2.4,2.3,9.2
uerus,sum,verbo,25.4,1.7,1.8,8.7
uerus,et,conj.coord.,7.4,1.2,1.5,8.4
uester,auctoritas,substantivo,59.1,5,3.9,10.9
uester,sapientia,substantivo,42.8,5.9,4.5,10.6
uester,salus,substantivo,26.5,4.1,3.3,10.3
uester,libertas,substantivo,25.5,4.5,3.5,10.3
uester,dignitas,substantivo,24.6,4.4,3.5,10.3
uester,beneficium,substantivo,24.2,4.9,3.8,10.3
uester,familia,substantivo,21,5.2,4,10.1
uester,maiores,substantivo,16.5,4.4,3.5,10
uester,fretus,adjetivo,22.8,7.1,5.2,9.9
uester,uoluntas,substantivo,14.8,4,3.2,9.9
uester,decretum,substantivo,17.9,5.8,4.4,9.9
uester,auris,substantivo,13.6,4.7,3.7,9.8
uester,liberi,substantivo,12.7,4.4,3.5,9.8
uester,consilium,substantivo,10.6,2.8,2.4,9.7
uester,que,conj.coord.,33.1,2,1.9,9.7
uester,potestas,substantivo,10.1,3.8,3.1,9.7
uester,iudicium,substantivo,9.6,3,2.5,9.7
uester,socius,substantivo,9.5,3.6,3,9.6
uester,praesidium,substantivo,8.9,3.5,2.9,9.6
uester,mens,substantivo,8.4,3.3,2.8,9.6
uester,de,preposição,11.2,1.9,1.8,9.5
uester,uirtus,substantivo,6.9,2.4,2.2,9.5
uester,imperium,substantivo,6.6,2.8,2.4,9.5
uester,relinquo,verbo,6.4,2.8,2.4,9.4
uester,studium,substantivo,6.3,2.7,2.4,9.4
uester,fortuna,substantivo,6.1,2.7,2.3,9.4
uester,in,preposição,6.2,0.9,1.1,9
ueto,tu,pronome,5.4,2.5,2.2,7.9
ueto,que,conj.coord.,6.9,2.4,2.2,7.9
uetus,exemplum,substantivo,19.4,6.1,4.9,10.7
uetus,amicitia,substantivo,25.3,5.1,4.1,10.4
uetus,tam,advérbio,8.5,3.3,3,9.4
uetus,homo,substantivo,5.5,2.5,2.4,8.9
uetus,ille,determinante,7.1,1.9,2,8.5
uia,obsideo,verbo,23.6,7.2,5.5,10.7
uia,munio,verbo,21.8,6.7,5.2,10.6
uia,duco,verbo,13,4.5,3.7,10.1
uia,eo,verbo,12.5,4.4,3.6,10.1
uia,quaero,verbo,8.4,3.3,2.9,9.6
uia,bonus,adjetivo,5.9,2.6,2.4,9.3
uia,unus,determinante,5.5,2.5,2.3,9.2
uictor,pax,substantivo,16.5,5.4,4.4,10.3
uictoria,adipiscor,verbo,35.4,7.9,6,11.3
uictoria,monumentum,substantivo,20.2,6.3,4.9,10.7
uictoria,spes,substantivo,25.4,5.1,4.1,10.5
uictoria,ipse,determinante,14.2,3,2.7,9.2
uictoria,suus,determinante,7.6,2.6,2.4,9
uictoria,sed,conj.coord.,7.2,2.2,2.1,8.7
uictoria,in,preposição,6.9,1.5,1.6,8.3
uideo,sum,verbo,80.7,1.1,1.2,10.5
uideo,ego,pronome,43.7,1.4,1.4,10.4
uideo,non,advérbio,43.3,1.3,1.3,10.4
uideo,ne,conj.subord.,29.9,1.7,1.6,10.2
uideo,qua,advérbio,23.8,1.5,1.5,10.2
uideo,cum,conj.subord.,14.3,0.9,1.1,10.1
uideo,ut,conj.subord.,11.1,0.8,1,10
uideo,qui,pronome,7.5,0.5,0.8,10
uideo,homo,substantivo,9.8,1.3,1.3,9.8
uideo,enim,advérbio,7.9,1.1,1.2,9.7
uideo,numquam,advérbio,23.1,2.6,2.2,9.7
uideo,nisi,conj.subord.,10.3,1.8,1.7,9.5
uideo,ubi,advérbio,8.5,1.8,1.7,9.3
uideo,quantus,determinante,8,1.7,1.6,9.3
uideo,sic,advérbio,5.7,1.4,1.4,9.3
uideo,primum,advérbio,7.2,1.8,1.7,9.2
uideo,quia,conj.subord.,6.9,1.9,1.8,9.1
uideo,fugio,verbo,6.8,2.1,1.9,8.9
uideo,tollo,verbo,5.5,1.8,1.7,8.9
uideo,indignus,adjetivo,16.7,4.5,3.4,8.8
uideo,mirus,adjetivo,13.4,3.8,3,8.8
uideo,quanto,advérbio,12.8,3.7,2.9,8.8
uideo,postea,advérbio,7.4,2.5,2.2,8.7
uideo,contemno,verbo,6.1,2.3,2,8.7
uideo,plerique,determinante,10.1,3.8,3,8.5
uideo,quaeso,verbo,8.6,3.4,2.7,8.5
uideo,senex2,adjetivo,8.1,3.3,2.7,8.5
uideo,tristis,adjetivo,5.7,2.6,2.2,8.5
uideo,dominus,substantivo,5.5,2.5,2.2,8.5
uideo,incredibilis,adjetivo,5.4,2.5,2.2,8.5
uinco,bellum,substantivo,13.9,3.3,2.8,9.8
uinco,uis,substantivo,8.6,3.4,2.8,9.6
uinco,que,conj.coord.,13,1.8,1.7,9
uinco,atque,conj.coord.,6.3,1.6,1.6,8.8
uinco,qui,pronome,7,1.1,1.2,8.5
uinculum,conicio,verbo,76.5,9.4,7.1,12.2
uinculum,in,preposição,31.4,3.2,2.9,8.6
uinculum,atque,conj.coord.,5.1,2.4,2.3,8
uinum,et,conj.coord.,10,2.1,2.1,7.8
uir,fortis,adjetivo,717.9,7.6,5.4,12.6
uir,bonus,adjetivo,442.7,5.7,4.4,12.1
uir,clarus,adjetivo,153.6,6.2,4.7,11.4
uir,talis,determinante,56.9,4.9,3.9,10.7
uir,amplus,adjetivo,58,5.3,4.2,10.7
uir,superus,,47.5,3.6,3.1,10.6
uir,sapiens2,adjetivo,23.4,4.8,3.9,10
uir,magnus,adjetivo,13.8,1.8,1.8,9.8
uir,praestans,adjetivo,24.1,5.9,4.5,9.8
uir,iustus,adjetivo,16.1,4.3,3.5,9.7
uir,honestus,adjetivo,13.8,3.9,3.2,9.7
uir,tot,determinante,13.2,3.7,3.2,9.7
uir,arma,substantivo,7.2,2.5,2.3,9.5
uir,unus,determinante,5.6,1.7,1.8,9.5
uir,egregius,adjetivo,11.9,4.3,3.5,9.5
uir,acer,adjetivo,11.3,4.1,3.4,9.5
uir,mulier,substantivo,9.2,3.5,3,9.4
uir,praeclarus,adjetivo,9.1,3.5,3,9.4
uir,qualis,determinante,8.5,3.4,2.9,9.4
uir,patria,substantivo,6.4,2.8,2.5,9.3
uirtus,suus,determinante,32.6,2.6,2.4,10.2
uirtus,singularis,adjetivo,28,5.5,4.3,10.2
uirtus,diuinus,adjetivo,25.5,5.1,4.1,10.2
uirtus,praesto,verbo,23.2,4.8,3.8,10.1
uirtus,pristinus,adjetivo,25.3,6.1,4.7,10
uirtus,fides,substantivo,15.6,3.6,3.1,10
uirtus,legio,substantivo,14.9,3.5,3,9.9
uirtus,supero,verbo,17.9,4.7,3.8,9.9
uirtus,incredibilis,adjetivo,17.6,4.6,3.7,9.9
uirtus,par,adjetivo,14.1,3.9,3.3,9.8
uirtus,memoria,substantivo,11.2,3.3,2.9,9.7
uirtus,gloria,substantivo,11.2,3.3,2.9,9.7
uirtus,atque,conj.coord.,18.4,1.7,1.8,9.7
uirtus,grauitas,substantivo,15.6,5.2,4.1,9.7
uirtus,uester,determinante,9.6,2.6,2.4,9.7
uirtus,propter,preposição,9.2,2.9,2.6,9.7
uirtus,tantus,determinante,8.8,2.2,2.1,9.6
uirtus,galli,adjetivo,11.7,4.2,3.5,9.6
uirtus,praemium,substantivo,11.6,4.2,3.5,9.6
uirtus,opinio,substantivo,11.5,4.1,3.4,9.6
uirtus,animus,substantivo,8.7,2,2,9.6
uirtus,consilium,substantivo,8.1,2.3,2.2,9.6
uirtus,fortuna,substantivo,8,2.7,2.4,9.6
uirtus,ostendo,verbo,9,3.5,3,9.6
uirtus,ingenium,substantivo,8.1,3.3,2.8,9.5
uirtus,tuus,determinante,6.7,1.7,1.8,9.5
uirtus,ciuis,substantivo,6.4,2.3,2.2,9.5
uirtus,imperator,substantivo,7.4,3.1,2.7,9.5
uirtus,eo,verbo,6.7,2.9,2.6,9.4
uirtus,miles,substantivo,6.1,2.7,2.4,9.4
uis,per,preposição,40.2,3.6,3.1,10.5
uis,tantus,determinante,38,3.6,3.1,10.5
uis,corpus,substantivo,25.6,4,3.3,10.4
uis,magnus,adjetivo,44.2,3,2.7,10.3
uis,nullus,determinante,26.1,3.2,2.8,10.2
uis,amicitia,substantivo,19.1,3.6,3.1,10.2
uis,sustineo,verbo,18.9,4.8,3.9,10.1
uis,contra,preposição,17.5,3.9,3.3,10.1
uis,umquam,advérbio,13.1,3.7,3.1,9.9
uis,affero,verbo,12.7,3.6,3.1,9.9
uis,suus,determinante,18.4,2.4,2.2,9.8
uis,nec,conj.coord.,12.9,2.5,2.3,9.8
uis,animus,substantivo,11.9,2.4,2.3,9.7
uis,scelus,substantivo,7.2,3,2.7,9.6
uis,arma,substantivo,6.7,2.9,2.6,9.5
uis,aut,conj.coord.,6.7,1.7,1.8,9.4
uis,et,conj.coord.,13.8,1.1,1.4,9.2
uita,beatus,adjetivo,62.6,6,4.6,10.8
uita,nex,substantivo,26,6.2,4.7,10
uita,ago,verbo,15.1,2.6,2.4,9.9
uita,communis,adjetivo,13.4,3.8,3.2,9.8
uita,periculum,substantivo,11.3,2.9,2.6,9.8
uita,suus,determinante,12.7,1.9,1.9,9.7
uita,tuus,determinante,8.7,1.8,1.9,9.6
uita,ex,preposição,9.8,1.6,1.7,9.6
uita,amitto,verbo,9.2,3.6,3,9.5
uita,inter,preposição,7.1,2.5,2.3,9.5
uita,tum,advérbio,6.6,2,2,9.5
uita,libertas,substantivo,7,2.9,2.6,9.4
uita,iste,determinante,5.4,1.6,1.7,9.4
uita,pro,preposição,5.5,2.1,2,9.4
uita,reliquus,determinante,5.7,2.6,2.4,9.4
uitium,tot,determinante,15.4,5.1,4.1,10.3
uitium,parum,advérbio,9.6,3.6,3.1,9.8
uitium,suus,determinante,18.8,3,2.7,9.6
uitium,tantus,determinante,5.9,2.6,2.4,9.3
uitium,unus,determinante,5.4,2.5,2.3,9.2
uitium,enim,advérbio,5.2,2,2,9
uitium,omnis,determinante,5.8,1.7,1.8,8.8
uito,aestus,substantivo,30.3,8.8,6.6,11.5
uito,suspicio,substantivo,34.5,7.7,5.9,11.3
uito,possum,verbo,5.7,2.6,2.4,8.3
uiuo,beate,advérbio,107.9,11.7,6.9,11.3
uiuo,bene,advérbio,33.1,4.8,3.8,10.6
uiuo,natura,substantivo,32.1,4.3,3.4,10.5
uiuo,quoad,advérbio,28.6,6.7,5,10.5
uiuo,sic,advérbio,23.4,3.8,3.1,10.2
uiuo,incipio,verbo,15.5,5.2,4,10.1
uiuo,contra,preposição,14.6,4,3.2,10
uiuo,mos,substantivo,14.6,4,3.2,10
uiuo,tamquam,conj.subord.,11.6,4.2,3.4,9.9
uiuo,nolo,verbo,10.5,3.9,3.2,9.8
uiuo,dum,advérbio,8.9,3.5,2.9,9.7
uiuo,ita,advérbio,9.8,2.6,2.3,9.6
uiuo,sed,conj.coord.,11.9,1.9,1.8,9.3
uiuo,si,conj.subord.,10.7,1.8,1.7,9.3
uix,tueor,verbo,20.3,6.3,4.9,10.7
uix,fero,verbo,13.9,3.9,3.2,9.7
uix,possum,verbo,15.2,2.8,2.5,9.1
ullus,sine,preposição,257.4,6.4,5,12
ullus,nec,conj.coord.,110.7,4.7,3.9,11.1
ullus,neque,conj.coord.,77.6,4.3,3.6,10.8
ullus,ars,substantivo,13.2,4.6,3.8,10.1
ullus,modus,substantivo,14.5,3.4,3,10
ullus,umquam,advérbio,9.8,3.7,3.2,9.8
ullus,alius,determinante,15.1,2.8,2.6,9.8
ullus,ratio,substantivo,8.1,3.2,2.9,9.7
ullus,pars,substantivo,8.9,2.8,2.6,9.7
ullus,spes,substantivo,7.4,3.1,2.7,9.6
ullus,periculum,substantivo,7.3,3,2.7,9.6
ullus,tempus,substantivo,7.5,2.5,2.4,9.5
ullus,res,substantivo,17.4,2.1,2.1,9.5
ullus,si,conj.subord.,5.9,1.5,1.6,9
ullus,in,preposição,5.3,1,1.3,8.8
ultimus,terra,substantivo,15.5,5.1,4.2,10.2
ultimus,ad,preposição,15.4,2.8,2.6,8.8
ultimus,in,preposição,25.1,2.6,2.5,8.6
umbra,sub,preposição,23.8,7.2,5.5,10.9
umquam,nemo,pronome,94.3,5.7,4.6,11.3
umquam,nullus,determinante,41.1,4.1,3.5,10.5
umquam,nec,conj.coord.,23.9,3.5,3.1,10.1
umquam,nihil,pronome,25.4,3.3,3,10
umquam,uis,substantivo,12.6,3.6,3.1,9.9
umquam,ullus,determinante,9.6,3.6,3.2,9.8
umquam,neque,conj.coord.,10.4,2.7,2.6,9.6
umquam,tantus,determinante,8.5,2.8,2.6,9.5
umquam,enim,advérbio,9.7,2.3,2.3,9.4
umquam,tam,advérbio,5.1,2.4,2.3,9.3
umquam,quis,pronome,11.1,1.8,1.9,9.1
umquam,ego,pronome,11.1,1.7,1.9,9
umquam,sum,verbo,8.6,1,1.3,8.6
unde,illa,advérbio,24.4,7.4,5.5,10.9
unde,igitur,advérbio,13.1,4.5,3.6,10
unde,peto,verbo,12.3,4.3,3.5,9.9
unde,uenio,verbo,8.1,3.2,2.7,9.3
unde,iste,determinante,7,2.9,2.5,9.1
unde,possum,verbo,5.4,2.1,1.9,8.5
unde,sum,verbo,9,1.3,1.4,8.1
undique,circumuenio,verbo,29.1,8.5,6.4,11.4
undique,omnis,determinante,10.9,2.8,2.6,8.7
unus,quisque,determinante,62.3,4.4,3.6,10.7
unus,tempus,substantivo,38.7,3.2,2.7,10.4
unus,ex,preposição,35.4,2.3,2.1,10.3
unus,locus,substantivo,19.4,2.5,2.3,10
unus,hic,determinante,31.8,1.5,1.6,10
unus,dies,substantivo,15.6,2.3,2.1,9.9
unus,uox,substantivo,15.7,3.2,2.7,9.8
unus,homo,substantivo,11.6,1.8,1.8,9.8
unus,in,preposição,22.8,1.2,1.4,9.8
unus,triginta,numeral,23.6,5.8,4.4,9.7
unus,legio,substantivo,11.7,3,2.6,9.7
unus,omnis,determinante,7.9,1.2,1.4,9.6
unus,ego,pronome,8,1,1.2,9.6
unus,genus,substantivo,8.8,2.5,2.2,9.6
unus,praeter,preposição,11.6,3.4,2.9,9.5
unus,crimen,substantivo,10.1,3.1,2.7,9.5
unus,imperator,substantivo,9.5,3,2.6,9.5
unus,autem,conj.coord.,5.8,1.7,1.7,9.5
unus,nox,substantivo,8.9,2.9,2.5,9.5
unus,mens,substantivo,8.6,2.8,2.5,9.5
unus,annus,substantivo,7.6,2.6,2.3,9.4
unus,domus,substantivo,6.5,2.3,2.2,9.4
unus,alter,determinante,5,2,1.9,9.3
unus,gnaeus,adjetivo,7.7,3.2,2.7,9.3
unus,ob,preposição,6.6,2.8,2.5,9.2
unus,post,preposição,5.8,2.6,2.3,9.2
unus,uitium,substantivo,5.7,2.6,2.3,9.2
unus,caput,substantivo,5.1,2.4,2.2,9.2
uoco,iudicium,substantivo,64.9,5.7,4.4,11.1
uoco,iubeo,verbo,17.8,4.6,3.7,10.2
uoco,sui,pronome,8,2.1,1.9,8.9
uolo,si,conj.subord.,75.6,2.3,2.1,10.6
uolo,scio,verbo,39.7,3.2,2.7,10.4
uolo,tu,pronome,28.3,1.6,1.6,10.1
uolo,quis,pronome,15,1.2,1.4,9.9
uolo,qua,advérbio,12.8,1.5,1.6,9.9
uolo,dico,verbo,9.4,1.3,1.4,9.8
uolo,sum,verbo,16.3,0.7,1,9.7
uolo,sui,pronome,7,1,1.3,9.7
uolo,facio,verbo,7,1.2,1.3,9.7
uolo,ut,conj.subord.,6.6,0.8,1.1,9.7
uolo,ego,pronome,6.3,0.8,1.1,9.6
uolo,qui,pronome,7.6,0.6,0.9,9.6
uolo,non,advérbio,5.7,0.7,1,9.6
uolo,aliquis,pronome,7.3,1.6,1.7,9.6
uolo,fors,advérbio,10.9,2.8,2.5,9.5
uolo,fio,verbo,7.1,1.9,1.9,9.5
uolo,se,pronome,9.5,2.6,2.3,9.4
uolo,existimo,verbo,9.1,2.5,2.3,9.4
uolo,accipio,verbo,6.6,2.1,2,9.4
uolo,impero,verbo,11.8,3.5,2.9,9.3
uolo,interficio,verbo,10.6,3.2,2.7,9.3
uolo,ostendo,verbo,9.7,3,2.6,9.3
uolo,dum,advérbio,5.7,2.2,2,9.2
uolo,effugio,verbo,12.8,4.5,3.6,9.1
uolo,femina,substantivo,12.1,4.3,3.5,9.1
uolo,imitor,verbo,11.9,4.3,3.4,9.1
uolo,animaduerto,verbo,11.6,4.2,3.4,9.1
uolo,saluus,adjetivo,10,3.8,3.1,9.1
uolo,nomino,verbo,9.4,3.6,3,9.1
uolo,sane,advérbio,8.5,3.4,2.8,9.1
uoluntas,uester,determinante,19.6,4.2,3.5,10.2
uoluntas,Pompeius,nome próprio,11.7,4.2,3.5,10
uoluntas,meus,determinante,11.1,2.8,2.5,9.4
uoluntas,suus,determinante,12.1,2.7,2.4,9.3
uoluntas,is,determinante,30.6,2.4,2.2,9.2
uoluntas,populus,substantivo,5.8,2.6,2.4,9.2
uoluntas,facio,verbo,7.2,2.2,2.1,9
uoluntas,atque,conj.coord.,5.4,1.6,1.7,8.7
uoluptas,adulescentia,substantivo,28,6.5,5,10.8
uoluptas,corpus,substantivo,16.5,4.4,3.5,10.1
uoluptas,causa,substantivo,14,3.3,2.8,9.7
uoluptas,tantus,determinante,6.4,2.8,2.5,9.3
uoluptas,omnis,determinante,15.5,2.4,2.2,9.2
uoluptas,nullus,determinante,5.8,2.6,2.3,9.2
uoluptas,ad,preposição,9.6,1.9,1.9,8.9
uos,Quirites,nome próprio,77.4,5.5,4.1,10.8
uos,ab,preposição,104.7,2.9,2.4,10.7
uos,iudex,substantivo,43,4,3.2,10.5
uos,apud,preposição,34.9,3.6,3,10.3
uos,pater,substantivo,27,3.3,2.7,10.2
uos,autem,conj.coord.,12.5,2.3,2,9.8
uos,os,substantivo,14.8,4.1,3.2,9.6
uos,uterque,determinante,11.4,3.4,2.8,9.5
uos,quantus,determinante,8.3,2.4,2.1,9.5
uos,ne,conj.subord.,6.6,1.4,1.4,9.5
uos,spero,verbo,10.6,3.2,2.7,9.5
uos,inquam,verbo,7.3,2.2,2,9.5
uos,omnis,determinante,6.5,1.1,1.2,9.5
uos,audio,verbo,6.9,2.1,1.9,9.5
uos,paruus,adjetivo,8.8,2.8,2.4,9.4
uos,ita,advérbio,5.8,1.7,1.6,9.4
uos,obsecro,verbo,17.6,5.8,4.3,9.4
uos,qua2,advérbio,7.1,2.5,2.2,9.4
uos,iudico,verbo,7,2.4,2.1,9.4
uos,hortor,verbo,11.8,4.2,3.4,9.3
uos,moneo,verbo,11.5,4.2,3.3,9.3
uos,an,conj.coord.,5.7,2.2,2,9.3
uos,socius,substantivo,6.6,2.8,2.4,9.2
uos,absum,verbo,6.3,2.8,2.4,9.2
uos,potius,advérbio,5.8,2.6,2.3,9.2
uos,fors,advérbio,5.8,2.6,2.3,9.2
uox,exprimo,verbo,23.1,7.1,5.4,10.4
uox,talis,determinante,11.4,4.1,3.5,10
uox,unus,determinante,14.5,3,2.7,9.8
uox,audio,verbo,6.2,2.7,2.5,9.5
uox,meus,determinante,7.6,2.2,2.2,9.4
uox,hic,determinante,23.9,2,2,9.4
uox,magnus,adjetivo,7.7,2,2.1,9.3
uox,iste,determinante,5.5,2.1,2.1,9.3
uox,et,conj.coord.,12.9,1.3,1.6,8.9
uox,quis,pronome,5.2,1.3,1.6,8.9
urbs,condo,verbo,59.6,7,5.2,10.8
urbs,ex,preposição,72,3.2,2.8,10.5
urbs,tectum,substantivo,36.4,5.9,4.5,10.5
urbs,ornamentum,substantivo,29.7,5.8,4.5,10.3
urbs,totus,determinante,24.6,3.6,3,10.3
urbs,hic,determinante,66.7,2.3,2.2,10.1
urbs,incendo,verbo,21.6,5.4,4.2,10.1
urbs,templum,substantivo,18.1,4.7,3.8,10
urbs,uigilia,substantivo,16.1,5.3,4.2,9.8
urbs,Roma,nome próprio,11.8,3.4,2.9,9.8
urbs,incendium,substantivo,15.4,5.1,4.1,9.8
urbs,expello,verbo,14.8,5,4,9.8
urbs,in,preposição,49.1,1.9,1.9,9.8
urbs,pulcher,adjetivo,12.3,4.4,3.5,9.7
urbs,capio,verbo,10.2,3.1,2.7,9.7
urbs,hostis,substantivo,9.1,2.5,2.3,9.7
urbs,atque,conj.coord.,17.4,1.8,1.8,9.6
urbs,proficiscor,verbo,7.5,3.1,2.7,9.5
urbs,duo,numeral,6.5,2.8,2.5,9.5
urbs,ad,preposição,9.4,1.4,1.5,9.4
usque,ea,advérbio,184.3,8.2,6.2,12.3
usque,ad,preposição,207.5,4.9,4,10.6
usus,cottidianus,adjetivo,37.8,8.4,6.3,11.3
usus,tantum,advérbio,15.2,5.1,4.1,10.3
usus,uel,conj.coord.,11.7,4.2,3.5,9.9
usus,bellum,substantivo,18.4,4,3.4,9.9
usus,nec,conj.coord.,11.4,3.4,3,9.5
usus,atque,conj.coord.,18.3,2.7,2.5,9.1
usus,magnus,adjetivo,7.3,2.5,2.4,8.9
usus,ex,preposição,6.4,2.3,2.2,8.8
usus,ad,preposição,7.6,2,2,8.6
usus,res,substantivo,6,1.9,2,8.6
ut,sum,verbo,34.7,0.6,0.9,10.7
ut,is,determinante,42.1,0.9,1.1,10.7
ut,facio,verbo,57.3,1.6,1.6,10.5
ut,non,advérbio,11.1,0.5,0.8,10.4
ut,ego,pronome,12.7,0.6,0.9,10.3
ut,scribo,verbo,80.2,2.7,2.3,10.3
ut,ita,advérbio,58.5,2.2,1.9,10.2
ut,tu,pronome,9.2,0.6,0.9,10.2
ut,omnis,determinante,12.2,0.7,1,10.2
ut,scio,verbo,61.6,2.6,2.2,10.1
ut,dico,verbo,13.2,0.9,1.1,10.1
ut,curo,verbo,115.2,4.5,3.3,10
ut,uideo,verbo,7.1,0.7,0.9,9.9
ut,nam,advérbio,29.9,1.9,1.7,9.9
ut,ago,verbo,26.1,1.7,1.6,9.8
ut,opinor,verbo,119.7,5.6,3.8,9.8
ut,fio,verbo,30.8,2.1,1.9,9.7
ut,aio,verbo,49.4,3.1,2.5,9.7
ut,quisque,determinante,38.5,2.7,2.2,9.6
ut,uolo,verbo,5.6,0.8,1,9.6
ut,ualeo,verbo,46.5,3.2,2.6,9.6
ut,spero,verbo,45,3.2,2.6,9.6
ut,nisi,conj.subord.,17.7,1.7,1.6,9.5
ut,puto,verbo,9.7,1.2,1.3,9.5
ut,uos,pronome,7.4,1,1.2,9.5
ut,efficio,verbo,38.3,3.4,2.7,9.3
ut,soleo,verbo,18.1,2.1,1.9,9.3
ut,accido,verbo,31.9,3.1,2.5,9.2
ut,rogo,verbo,30.8,3,2.5,9.2
ut,primum,advérbio,11.7,1.6,1.6,9.2
uterque,pars,substantivo,37.7,4.8,3.9,10.5
uterque,siue2,conj.coord.,17.9,5.7,4.5,10.5
uterque,castra,substantivo,11.9,4.2,3.5,10
uterque,nos,pronome,17.3,3.4,2.9,9.7
uterque,uos,pronome,10.7,3.2,2.8,9.5
uterque,autem,conj.coord.,7.1,3,2.6,9.3
uterque,in,preposição,28.9,2.2,2.1,9
uterque,ad,preposição,5.7,1.7,1.7,8.6
uterque,cum,conj.subord.,6.6,1.7,1.7,8.6
utilis,sum,verbo,21.8,2.6,2.4,7.8
utor,consuesco,verbo,20,6.3,4.8,10.3
utor,male,advérbio,14.4,4.9,3.9,10.1
utor,consilium,substantivo,18,3.5,3,10.1
utor,proelium,substantivo,11.7,4.2,3.4,9.9
utor,littera,substantivo,7.4,3,2.7,9.6
utor,idem,determinante,9.5,2.6,2.3,9.6
utor,lex,substantivo,6.9,2.9,2.6,9.5
utor,sum,verbo,25.6,1.4,1.5,9
utor,sed,conj.coord.,5.2,1.5,1.6,9
utrum,tandem,advérbio,31.7,7.2,5.5,11.1
utrum,intersum,verbo,30.6,7,5.3,11.1
utrum,quaero,verbo,19.5,4.9,3.9,10.1
utrum,hic,determinante,7.8,2,1.9,8.2
utrum,sum,verbo,6.1,1.3,1.4,7.7
uulnus,accipio,verbo,75.6,6.4,5,11.3
uulnus,sano,verbo,28,8.3,6.2,11.2
uulnus,conficio,verbo,25.4,6,4.8,10.8
uultus,que,conj.coord.,21.9,2.5,2.4,9
uxor,cum,conj.subord.,5.8,2.2,2.1,8.1
ab,inferi,substantivo,28.5,5.9,4.1,8.7
ab,Nero,nome próprio,21.5,4.7,3.5,8.7
ab,principium,substantivo,19.9,5.3,3.8,8.4
ab,tergum,substantivo,18.2,4.1,3.2,8.7
ab,barbarus,substantivo,17.9,4,3.1,8.7
ab,mortuus,adjetivo,16.5,4.5,3.4,8.4
ab,ortus,substantivo,16.1,4.4,3.3,8.4
ab,abduco,verbo,14.9,4.2,3.2,8.4
ad,uesper,substantivo,27.6,5.9,4,8.5
ad,extremum,substantivo,21.1,4.6,3.4,8.5
ad,pugna,substantivo,19.6,3.4,2.7,8.8
ad,colloquium,substantivo,19.5,4.4,3.3,8.5
ad,ultimus,adjetivo,18.1,3.2,2.6,8.8
ad,sidus,substantivo,17.4,4,3.1,8.5
ad,aditus,substantivo,17.2,3.5,2.8,8.6
ad,caelum,substantivo,17.2,2.8,2.4,8.9
ad,pernicies,substantivo,15.3,3.6,2.9,8.5
animus,exilium,substantivo,8.8,3.5,3,9.1
atque,barbarus2,adjetivo,20.7,4.5,3.3,8.5
atque,sapiens2,adjetivo,19.5,3.4,2.7,8.9
atque,diuinus,adjetivo,19.2,3.4,2.7,8.9
atque,agrestis,adjetivo,18.6,5,3.6,8.3
atque,flagitium,substantivo,18.1,4.1,3.1,8.5
atque,furiosus,adjetivo,17.9,4.8,3.5,8.3
